Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	gammaShape	TPM2uffreqParameter.1	TPM2uffreqParameter.2	TPM2uffreqParameter.3	TPM2uffreqParameter.4	RateAC-Standard_TPM2uf	RateAG-Standard_TPM2uf	RateAT-Standard_TPM2uf	RateCG-Standard_TPM2uf	RateCT-Standard_TPM2uf	RateGT-Standard_TPM2uf	proportionInvariant	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	popSize	CoalescentConstant	
40	-6078.9070919395335	-6331.286557201704	252.37946526217073	-6331.286557201704	0.3409476741105937	1.3686402719990824	0.33266575155453576	0.2482700357098473	0.19491846547973374	0.2893816120733774	0.26742988673704166	0.43498202962888827	2.4653463205981425	0.43498202962888827	0.09967164977296902	2.4653463205981425	0.09967164977296902	0.0	4.412310236367605E-4	0.06501927009971997	1.057472177769554E-9	5.001167721719854E-4	0.06501756716337158	0.19960731379683347	13.420163977172582	
41	-6264.284631277303	-6331.15935954366	66.87472826635715	-6331.15935954366	0.6527985262093444	2.4013601025320943	0.4600118798597281	0.25969146362584433	0.1984720047355167	0.28657410760542723	0.2552624240332118	0.522659122731328	2.375682974876487	0.522659122731328	0.10165790239218415	2.375682974876487	0.10165790239218415	0.0	0.050821776348966584	0.044623271478200596	4.579479603584995E-6	0.04653916695242099	0.04579971085100392	0.21928653975826326	2.145339180209827	
42	-6281.20381986854	-6331.092170940176	49.88835107163595	-6331.092170940176	0.40204769598008055	1.6746295570754266	0.4600118798597281	0.26738983388013376	0.1895922629289118	0.28775547915774274	0.2552624240332118	0.522659122731328	2.375682974876487	0.522659122731328	0.10165790239218415	2.375682974876487	0.10165790239218415	0.0	0.09227853161973205	0.05838702613149397	2.4558472647191477E-5	0.08518737426149282	0.05897520096737192	0.20708140251447735	7.344381578083789	
43	-6267.457340526503	-6331.020872271287	63.56353174478406	-6331.020872271287	0.653985491227131	2.7476343472149143	0.580320164317258	0.25962637401872807	0.18213201877446403	0.30327098708158545	0.25497062012522254	0.3937456688326423	2.4999036532232344	0.3937456688326423	0.10635067794412313	2.4999036532232344	0.10635067794412313	0.0	0.051277151482491234	0.037213410573428675	2.9827724027378323E-6	0.04673408653598695	0.03700545895973827	0.3420064687204695	-0.9856236740045323	
44	-6277.875055594336	-6330.825484966715	52.95042937237882	-6330.825484966715	0.5915206228781071	2.3493190219282387	0.7536612157928113	0.27028180488897474	0.18904736329858352	0.2931737981098526	0.24749703370258916	0.4743052704734789	2.4300074111741536	0.4743052704734789	0.09568731835236624	2.4300074111741536	0.09568731835236624	0.0	0.06448958544419481	0.03676466878725924	5.9656220444632584E-6	0.06825110442236813	0.03530697023152145	0.27440734869312966	2.948802898075304	
45	-6277.875055594336	-6330.825484966715	52.95042937237882	-6330.825484966715	0.5915206228781071	2.3493190219282387	0.7536612157928113	0.27028180488897474	0.18904736329858352	0.2931737981098526	0.24749703370258916	0.4743052704734789	2.4300074111741536	0.4743052704734789	0.09568731835236624	2.4300074111741536	0.09568731835236624	0.0	0.06448958544419481	0.03676466878725924	5.9656220444632584E-6	0.06825110442236813	0.03530697023152145	0.27440734869312966	2.948802898075304	
46	-6278.804011030534	-6330.784806958318	51.98079592778425	-6330.784806958318	1.2917420557742574	5.082302764878398	0.21115638606710216	0.26496361639764143	0.18950665855163518	0.27954159650784094	0.26598812854288256	0.47536623974783476	2.421572650974899	0.47536623974783476	0.10306110927726511	2.421572650974899	0.10306110927726511	0.0	0.047543598940205975	0.022431787652242293	1.1118344108871387E-6	0.04691567037377799	0.022362656965494693	0.7942469946861879	-12.332298787297345	
47	-6248.221155878377	-6330.637383778149	82.41622789977204	-6330.637383778149	1.3653383629689355	5.299989598998854	0.21115638606710216	0.26400729005384255	0.18950665855163518	0.2804979228516398	0.26598812854288256	0.428515357147816	2.405624285670754	0.428515357147816	0.1658603571814291	2.405624285670754	0.1658603571814291	0.0	0.021616070857288793	0.017513399052260563	1.388738812729655E-7	0.02135943811275393	0.01735456778454556	0.680862039398916	-11.77982610484656	
48	-6248.221155878377	-6330.637383778149	82.41622789977204	-6330.637383778149	1.3653383629689355	5.299989598998854	0.21115638606710216	0.26400729005384255	0.18950665855163518	0.2804979228516398	0.26598812854288256	0.428515357147816	2.405624285670754	0.428515357147816	0.1658603571814291	2.405624285670754	0.1658603571814291	0.0	0.021616070857288793	0.017513399052260563	1.388738812729655E-7	0.02135943811275393	0.01735456778454556	0.680862039398916	-11.77982610484656	
49	-6261.305098813808	-6330.492301088197	69.18720227438821	-6330.492301088197	1.4374513725132645	6.061345875206572	0.4759135242172559	0.26400729005384255	0.18950665855163518	0.2804979228516398	0.26598812854288256	0.424922630690868	2.449533316652601	0.424922630690868	0.12554405265653018	2.449533316652601	0.12554405265653018	0.0	0.028486886008886787	0.015813650604874073	2.0462720379857106E-7	0.028284735714044756	0.016033268021725132	0.6629454155405152	-15.435963371194068	
50	-6261.305098813808	-6330.492301088197	69.18720227438821	-6330.492301088197	1.4374513725132645	6.061345875206572	0.4759135242172559	0.26400729005384255	0.18950665855163518	0.2804979228516398	0.26598812854288256	0.424922630690868	2.449533316652601	0.424922630690868	0.12554405265653018	2.449533316652601	0.12554405265653018	0.0	0.028486886008886787	0.015813650604874073	2.0462720379857106E-7	0.028284735714044756	0.016033268021725132	0.6629454155405152	-15.435963371194068	
51	-6203.270049242909	-6330.488242875977	127.21819363306788	-6330.488242875977	0.6337700356085664	2.5898135847739066	0.3660072754718591	0.25962637401872807	0.18468348926274986	0.30327098708158545	0.2524191496369367	0.3937456688326423	2.4999036532232344	0.3937456688326423	0.10635067794412313	2.4999036532232344	0.10635067794412313	0.0	0.010143846326671441	0.04219880553951168	1.5057234412988343E-7	0.009185085117209493	0.042265870274770086	0.3264739540542914	-0.1118462461910017	
52	-6230.612581669178	-6330.445757838251	99.83317616907216	-6330.445757838251	0.869882757652368	3.7506479389852947	0.21115638606710216	0.2735288565422498	0.19463215637575979	0.2804979228516398	0.2513410642303507	0.44375146248791697	2.468423533574918	0.44375146248791697	0.08782500393716415	2.468423533574918	0.08782500393716415	0.0	0.014939487913396967	0.024804935980561493	1.3703895206552313E-7	0.014974524180173917	0.024651391492884155	0.37988526208729484	-8.964050442941463	
53	-6230.612581669178	-6330.445757838251	99.83317616907216	-6330.445757838251	0.869882757652368	3.7506479389852947	0.21115638606710216	0.2735288565422498	0.19463215637575979	0.2804979228516398	0.2513410642303507	0.44375146248791697	2.468423533574918	0.44375146248791697	0.08782500393716415	2.468423533574918	0.08782500393716415	0.0	0.014939487913396967	0.024804935980561493	1.3703895206552313E-7	0.014974524180173917	0.024651391492884155	0.37988526208729484	-8.964050442941463	
54	-6324.97240273482	-6330.360955927992	5.388553193172219	-6330.360955927992	1.8497769488292255	7.233130128038456	0.23773303238895008	0.2709995730385716	0.18950665855163518	0.2735056398669108	0.26598812854288256	0.424922630690868	2.449533316652601	0.424922630690868	0.12554405265653018	2.449533316652601	0.12554405265653018	0.0	0.11059161448111825	0.012844216668312218	2.8063852449494394E-6	0.1280772201415454	0.01338873264594341	1.0881160562940972	-19.39133254838175	
