Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	proportionInvariant	fastUcldMean	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
352	-11342.468552929528	-11475.511542616418	133.0429896868895	-11475.511542616418	163.11536358991742	1053.2779730363009	0.29859865735473956	0.19135158717277267	0.25637968953899837	0.2536700659334896	0.07026140916818643	2.3886696551373485	0.3829831945179744	0.07026140916818643	2.70484113749033	0.3829831945179744	0.801	5.903111439961312E-5	3.203989001827436E-4	5.9039385229358235E-5	2.349495869476042E-16	2.5963578057495225E-4	-104.80999974041828	24.88577108134509	71.7328944889463	179.15802291385802	322.7601517787896	10.42653708145894	1.0	3.0	4.0	7.0	4.0	
353	-11342.468552929528	-11475.511542616418	133.0429896868895	-11475.511542616418	163.11536358991742	1053.2779730363009	0.29859865735473956	0.19135158717277267	0.25637968953899837	0.2536700659334896	0.07026140916818643	2.3886696551373485	0.3829831945179744	0.07026140916818643	2.70484113749033	0.3829831945179744	0.801	5.903111439961312E-5	3.203989001827436E-4	5.9039385229358235E-5	2.349495869476042E-16	2.5963578057495225E-4	-104.80999974041828	24.88577108134509	71.7328944889463	179.15802291385802	322.7601517787896	10.42653708145894	1.0	3.0	4.0	7.0	4.0	
354	-11536.80419932898	-11475.452125120974	-61.35207420800758	-11475.452125120974	119.27512161265244	811.5365984356	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.1581134289453533	2.1737255114630036	0.32231125129978094	0.1581134289453533	2.865425128046728	0.32231125129978094	0.801	8.240049638459632E-5	0.04356795924763854	8.421710376751842E-5	1.3712061906895449E-11	0.04443267405789266	-102.04341839924817	89.62036604460303	90.52679968837609	226.923172928029	291.70791332399585	9.151196847965272	2.0	7.0	5.0	2.0	3.0	
355	-11536.80419932898	-11475.452125120974	-61.35207420800758	-11475.452125120974	119.27512161265244	811.5365984356	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.1581134289453533	2.1737255114630036	0.32231125129978094	0.1581134289453533	2.865425128046728	0.32231125129978094	0.801	8.240049638459632E-5	0.04356795924763854	8.421710376751842E-5	1.3712061906895449E-11	0.04443267405789266	-102.04341839924817	89.62036604460303	90.52679968837609	226.923172928029	291.70791332399585	9.151196847965272	2.0	7.0	5.0	2.0	3.0	
356	-11536.80419932898	-11475.452125120974	-61.35207420800758	-11475.452125120974	119.27512161265244	811.5365984356	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.1581134289453533	2.1737255114630036	0.32231125129978094	0.1581134289453533	2.865425128046728	0.32231125129978094	0.801	8.240049638459632E-5	0.04356795924763854	8.421710376751842E-5	1.3712061906895449E-11	0.04443267405789266	-102.04341839924817	89.62036604460303	90.52679968837609	226.923172928029	291.70791332399585	9.151196847965272	2.0	7.0	5.0	2.0	3.0	
357	-11482.198612749547	-11475.407641756265	-6.790970993282931	-11475.407641756265	96.10503371704164	646.3791149846932	0.30879809688663523	0.20128773896236982	0.24673351072040198	0.24318065343059317	0.15319833349289566	2.1533582655024066	0.32231125129978094	0.15319833349289566	2.8956225649122405	0.32231125129978094	0.801	9.903328271196376E-5	0.01602034601433826	9.97168487641964E-5	2.1247972426243362E-12	0.014710020534990905	-93.37493398583204	33.2448293659097	75.39739372459351	185.3360804925246	179.5387300505132	8.306176770883445	4.0	1.0	1.0	9.0	4.0	
358	-11482.198612749547	-11475.407641756265	-6.790970993282931	-11475.407641756265	96.10503371704164	646.3791149846932	0.30879809688663523	0.20128773896236982	0.24673351072040198	0.24318065343059317	0.15319833349289566	2.1533582655024066	0.32231125129978094	0.15319833349289566	2.8956225649122405	0.32231125129978094	0.801	9.903328271196376E-5	0.01602034601433826	9.97168487641964E-5	2.1247972426243362E-12	0.014710020534990905	-93.37493398583204	33.2448293659097	75.39739372459351	185.3360804925246	179.5387300505132	8.306176770883445	4.0	1.0	1.0	9.0	4.0	
359	-11379.39025517551	-11475.374877397897	95.98462222238595	-11475.374877397897	131.16249009146048	859.2217200385093	0.3038418494352	0.19659721934952235	0.2463339946223394	0.25322693659293843	0.1029211297419392	2.3999994588044413	0.4154235825248421	0.1029211297419392	2.563311116661996	0.4154235825248421	0.801	8.136421033043227E-5	8.747605483473945E-4	8.134513624990874E-5	5.0709737644851726E-15	8.753455479452535E-4	-97.1082663203829	15.408527415568235	71.65910766230853	416.96637224984397	19.776094835069316	3.7609425306781987	3.0	6.0	6.0	1.0	3.0	
360	-11379.39025517551	-11475.374877397897	95.98462222238595	-11475.374877397897	131.16249009146048	859.2217200385093	0.3038418494352	0.19659721934952235	0.2463339946223394	0.25322693659293843	0.1029211297419392	2.3999994588044413	0.4154235825248421	0.1029211297419392	2.563311116661996	0.4154235825248421	0.801	8.136421033043227E-5	8.747605483473945E-4	8.134513624990874E-5	5.0709737644851726E-15	8.753455479452535E-4	-97.1082663203829	15.408527415568235	71.65910766230853	416.96637224984397	19.776094835069316	3.7609425306781987	3.0	6.0	6.0	1.0	3.0	
361	-11231.712602797503	-11475.351431187093	243.6388283895898	-11475.351431187093	143.03113852684783	903.339726958132	0.292241781384161	0.19974813968312063	0.2534802627624177	0.25452981617030085	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	8.021266746591197E-5	1.6870198671150863E-5	8.021231799548514E-5	1.6124425084307277E-18	1.583071068813451E-5	-103.96307611658712	74.34201501976159	81.02384900335215	121.16520724755156	341.70593734191334	20.122051364567604	2.0	4.0	8.0	1.0	4.0	
362	-11231.712602797503	-11475.351431187093	243.6388283895898	-11475.351431187093	143.03113852684783	903.339726958132	0.292241781384161	0.19974813968312063	0.2534802627624177	0.25452981617030085	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	8.021266746591197E-5	1.6870198671150863E-5	8.021231799548514E-5	1.6124425084307277E-18	1.583071068813451E-5	-103.96307611658712	74.34201501976159	81.02384900335215	121.16520724755156	341.70593734191334	20.122051364567604	2.0	4.0	8.0	1.0	4.0	
363	-11231.712602797503	-11475.351431187093	243.6388283895898	-11475.351431187093	143.03113852684783	903.339726958132	0.292241781384161	0.19974813968312063	0.2534802627624177	0.25452981617030085	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	8.021266746591197E-5	1.6870198671150863E-5	8.021231799548514E-5	1.6124425084307277E-18	1.583071068813451E-5	-103.96307611658712	74.34201501976159	81.02384900335215	121.16520724755156	341.70593734191334	20.122051364567604	2.0	4.0	8.0	1.0	4.0	
364	-11531.866136637169	-11475.337409429472	-56.528727207695866	-11475.337409429472	117.30671375396943	755.7658459336819	0.2945309275416536	0.20242915260812971	0.2511911166049251	0.2518488032452918	0.06036643655158515	2.3651405511390404	0.32231125129978094	0.06036643655158515	2.8695040731582275	0.32231125129978094	0.801	9.155031492770096E-5	0.03723003501417115	9.304605804081135E-5	1.43375955669251E-11	0.040984635962106025	-98.43156253547433	37.26113777630305	38.26067143923821	273.7441982537199	293.8496032050089	13.328557946207699	2.0	8.0	3.0	2.0	4.0	
365	-11490.007317786543	-11475.32694639715	-14.680371389393521	-11475.32694639715	100.89842629011943	617.4348393253816	0.3036897697700285	0.19441715510673618	0.2534802627624177	0.2484128123608179	0.15319833349289566	2.0998213047054333	0.32231125129978094	0.15319833349289566	2.949159525709214	0.32231125129978094	0.801	1.1587827858868767E-4	0.02214756981247838	1.1488217950041798E-4	4.400962189884195E-12	0.018195418569094953	-89.85452815332174	34.49115653112897	24.38775727146426	91.59798682087616	324.8666935679926	4.974709919120013	4.0	3.0	6.0	3.0	3.0	
366	-11490.007317786543	-11475.32694639715	-14.680371389393521	-11475.32694639715	100.89842629011943	617.4348393253816	0.3036897697700285	0.19441715510673618	0.2534802627624177	0.2484128123608179	0.15319833349289566	2.0998213047054333	0.32231125129978094	0.15319833349289566	2.949159525709214	0.32231125129978094	0.801	1.1587827858868767E-4	0.02214756981247838	1.1488217950041798E-4	4.400962189884195E-12	0.018195418569094953	-89.85452815332174	34.49115653112897	24.38775727146426	91.59798682087616	324.8666935679926	4.974709919120013	4.0	3.0	6.0	3.0	3.0	
367	-11122.657360715839	-11475.326752468052	352.6693917522132	-11475.326752468052	141.01970341733872	900.7223243762946	0.2937270896236818	0.20716856307478715	0.2510269192681296	0.24807742803340166	0.15319833349289566	2.295777243527458	0.2678430649702179	0.15319833349289566	2.862139959546315	0.2678430649702179	0.801	7.574087795575595E-5	9.702652203778638E-7	7.574086047689396E-5	4.7570780270834365E-21	9.106256402389727E-7	-101.03093973772229	109.85122783089348	264.0133054159105	301.74454470066746	652.8314353820815	8.792900020227233	9.0	2.0	2.0	2.0	4.0	
368	-11122.657360715839	-11475.326752468052	352.6693917522132	-11475.326752468052	141.01970341733872	900.7223243762946	0.2937270896236818	0.20716856307478715	0.2510269192681296	0.24807742803340166	0.15319833349289566	2.295777243527458	0.2678430649702179	0.15319833349289566	2.862139959546315	0.2678430649702179	0.801	7.574087795575595E-5	9.702652203778638E-7	7.574086047689396E-5	4.7570780270834365E-21	9.106256402389727E-7	-101.03093973772229	109.85122783089348	264.0133054159105	301.74454470066746	652.8314353820815	8.792900020227233	9.0	2.0	2.0	2.0	4.0	
369	-11275.703160556815	-11475.324401383388	199.62124082657203	-11475.324401383388	125.31464593355977	826.2738235521753	0.2938128873508347	0.20242915260812971	0.251909156795744	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	8.583381075009811E-5	7.139507998848372E-5	8.583017373151992E-5	3.307401203891195E-17	6.700239757570293E-5	-95.80545566621083	15.42654939416409	22.557396352475482	57.23772982425255	210.40927147399594	15.289824192283788	3.0	2.0	5.0	5.0	4.0	
370	-11364.042048603582	-11475.296883531362	111.25483492778096	-11475.296883531362	119.2943738304665	792.0286547878027	0.3038418494352	0.20447951911499074	0.24584676014067144	0.245831871309138	0.1029211297419392	2.3336715188590342	0.4407453561489408	0.1029211297419392	2.578995509359206	0.4407453561489408	0.801	8.743056655482479E-5	7.389929255595174E-4	8.742566416446257E-5	3.1986691084395082E-15	6.468276108091665E-4	-96.66721968163186	30.155766685509867	89.5024535744786	307.71149785308376	1.7239660663357685	3.1253633355062322	5.0	5.0	5.0	1.0	3.0	
371	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
372	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
373	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
374	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
375	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
376	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
377	-11250.299174956152	-11475.294124305354	224.9949493492018	-11475.294124305354	148.24775368560583	968.7173359548414	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.15319833349289566	2.285184959845687	0.2678430649702179	0.15319833349289566	2.8727322432280857	0.2678430649702179	0.801	7.196145632128974E-5	2.825767424171536E-5	7.196143810875737E-5	3.64105376801009E-18	2.6516469432473757E-5	-102.52650100455129	49.71054010538212	92.56133540599134	165.85532613456635	387.82150239490124	16.76391510612893	5.0	2.0	7.0	1.0	4.0	
378	-11403.333054240891	-11475.289780322688	71.95672608179596	-11475.289780322688	103.23522960739407	668.5885736278015	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3567174999187642	0.1690025840169401	2.705274096667705	0.3567174999187642	0.801	9.845576265865526E-5	0.002049269983869369	9.843648461229516E-5	3.190762052845492E-14	0.001814165299723672	-96.35993376282588	10.404262805347653	10.981346784394512	58.910408804399786	180.4633957874598	15.47950048821879	2.0	2.0	4.0	7.0	4.0	
379	-11403.333054240891	-11475.289780322688	71.95672608179596	-11475.289780322688	103.23522960739407	668.5885736278015	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3567174999187642	0.1690025840169401	2.705274096667705	0.3567174999187642	0.801	9.845576265865526E-5	0.002049269983869369	9.843648461229516E-5	3.190762052845492E-14	0.001814165299723672	-96.35993376282588	10.404262805347653	10.981346784394512	58.910408804399786	180.4633957874598	15.47950048821879	2.0	2.0	4.0	7.0	4.0	
380	-11536.591048614648	-11475.28075780254	-61.31029081210699	-11475.28075780254	115.53187272484396	653.0564886587172	0.29348684923114676	0.20646641019779907	0.2574445586988153	0.2426021818722391	0.07026140916818643	2.2220734623169887	0.37644334735143303	0.07026140916818643	2.884517024643772	0.37644334735143303	0.801	1.1514888611931706E-4	0.049280517424682	1.1617764891054258E-4	4.244329032667133E-11	0.05676274956685038	-94.77101422925624	14.93760750528486	71.8628822822419	316.7015636160776	45.08882527743117	19.36332187426307	6.0	2.0	7.0	3.0	1.0	
381	-11358.28689865966	-11475.277020732598	116.99012207293792	-11475.277020732598	113.3206605645345	721.028558143879	0.3003102930913818	0.202650328571936	0.2534802627624177	0.24355911557426474	0.15319833349289566	2.0998213047054333	0.3352604509305255	0.15319833349289566	2.923261126447725	0.3352604509305255	0.801	9.569877162675955E-5	6.314977616848931E-4	9.569040509632485E-5	3.338571440216452E-15	6.037705683408475E-4	-96.01333720740399	8.553304205438286	29.61496562682084	76.30062177212197	102.56573320896831	12.709342990079739	2.0	5.0	3.0	6.0	3.0	
382	-11367.125937234203	-11475.253637469226	108.1277002350236	-11475.253637469226	112.13674822648353	746.6730929217166	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3471489123370821	0.1690025840169401	2.7244112718310696	0.3471489123370821	0.801	1.0097542653976308E-4	6.304119593583162E-4	1.0098537489509276E-4	3.445743696493904E-15	5.813234071967728E-4	-100.8582531179268	122.60053901702669	127.00997756558084	122.4092240814188	289.6829449857618	14.020728473531562	1.0	3.0	5.0	6.0	4.0	
383	-11367.125937234203	-11475.253637469226	108.1277002350236	-11475.253637469226	112.13674822648353	746.6730929217166	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3471489123370821	0.1690025840169401	2.7244112718310696	0.3471489123370821	0.801	1.0097542653976308E-4	6.304119593583162E-4	1.0098537489509276E-4	3.445743696493904E-15	5.813234071967728E-4	-100.8582531179268	122.60053901702669	127.00997756558084	122.4092240814188	289.6829449857618	14.020728473531562	1.0	3.0	5.0	6.0	4.0	
384	-11367.125937234203	-11475.253637469226	108.1277002350236	-11475.253637469226	112.13674822648353	746.6730929217166	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3471489123370821	0.1690025840169401	2.7244112718310696	0.3471489123370821	0.801	1.0097542653976308E-4	6.304119593583162E-4	1.0098537489509276E-4	3.445743696493904E-15	5.813234071967728E-4	-100.8582531179268	122.60053901702669	127.00997756558084	122.4092240814188	289.6829449857618	14.020728473531562	1.0	3.0	5.0	6.0	4.0	
385	-11292.915366285382	-11475.20864403726	182.2932777518775	-11475.20864403726	162.19564764017917	1011.3370182454869	0.292241781384161	0.20242915260812971	0.2534802627624177	0.2518488032452918	0.09235563080290832	2.285184959845687	0.2678430649702179	0.09235563080290832	2.9944176486080605	0.2678430649702179	0.801	6.578605099016787E-5	7.938900824683183E-5	6.578671614498105E-5	2.4018529678395087E-17	7.449811464418719E-5	-103.61924886392215	21.169276049230767	89.90522078010557	260.3067194875688	485.53362022941684	23.832328882816448	4.0	3.0	6.0	2.0	4.0	
386	-11566.832003717467	-11475.168717268483	-91.66328644898398	-11475.168717268483	99.98359245552606	620.7649454878289	0.29348684923114676	0.20646641019779907	0.2574445586988153	0.2426021818722391	0.07026140916818643	2.2437186946382615	0.36562073119079663	0.07026140916818643	2.884517024643772	0.36562073119079663	0.801	1.0370168511897971E-4	0.11882136749590165	1.078958945675947E-4	1.7049508858809033E-10	0.12624056852861731	-101.92698136415058	48.768565922820365	50.963179651810165	88.7113469662744	24.813446121293417	28.71465175643768	8.0	2.0	5.0	2.0	2.0	
387	-11469.897390227756	-11475.109862442087	5.212472214330852	-11475.109862442087	131.60671036474608	818.6069341068962	0.30438421597933496	0.19135158717277267	0.25637968953899837	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	8.312455435090018E-5	0.007880647923427577	8.352816716170838E-5	5.035752218985669E-13	0.008524614380338106	-102.82248814166165	34.94074607936028	63.17871271932299	103.4655962308733	200.71577540693437	28.31748140792262	1.0	3.0	2.0	9.0	4.0	
388	-11469.897390227756	-11475.109862442087	5.212472214330852	-11475.109862442087	131.60671036474608	818.6069341068962	0.30438421597933496	0.19135158717277267	0.25637968953899837	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	8.312455435090018E-5	0.007880647923427577	8.352816716170838E-5	5.035752218985669E-13	0.008524614380338106	-102.82248814166165	34.94074607936028	63.17871271932299	103.4655962308733	200.71577540693437	28.31748140792262	1.0	3.0	2.0	9.0	4.0	
389	-11426.28692869728	-11475.087223120785	48.800294423505854	-11475.087223120785	110.18977132448512	704.1372261928652	0.30062663453054467	0.20646641019779907	0.2574445586988153	0.23546239657284118	0.06904139418924195	2.2461587245961505	0.36562073119079663	0.06904139418924195	2.884517024643772	0.36562073119079663	0.801	9.048325032850405E-5	0.0027576930512426398	9.063312525280379E-5	7.320419393369602E-14	0.0029886840153486383	-101.10876936946741	32.38157571225674	68.52109015794578	83.90714541928669	117.51166730737654	0.2808033833482403	1.0	5.0	6.0	5.0	2.0	
390	-11568.732276831335	-11474.996960160257	-93.73531667107757	-11474.996960160257	182.84254281560007	1165.8491081348	0.3102995847663442	0.19135158717277267	0.2504643207519891	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	6.252698834275237E-5	0.07456520554145242	6.107709660715481E-5	1.8769724456164187E-11	0.06903046759913917	-115.86872429834152	367.21686694767504	106.22154877242687	367.8928185184258	265.9594069677275	65.36476047022407	1.0	5.0	2.0	8.0	3.0	
391	-11521.718828377729	-11474.970929146448	-46.74789923128162	-11474.970929146448	71.1491511855543	430.37471303741484	0.30025377888555455	0.20245541400860795	0.2534802627624177	0.24381054434342003	0.08938623001826007	2.171602877366698	0.32231125129978094	0.08938623001826007	3.0050021599972205	0.32231125129978094	0.801	1.5600033098387914E-4	0.03553719827859274	1.5561224939873199E-4	5.0339473709698054E-11	0.0451200460293314	-88.31793348866131	12.12221095347973	33.99595869332158	75.78176218582786	174.29598375622479	14.980494265165955	2.0	1.0	11.0	2.0	3.0	
392	-11521.718828377729	-11474.970929146448	-46.74789923128162	-11474.970929146448	71.1491511855543	430.37471303741484	0.30025377888555455	0.20245541400860795	0.2534802627624177	0.24381054434342003	0.08938623001826007	2.171602877366698	0.32231125129978094	0.08938623001826007	3.0050021599972205	0.32231125129978094	0.801	1.5600033098387914E-4	0.03553719827859274	1.5561224939873199E-4	5.0339473709698054E-11	0.0451200460293314	-88.31793348866131	12.12221095347973	33.99595869332158	75.78176218582786	174.29598375622479	14.980494265165955	2.0	1.0	11.0	2.0	3.0	
393	-11521.427127017247	-11474.954976945624	-46.472150071622444	-11474.954976945624	157.66333574686126	1056.8982157159187	0.30438421597933496	0.19135158717277267	0.25637968953899837	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	6.183103187351045E-5	0.026408451038672363	6.254751221624638E-5	2.7412552688540784E-12	0.026606671322535646	-108.14797264578193	72.71038427583775	91.95689772658982	249.76956979786735	225.52472804741487	27.914851442963077	2.0	2.0	1.0	10.0	4.0	
394	-11521.427127017247	-11474.954976945624	-46.472150071622444	-11474.954976945624	157.66333574686126	1056.8982157159187	0.30438421597933496	0.19135158717277267	0.25637968953899837	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	6.183103187351045E-5	0.026408451038672363	6.254751221624638E-5	2.7412552688540784E-12	0.026606671322535646	-108.14797264578193	72.71038427583775	91.95689772658982	249.76956979786735	225.52472804741487	27.914851442963077	2.0	2.0	1.0	10.0	4.0	
395	-11521.427127017247	-11474.954976945624	-46.472150071622444	-11474.954976945624	157.66333574686126	1056.8982157159187	0.30438421597933496	0.19135158717277267	0.25637968953899837	0.2478845073088942	0.07026140916818643	2.3362640788149815	0.409185982679158	0.07026140916818643	2.70484113749033	0.409185982679158	0.801	6.183103187351045E-5	0.026408451038672363	6.254751221624638E-5	2.7412552688540784E-12	0.026606671322535646	-108.14797264578193	72.71038427583775	91.95689772658982	249.76956979786735	225.52472804741487	27.914851442963077	2.0	2.0	1.0	10.0	4.0	
396	-11415.474478678489	-11474.950383376216	59.475904697727366	-11474.950383376216	142.45924463292764	920.1022860825001	0.292241781384161	0.20242915260812971	0.2582179727529152	0.2471110932547943	0.1389229997411858	2.0998213047054333	0.3352604509305255	0.1389229997411858	2.9518117939511446	0.3352604509305255	0.801	8.463318436861716E-5	0.0016717091448421565	8.468006642061041E-5	2.4452627026168845E-14	0.0018468225551922584	-103.87189233849804	16.437806788949196	27.975520970155607	200.1799677984919	178.74854895808306	38.42051866402932	1.0	6.0	3.0	5.0	4.0	
397	-11474.302691243412	-11474.94139163046	0.6387003870477992	-11474.94139163046	86.72848618520388	543.3518299748399	0.30455784440920014	0.19949674999714778	0.26006933000151405	0.23587607559213822	0.08938623001826007	2.0228602066037924	0.32231125129978094	0.08938623001826007	3.153744830760126	0.32231125129978094	0.801	1.3707395679928317E-4	0.011282731220687112	1.3723142819073043E-4	2.6706356254573516E-12	0.01189518873865116	-95.99932339326364	58.15592560738128	56.06552298138887	79.94959154080291	95.10391464238829	3.942802044424955	6.0	6.0	1.0	4.0	2.0	
398	-11474.302691243412	-11474.94139163046	0.6387003870477992	-11474.94139163046	86.72848618520388	543.3518299748399	0.30455784440920014	0.19949674999714778	0.26006933000151405	0.23587607559213822	0.08938623001826007	2.0228602066037924	0.32231125129978094	0.08938623001826007	3.153744830760126	0.32231125129978094	0.801	1.3707395679928317E-4	0.011282731220687112	1.3723142819073043E-4	2.6706356254573516E-12	0.01189518873865116	-95.99932339326364	58.15592560738128	56.06552298138887	79.94959154080291	95.10391464238829	3.942802044424955	6.0	6.0	1.0	4.0	2.0	
399	-11483.786752914604	-11474.90353086362	-8.883222050983946	-11474.90353086362	173.2497416376977	1120.1831249777283	0.3105594615768334	0.20128773896236982	0.24764206180397708	0.24051073765681988	0.15319833349289566	2.089763226719277	0.3541087706913458	0.15319833349289566	2.8956225649122405	0.3541087706913458	0.801	5.8375702834720195E-5	0.010890691991846885	5.843499178136462E-5	2.9036429202918477E-13	0.009231286971879988	-106.41423170296886	35.52152704142463	64.60560298242227	210.04375664896668	1118.5880153491496	25.010303415148616	5.0	4.0	1.0	5.0	4.0	
400	-11483.786752914604	-11474.90353086362	-8.883222050983946	-11474.90353086362	173.2497416376977	1120.1831249777283	0.3105594615768334	0.20128773896236982	0.24764206180397708	0.24051073765681988	0.15319833349289566	2.089763226719277	0.3541087706913458	0.15319833349289566	2.8956225649122405	0.3541087706913458	0.801	5.8375702834720195E-5	0.010890691991846885	5.843499178136462E-5	2.9036429202918477E-13	0.009231286971879988	-106.41423170296886	35.52152704142463	64.60560298242227	210.04375664896668	1118.5880153491496	25.010303415148616	5.0	4.0	1.0	5.0	4.0	
401	-11458.44767953434	-11474.894797850586	16.447118316246172	-11474.894797850586	113.80861706583315	744.8274660844929	0.30719631503411693	0.19478701722775887	0.24486044609250152	0.2531562216456229	0.1690025840169401	2.243285735460886	0.3567174999187642	0.1690025840169401	2.705274096667705	0.3567174999187642	0.801	9.992181429859017E-5	0.007018289965163498	1.0002986672937515E-4	4.813320988410907E-13	0.006942873641927259	-99.5523365913502	6.35782067891916	25.379722532546396	130.6614166408854	153.67624617012157	17.666779949659148	1.0	4.0	5.0	5.0	4.0	
