Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	proportionInvariant	
10	-11622.718992503915	-11487.006687941312	-135.71230456260272	-11487.006687941312	172.05238806592513	1142.819488445083	7.233629365133844E-5	0.2998546679374108	0.19348999809934314	0.2458535397752843	0.26080179418796184	0.062234387768277194	2.5466402828910724	0.3268509914819855	0.062234387768277194	2.6751889586084046	0.3268509914819855	-102.32150025567869	136.06414743880188	146.76418717649852	383.9509922289711	842.4225518362599	0.07667913204553081	2.0	5.0	7.0	3.0	2.0	0.7717467572178098	
11	-11616.120158722746	-11486.98243280116	-129.1377259215863	-11486.98243280116	135.6077534690298	850.7182694256396	9.359725982130109E-5	0.30661555874498003	0.19149749979214886	0.2541371403883692	0.24774980107450198	0.12391906567514974	2.7426495694632433	0.29267053497422096	0.12391906567514974	2.4241712292380178	0.29267053497422096	-99.73925836570471	72.68662608580563	153.15495854090852	448.29834298981945	83.76460752377696	3.370235292136719	7.0	7.0	2.0	1.0	2.0	0.7717467572178098	
12	-11620.491183613505	-11486.796881888664	-133.69430172484107	-11486.796881888664	155.6071004934965	989.6085476908312	7.080787326917152E-5	0.3026735791558491	0.21233767556742963	0.23852641004046893	0.2464623352362526	0.07716091228452891	2.6414131248148385	0.2891436947157913	0.07716091228452891	2.6259776611845242	0.2891436947157913	-104.78802021875764	45.851914060332625	84.22245474441345	264.43792069066717	221.54224203186843	6.510917697331824	4.0	3.0	9.0	1.0	2.0	0.7717467572178098	
13	-11611.917199473533	-11486.685820321594	-125.2313791519384	-11486.685820321594	122.39574405614086	751.5029688712565	9.461623792731816E-5	0.3046470405290279	0.20503502158303988	0.23962705721278188	0.25069088067515044	0.09508760720628096	2.6253161453824503	0.3710873306805365	0.09508760720628096	2.442333978843917	0.3710873306805365	-99.4140188881681	23.558494937169893	13.4864335851676	48.03144848760717	152.0453943501649	106.61417953277031	1.0	3.0	3.0	8.0	4.0	0.7717467572178098	
14	-11621.989803096201	-11486.667833015701	-135.32197008050045	-11486.667833015701	128.44485435846508	860.1753740635805	8.072403279056185E-5	0.30744551817489735	0.20494949853240182	0.23895389840683698	0.24865108488586407	0.09798755745153422	2.344167867120707	0.383927310452923	0.09798755745153422	2.6920023970703824	0.383927310452923	-102.03199178174866	95.69181931611433	179.7146256171515	929.1962315433224	8.135700145536088	24.313949066852565	9.0	5.0	1.0	2.0	2.0	0.7717467572178098	
15	-11608.861107888748	-11486.436175599725	-122.42493228902322	-11486.436175599725	109.14521681995305	694.4046568711104	1.059520981857086E-4	0.3088055141222048	0.20348783350092195	0.23865654837902522	0.2490501039978482	0.13228844379857296	2.7396251090153845	0.2804273577750463	0.13228844379857296	2.4349432878373802	0.2804273577750463	-98.6974522011874	62.83648705682616	44.0949990849689	105.19432780738458	19.33938462748989	14.908597908061262	2.0	6.0	7.0	1.0	3.0	0.7717467572178098	
16	-11604.813801732338	-11486.0297948193	-118.78400691303784	-11486.0297948193	99.3862345753891	655.8026962059024	1.0677699598756932E-4	0.2962981800813264	0.20514384892274518	0.24533397368709556	0.25322399730883294	0.16284598509378584	2.56032779863334	0.2881785919224187	0.16284598509378584	2.537623047334254	0.2881785919224187	-90.87638338812107	14.863636778235952	45.82614572214147	174.45545777928098	217.79644076438947	0.2754451546775219	6.0	3.0	5.0	3.0	2.0	0.7717467572178098	
17	-11610.27676634429	-11485.692875144614	-124.58389119967563	-11485.692875144614	121.93172038231637	752.9227268912684	9.461623792731816E-5	0.3046470405290279	0.20336270561196929	0.24129937318385247	0.25069088067515044	0.09508760720628096	2.7067257041070123	0.28945290991008726	0.09508760720628096	2.524193261660254	0.28945290991008726	-96.53037405806766	17.257489216076586	53.91868442417306	146.6478508444158	246.81311724526896	85.32046988728575	6.0	1.0	3.0	5.0	4.0	0.7717467572178098	
18	-11613.21296654871	-11485.618201744828	-127.59476480388105	-11485.618201744828	136.23896952403143	785.87150279834	9.461623792731816E-5	0.3046470405290279	0.20336270561196929	0.24129937318385247	0.25069088067515044	0.09508760720628096	2.7067257041070123	0.28945290991008726	0.09508760720628096	2.524193261660254	0.28945290991008726	-101.13945135946729	21.13870566596819	58.44412953222101	158.57584232220182	108.99183979490957	39.46879733215453	4.0	3.0	5.0	4.0	3.0	0.7717467572178098	
19	-11596.862726209245	-11485.565296741132	-111.29742946811406	-11485.565296741132	105.88888533612402	646.3479404704728	1.235280001663954E-4	0.29824094130770473	0.20361529379142446	0.2504235184925884	0.24772024640828244	0.13520593517504134	2.6156078984708286	0.3491694065243675	0.13520593517504134	2.415641418130356	0.3491694065243675	-87.16133709709653	11.591605443175965	41.202786897792556	131.42245555426402	36.868628037808676	0.24055176237223916	4.0	2.0	9.0	2.0	2.0	0.7717467572178098	
20	-11600.902428421707	-11485.551075892616	-115.35135252909107	-11485.551075892616	80.33145305989929	490.0674968600516	1.403789878146084E-4	0.30207191008539824	0.19095342517155686	0.25437251884280987	0.2526021459002351	0.07907258693471961	2.7564830794620905	0.33941352101984806	0.07907258693471961	2.4065447046287765	0.33941352101984806	-88.30068703651209	24.359486208979632	89.59537626407533	76.51834100528042	166.41009710968464	1.7751504217550194	6.0	3.0	4.0	4.0	2.0	0.7717467572178098	
21	-11603.403081743547	-11485.501632229323	-117.90144951422411	-11485.501632229323	103.14508787388154	685.6271050267351	1.1124319512177166E-4	0.29815597410750627	0.20348783350092195	0.24859183579791394	0.24976435659365798	0.13228844379857296	2.7396251090153845	0.2804273577750463	0.13228844379857296	2.4349432878373802	0.2804273577750463	-93.18155790498267	75.67197395314595	107.0100497632807	207.11548520754988	12.405806092976094	1.6525337177781623	7.0	1.0	7.0	1.0	3.0	0.7717467572178098	
22	-11603.403081743547	-11485.501632229323	-117.90144951422411	-11485.501632229323	103.14508787388154	685.6271050267351	1.1124319512177166E-4	0.29815597410750627	0.20348783350092195	0.24859183579791394	0.24976435659365798	0.13228844379857296	2.7396251090153845	0.2804273577750463	0.13228844379857296	2.4349432878373802	0.2804273577750463	-93.18155790498267	75.67197395314595	107.0100497632807	207.11548520754988	12.405806092976094	1.6525337177781623	7.0	1.0	7.0	1.0	3.0	0.7717467572178098	
23	-11613.365423984096	-11485.447490247672	-127.91793373642365	-11485.447490247672	141.10968652140997	867.0744071569806	9.461623792731816E-5	0.3040085362786172	0.2019078351717131	0.2424193999390335	0.2516642286106363	0.13414501955027477	2.628610879419025	0.329302470031006	0.13414501955027477	2.4444941414184163	0.329302470031006	-102.16327340439767	18.20474660880599	30.016660030771035	67.26831576400343	183.43434806848597	93.95903211641183	4.0	1.0	2.0	8.0	4.0	0.7717467572178098	
24	-11623.715089322252	-11485.344885454617	-138.37020386763544	-11485.344885454617	135.59932872746862	925.7327625225105	8.072403279056185E-5	0.3042115919137642	0.20494949853240182	0.23895389840683698	0.25188501114699724	0.09798755745153422	2.475364749009637	0.3613462257449892	0.09798755745153422	2.60596768459732	0.3613462257449892	-111.52507262598355	214.651962077033	228.19678853896673	166.02193083286457	28.876733715471968	6.84834542570806	9.0	2.0	4.0	1.0	3.0	0.7717467572178098	
25	-11595.765760410286	-11485.239949853729	-110.52581055655726	-11485.239949853729	87.83188717371574	539.9115310192253	1.235280001663954E-4	0.3060209104356197	0.199562244583242	0.2504235184925884	0.24399332648854996	0.13520593517504134	2.6156078984708286	0.33941352101984806	0.13520593517504134	2.435153189139395	0.33941352101984806	-89.0171837759532	15.011041371337303	55.08035282460705	113.52820927826862	3.25184821778849	1.3393799760599827	6.0	2.0	9.0	1.0	1.0	0.7717467572178098	
26	-11594.950409206771	-11485.154811953304	-109.79559725346762	-11485.154811953304	73.57517637511651	461.90336597857345	1.3796413294959482E-4	0.2977851594153513	0.20280087270510075	0.2549372496151793	0.2444767182643688	0.11014694277630299	2.2197762925138202	0.35187841806547787	0.11014694277630299	2.8561729858026204	0.35187841806547787	-86.4552282417814	13.952869344283117	40.89953017764147	101.39960339133745	45.96236909954063	2.1698333073812437	7.0	5.0	4.0	1.0	2.0	0.7717467572178098	
27	-11614.66802046643	-11484.843880324359	-129.8241401420709	-11484.843880324359	129.61033297177858	817.907773076957	9.461623792731816E-5	0.3029749202393735	0.20546820597156545	0.23885902913918114	0.25269784464988	0.10006069101510447	2.628610879419025	0.329302470031006	0.10006069101510447	2.512662798488757	0.329302470031006	-102.00409146317125	46.292358381831846	144.358005206439	101.3414403986256	162.94590125134667	6.123812186524768	5.0	6.0	1.0	5.0	2.0	0.7717467572178098	
28	-11598.316977630364	-11484.783591494075	-113.5333861362896	-11484.783591494075	88.08742606980474	573.9701121596379	1.235280001663954E-4	0.30141047689266454	0.2007336715395305	0.2538625250792551	0.24399332648854996	0.13520593517504134	2.6156078984708286	0.33941352101984806	0.13520593517504134	2.435153189139395	0.33941352101984806	-91.68292136843277	25.244245571510223	51.577574982745126	147.45748207625573	3.1692139904468584	1.2029637857736752	6.0	3.0	8.0	1.0	1.0	0.7717467572178098	
