Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	proportionInvariant	popSize	CoalescentConstant	mutationRate	
155	-3534.4787497194147	-3433.2737057389677	-101.20504398044693	-3433.2737057389677	77.02044796244115	429.30632072082926	2.6561369641600743E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	49.07752242718782	-97.31164284217203	1.0	
156	-3533.6813888899223	-3433.1847647655663	-100.49662412435583	-3433.1847647655663	81.85903948278312	404.46430673216696	2.513395087321195E-4	0.11386429739377402	2.1257143910287826	0.7604213115774429	0.11386429739377402	2.1257143910287826	0.7604213115774429	0.7987561743727194	74.0313720290924	-96.19213517465244	1.0	
157	-3533.6813888899223	-3433.1847647655663	-100.49662412435583	-3433.1847647655663	81.85903948278312	404.46430673216696	2.513395087321195E-4	0.11386429739377402	2.1257143910287826	0.7604213115774429	0.11386429739377402	2.1257143910287826	0.7604213115774429	0.7987561743727194	74.0313720290924	-96.19213517465244	1.0	
158	-3526.0620391276625	-3433.1473549483435	-92.91468417931914	-3433.1473549483435	66.4117348612268	326.85247716049906	3.242219601315621E-4	0.12688605456773622	2.47050796722106	0.4026059782112044	0.12688605456773622	2.47050796722106	0.4026059782112044	0.8480267032096531	39.34347019505275	-89.24235415990148	1.0	
159	-3533.511984452587	-3433.128086446522	-100.38389800606517	-3433.128086446522	105.62058067298044	447.02979859970276	2.3361624373420317E-4	0.07776229427013603	2.3437573268550156	0.5784803788748493	0.07776229427013603	2.3437573268550156	0.5784803788748493	0.8480267032096531	69.73227207778748	-96.13923478142809	1.0	
160	-3533.511984452587	-3433.128086446522	-100.38389800606517	-3433.128086446522	105.62058067298044	447.02979859970276	2.3361624373420317E-4	0.07776229427013603	2.3437573268550156	0.5784803788748493	0.07776229427013603	2.3437573268550156	0.5784803788748493	0.8480267032096531	69.73227207778748	-96.13923478142809	1.0	
161	-3537.219926901092	-3433.118796091195	-104.10113080989723	-3433.118796091195	110.55071297693854	504.85840959260236	2.0085753871849167E-4	0.2590864161546195	2.2387653487102055	0.5021482351351749	0.2590864161546195	2.2387653487102055	0.5021482351351749	0.6448290588346599	88.23271497534542	-99.62115299756978	1.0	
162	-3530.1740776568304	-3433.0683613414935	-97.1057163153368	-3433.0683613414935	67.20278623024804	345.66081380333344	2.3361624373420317E-4	0.055390559704294254	2.366129061420857	0.5784803788748493	0.055390559704294254	2.366129061420857	0.5784803788748493	0.8480267032096531	55.59088220040542	-93.08769711672932	1.0	
163	-3530.1740776568304	-3433.0683613414935	-97.1057163153368	-3433.0683613414935	67.20278623024804	345.66081380333344	2.3361624373420317E-4	0.055390559704294254	2.366129061420857	0.5784803788748493	0.055390559704294254	2.366129061420857	0.5784803788748493	0.8480267032096531	55.59088220040542	-93.08769711672932	1.0	
164	-3530.1740776568304	-3433.0683613414935	-97.1057163153368	-3433.0683613414935	67.20278623024804	345.66081380333344	2.3361624373420317E-4	0.055390559704294254	2.366129061420857	0.5784803788748493	0.055390559704294254	2.366129061420857	0.5784803788748493	0.8480267032096531	55.59088220040542	-93.08769711672932	1.0	
165	-3528.0541290257947	-3433.0640516611634	-94.99007736463152	-3433.0640516611634	79.90713019546217	358.1591782291658	2.7671869822998627E-4	0.0609481060441529	2.388603142194832	0.5504487517610159	0.0609481060441529	2.388603142194832	0.5504487517610159	0.7222778572704517	42.98344826758482	-91.22926224704987	1.0	
166	-3528.0541290257947	-3433.0640516611634	-94.99007736463152	-3433.0640516611634	79.90713019546217	358.1591782291658	2.7671869822998627E-4	0.0609481060441529	2.388603142194832	0.5504487517610159	0.0609481060441529	2.388603142194832	0.5504487517610159	0.7222778572704517	42.98344826758482	-91.22926224704987	1.0	
167	-3544.4966955345776	-3433.0597570789364	-111.4369384556413	-3433.0597570789364	112.34374430705655	613.66044325066	1.5126219489971878E-4	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.7987561743727194	69.50505543497756	-107.19553896564436	1.0	
168	-3527.429270817376	-3432.9782230197998	-94.45104779757642	-3432.9782230197998	74.82444333733709	336.8240480056073	2.823290687810823E-4	0.0532175107178812	2.3043689993458853	0.6424134899362341	0.0532175107178812	2.3043689993458853	0.6424134899362341	0.7222778572704517	43.96786387475692	-90.6675887969885	1.0	
169	-3544.5743666857034	-3432.9083644584316	-111.66600222727153	-3432.9083644584316	150.76647349964912	649.2038323210148	1.5375636129218707E-4	0.06330492768537435	2.167149583418132	0.7695454888964937	0.06330492768537435	2.167149583418132	0.7695454888964937	0.6448290588346599	160.7490649836132	-106.58615768075789	1.0	
170	-3544.5743666857034	-3432.9083644584316	-111.66600222727153	-3432.9083644584316	150.76647349964912	649.2038323210148	1.5375636129218707E-4	0.06330492768537435	2.167149583418132	0.7695454888964937	0.06330492768537435	2.167149583418132	0.7695454888964937	0.6448290588346599	160.7490649836132	-106.58615768075789	1.0	
171	-3537.329376563439	-3432.8492683418513	-104.48010822158767	-3432.8492683418513	132.63592213421055	565.5295205783527	1.5126219489971878E-4	0.09048769223690595	2.240179656781099	0.6693326509819946	0.09048769223690595	2.240179656781099	0.6693326509819946	0.7987561743727194	76.21529153667936	-100.14654610269349	1.0	
172	-3528.3119345926675	-3432.752312534799	-95.55962205786862	-3432.752312534799	69.57474558319963	350.7005308410151	2.5333012136524757E-4	0.16230063863856276	2.242112626101989	0.5955867352594477	0.16230063863856276	2.242112626101989	0.5955867352594477	0.7987561743727194	55.337329381815124	-91.54617434304411	1.0	
173	-3528.2004860015804	-3432.7399316843453	-95.46055431723516	-3432.7399316843453	88.20103420480648	366.89830997152376	2.3361624373420317E-4	0.10329644177273323	2.3437573268550156	0.5529462313722521	0.10329644177273323	2.3437573268550156	0.5529462313722521	0.8480267032096531	52.744003367478015	-91.49510423157847	1.0	
174	-3539.823712105527	-3432.6610495181303	-107.16266258739677	-3432.6610495181303	92.15209019393893	447.6647665541321	2.327844021330372E-4	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.6448290588346599	137.24960776587807	-102.24086136481903	1.0	
175	-3539.823712105527	-3432.6610495181303	-107.16266258739677	-3432.6610495181303	92.15209019393893	447.6647665541321	2.327844021330372E-4	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.6448290588346599	137.24960776587807	-102.24086136481903	1.0	
176	-3539.823712105527	-3432.6610495181303	-107.16266258739677	-3432.6610495181303	92.15209019393893	447.6647665541321	2.327844021330372E-4	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.6448290588346599	137.24960776587807	-102.24086136481903	1.0	
177	-3539.823712105527	-3432.6610495181303	-107.16266258739677	-3432.6610495181303	92.15209019393893	447.6647665541321	2.327844021330372E-4	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.6448290588346599	137.24960776587807	-102.24086136481903	1.0	
178	-3539.823712105527	-3432.6610495181303	-107.16266258739677	-3432.6610495181303	92.15209019393893	447.6647665541321	2.327844021330372E-4	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.13913642839982912	2.2643097322831336	0.5965538393170375	0.6448290588346599	137.24960776587807	-102.24086136481903	1.0	
179	-3533.5001388205965	-3432.6526364087094	-100.8475024118869	-3432.6526364087094	75.38711633999273	400.70171044203505	2.271316044363429E-4	0.09153336120619135	2.175597918760364	0.7328687200334448	0.09153336120619135	2.175597918760364	0.7328687200334448	0.6448290588346599	57.50763734743798	-96.79558464947013	1.0	
180	-3533.5001388205965	-3432.6526364087094	-100.8475024118869	-3432.6526364087094	75.38711633999273	400.70171044203505	2.271316044363429E-4	0.09153336120619135	2.175597918760364	0.7328687200334448	0.09153336120619135	2.175597918760364	0.7328687200334448	0.6448290588346599	57.50763734743798	-96.79558464947013	1.0	
181	-3532.692615852784	-3432.640947634857	-100.05166821792673	-3432.640947634857	103.2857535829414	448.52582051598347	2.453551921694215E-4	0.15275649306535094	2.171219100886951	0.676024406047698	0.15275649306535094	2.171219100886951	0.676024406047698	0.6448290588346599	37.66357324223281	-96.42297481756745	1.0	
182	-3532.692615852784	-3432.640947634857	-100.05166821792673	-3432.640947634857	103.2857535829414	448.52582051598347	2.453551921694215E-4	0.15275649306535094	2.171219100886951	0.676024406047698	0.15275649306535094	2.171219100886951	0.676024406047698	0.6448290588346599	37.66357324223281	-96.42297481756745	1.0	
183	-3538.162142475787	-3432.6346129887293	-105.52752948705769	-3432.6346129887293	164.0782504983098	643.6257353472188	1.5126219489971878E-4	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.7987561743727194	76.78867134528475	-101.18647236630946	1.0	
184	-3538.162142475787	-3432.6346129887293	-105.52752948705769	-3432.6346129887293	164.0782504983098	643.6257353472188	1.5126219489971878E-4	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.21347218674854726	2.2546022175042606	0.5319255957471916	0.7987561743727194	76.78867134528475	-101.18647236630946	1.0	
185	-3530.917270425877	-3432.631813646171	-98.28545677970646	-3432.631813646171	95.82358284771887	423.7677148795925	2.2162170523203488E-4	0.2531689719576441	2.1872631923268475	0.5595678357155086	0.2531689719576441	2.1872631923268475	0.5595678357155086	0.6448290588346599	51.46226475582762	-94.34460796379743	1.0	
186	-3527.39106905707	-3432.6296788595187	-94.76139019755146	-3432.6296788595187	68.56966352537022	343.54354095622205	2.2162170523203488E-4	0.2531689719576441	2.1872631923268475	0.5595678357155086	0.2531689719576441	2.1872631923268475	0.5595678357155086	0.6448290588346599	45.57004475271611	-90.94213961021084	1.0	
187	-3536.957858760434	-3432.6070693796055	-104.35078938082856	-3432.6070693796055	94.93993821795871	484.7351710515359	2.138921850266149E-4	0.14317907021818624	2.277905507242641	0.5789154225391726	0.14317907021818624	2.277905507242641	0.5789154225391726	0.6448290588346599	65.99303516654842	-100.16124017215014	1.0	
188	-3536.957858760434	-3432.6070693796055	-104.35078938082856	-3432.6070693796055	94.93993821795871	484.7351710515359	2.138921850266149E-4	0.14317907021818624	2.277905507242641	0.5789154225391726	0.14317907021818624	2.277905507242641	0.5789154225391726	0.6448290588346599	65.99303516654842	-100.16124017215014	1.0	
189	-3536.957858760434	-3432.6070693796055	-104.35078938082856	-3432.6070693796055	94.93993821795871	484.7351710515359	2.138921850266149E-4	0.14317907021818624	2.277905507242641	0.5789154225391726	0.14317907021818624	2.277905507242641	0.5789154225391726	0.6448290588346599	65.99303516654842	-100.16124017215014	1.0	
190	-3528.163170276642	-3432.5874706480267	-95.57569962861547	-3432.5874706480267	75.42323546491775	343.4957537422358	2.823290687810823E-4	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.7222778572704517	45.762154197073066	-91.75224220666698	1.0	
191	-3528.163170276642	-3432.5874706480267	-95.57569962861547	-3432.5874706480267	75.42323546491775	343.4957537422358	2.823290687810823E-4	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.7222778572704517	45.762154197073066	-91.75224220666698	1.0	
192	-3530.470846675069	-3432.514572108481	-97.95627456658805	-3432.514572108481	93.23708218536872	414.9156925555855	2.079596245074404E-4	0.09954042461047521	2.3219791965146763	0.5784803788748493	0.09954042461047521	2.3219791965146763	0.5784803788748493	0.8480267032096531	57.38596443865342	-93.90647481513759	1.0	
193	-3539.100630069309	-3432.5087059806488	-106.59192408866015	-3432.5087059806488	106.09596206808439	542.5541994523687	1.8182128342147407E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7987561743727194	83.67881245917965	-102.16493827989764	1.0	
194	-3539.100630069309	-3432.5087059806488	-106.59192408866015	-3432.5087059806488	106.09596206808439	542.5541994523687	1.8182128342147407E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7987561743727194	83.67881245917965	-102.16493827989764	1.0	
195	-3528.466586530621	-3432.496207906996	-95.97037862362525	-3432.496207906996	78.20872422459372	365.6260206424945	2.453551921694215E-4	0.15275649306535094	2.171219100886951	0.676024406047698	0.15275649306535094	2.171219100886951	0.676024406047698	0.6448290588346599	35.719482828086434	-92.39468234621879	1.0	
196	-3528.466586530621	-3432.496207906996	-95.97037862362525	-3432.496207906996	78.20872422459372	365.6260206424945	2.453551921694215E-4	0.15275649306535094	2.171219100886951	0.676024406047698	0.15275649306535094	2.171219100886951	0.676024406047698	0.6448290588346599	35.719482828086434	-92.39468234621879	1.0	
197	-3537.618623949387	-3432.4666438532076	-105.15198009617916	-3432.4666438532076	120.913555777801	552.9674915035625	1.8596319723765149E-4	0.1704492109928405	2.1728474136303135	0.6567033753768458	0.1704492109928405	2.1728474136303135	0.6567033753768458	0.6448290588346599	75.05604846568752	-100.83374494886624	1.0	
198	-3538.308069372651	-3432.328836664106	-105.9792327085452	-3432.328836664106	155.96642944788132	640.705863226156	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	64.2583073156567	-101.81632169638624	1.0	
199	-3538.308069372651	-3432.328836664106	-105.9792327085452	-3432.328836664106	155.96642944788132	640.705863226156	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	64.2583073156567	-101.81632169638624	1.0	
200	-3538.308069372651	-3432.328836664106	-105.9792327085452	-3432.328836664106	155.96642944788132	640.705863226156	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	64.2583073156567	-101.81632169638624	1.0	
201	-3531.6979448982065	-3432.3042650448247	-99.39367985338178	-3432.3042650448247	106.57730761877326	453.9414076756334	2.5333012136524757E-4	0.16230063863856276	2.242112626101989	0.5955867352594477	0.16230063863856276	2.242112626101989	0.5955867352594477	0.7987561743727194	55.337329381815124	-95.38023213855728	1.0	
202	-3532.9741266778296	-3432.3023950420343	-100.6717316357954	-3432.3023950420343	99.8729238157305	447.3339474015078	2.2510197436681776E-4	0.14317907021818624	2.277905507242641	0.5789154225391726	0.14317907021818624	2.277905507242641	0.5789154225391726	0.6448290588346599	72.54159390307002	-96.38757152943501	1.0	
203	-3529.244479794537	-3432.299260266174	-96.94521952836314	-3432.299260266174	97.34297965245507	423.01501138942376	2.079596245074404E-4	0.09954042461047521	2.3219791965146763	0.5784803788748493	0.09954042461047521	2.3219791965146763	0.5784803788748493	0.8480267032096531	44.8390170336564	-93.1421408520396	1.0	
204	-3530.7257146264237	-3432.297558413472	-98.4281562129519	-3432.297558413472	74.96016877614497	368.6164968659339	2.7671869822998627E-4	0.0609481060441529	2.3559493324611434	0.5831025614947045	0.0609481060441529	2.3559493324611434	0.5831025614947045	0.7222778572704517	47.36367682561356	-94.57030058971368	1.0	
205	-3533.5002117916006	-3432.2547438465326	-101.24546794506799	-3432.2547438465326	97.73718390979985	453.89540051622276	2.271316044363429E-4	0.17194989792696774	2.17834091572329	0.6497091863497422	0.17194989792696774	2.17834091572329	0.6497091863497422	0.6448290588346599	74.84143826251949	-96.93009622601512	1.0	
206	-3533.5002117916006	-3432.2547438465326	-101.24546794506799	-3432.2547438465326	97.73718390979985	453.89540051622276	2.271316044363429E-4	0.17194989792696774	2.17834091572329	0.6497091863497422	0.17194989792696774	2.17834091572329	0.6497091863497422	0.6448290588346599	74.84143826251949	-96.93009622601512	1.0	
207	-3533.5002117916006	-3432.2547438465326	-101.24546794506799	-3432.2547438465326	97.73718390979985	453.89540051622276	2.271316044363429E-4	0.17194989792696774	2.17834091572329	0.6497091863497422	0.17194989792696774	2.17834091572329	0.6497091863497422	0.6448290588346599	74.84143826251949	-96.93009622601512	1.0	
208	-3535.5226353151666	-3432.2399039285233	-103.28273138664312	-3432.2399039285233	81.31215636700887	451.2327705064744	2.271316044363429E-4	0.09034137897029121	2.176789900996264	0.7328687200334448	0.09034137897029121	2.176789900996264	0.7328687200334448	0.6448290588346599	61.883569084763565	-99.15747668508435	1.0	
209	-3536.5504199773413	-3432.203076747077	-104.3473432302644	-3432.203076747077	74.9362827520027	451.65635132883375	2.207300827322284E-4	0.23473323854814096	2.41339633442613	0.3518704270257293	0.23473323854814096	2.41339633442613	0.3518704270257293	0.6448290588346599	55.20781610604701	-100.33623869088109	1.0	
210	-3530.3789631464497	-3432.18491987588	-98.1940432705698	-3432.18491987588	71.57688209061772	367.46385691693877	2.5333012136524757E-4	0.12237955842129838	2.242112626101989	0.6355078154767121	0.12237955842129838	2.242112626101989	0.6355078154767121	0.7987561743727194	36.62436347773051	-94.59332958283122	1.0	
211	-3543.200942761449	-3432.16450967099	-111.03643309045887	-3432.16450967099	93.42290243985842	550.9036972414976	1.9106475468987728E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	147.67870254552054	-106.04139410532309	1.0	
212	-3532.0301901025364	-3432.1253566931605	-99.90483340937571	-3432.1253566931605	104.36374695578559	460.50704545952755	2.2510197436681776E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	61.90842902037137	-95.77917706738262	1.0	
213	-3532.0301901025364	-3432.1253566931605	-99.90483340937571	-3432.1253566931605	104.36374695578559	460.50704545952755	2.2510197436681776E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	61.90842902037137	-95.77917706738262	1.0	
214	-3532.0301901025364	-3432.1253566931605	-99.90483340937571	-3432.1253566931605	104.36374695578559	460.50704545952755	2.2510197436681776E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	61.90842902037137	-95.77917706738262	1.0	
215	-3523.7689051935035	-3432.0701453707675	-91.69875982273614	-3432.0701453707675	55.21734175813255	288.61359526348764	4.0014163227691747E-4	0.22344017164732946	2.216991992637162	0.5595678357155086	0.22344017164732946	2.216991992637162	0.5595678357155086	0.6448290588346599	42.31985636343206	-87.95350342925065	1.0	
216	-3523.7689051935035	-3432.0701453707675	-91.69875982273614	-3432.0701453707675	55.21734175813255	288.61359526348764	4.0014163227691747E-4	0.22344017164732946	2.216991992637162	0.5595678357155086	0.22344017164732946	2.216991992637162	0.5595678357155086	0.6448290588346599	42.31985636343206	-87.95350342925065	1.0	
217	-3536.749086534437	-3432.0509279707985	-104.69815856363849	-3432.0509279707985	143.0299063475622	589.5748727595452	1.733761682655839E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	88.96474656278095	-100.20991837841324	1.0	
218	-3536.749086534437	-3432.0509279707985	-104.69815856363849	-3432.0509279707985	143.0299063475622	589.5748727595452	1.733761682655839E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	88.96474656278095	-100.20991837841324	1.0	
219	-3536.749086534437	-3432.0509279707985	-104.69815856363849	-3432.0509279707985	143.0299063475622	589.5748727595452	1.733761682655839E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	88.96474656278095	-100.20991837841324	1.0	
220	-3536.749086534437	-3432.0509279707985	-104.69815856363849	-3432.0509279707985	143.0299063475622	589.5748727595452	1.733761682655839E-4	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.16927996028610662	2.2144365626452855	0.6162834770686078	0.6448290588346599	88.96474656278095	-100.20991837841324	1.0	
221	-3529.199268845759	-3432.0249417721375	-97.17432707362136	-3432.0249417721375	85.48159236162407	371.32049924486466	2.524083686611973E-4	0.05122457015811653	2.306089197289036	0.6426862325528473	0.05122457015811653	2.306089197289036	0.6426862325528473	0.7804778409095139	71.02874132786735	-92.91124247105772	1.0	
222	-3529.199268845759	-3432.0249417721375	-97.17432707362136	-3432.0249417721375	85.48159236162407	371.32049924486466	2.524083686611973E-4	0.05122457015811653	2.306089197289036	0.6426862325528473	0.05122457015811653	2.306089197289036	0.6426862325528473	0.7804778409095139	71.02874132786735	-92.91124247105772	1.0	
223	-3538.8720178795775	-3431.9436586599954	-106.92835921958184	-3431.9436586599954	104.14848499608134	524.7242239551045	1.9803885908184778E-4	0.07483016303304672	2.176789900996264	0.7483799359706893	0.07483016303304672	2.176789900996264	0.7483799359706893	0.6448290588346599	47.52337116503657	-103.06713760501853	1.0	
224	-3538.8720178795775	-3431.9436586599954	-106.92835921958184	-3431.9436586599954	104.14848499608134	524.7242239551045	1.9803885908184778E-4	0.07483016303304672	2.176789900996264	0.7483799359706893	0.07483016303304672	2.176789900996264	0.7483799359706893	0.6448290588346599	47.52337116503657	-103.06713760501853	1.0	
225	-3538.8720178795775	-3431.9436586599954	-106.92835921958184	-3431.9436586599954	104.14848499608134	524.7242239551045	1.9803885908184778E-4	0.07483016303304672	2.176789900996264	0.7483799359706893	0.07483016303304672	2.176789900996264	0.7483799359706893	0.6448290588346599	47.52337116503657	-103.06713760501853	1.0	
226	-3532.350625779939	-3431.8952928803624	-100.45533289957679	-3431.8952928803624	72.70722488534729	404.1360272669353	2.6561369641600743E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	44.05727266307802	-96.66984246063875	1.0	
227	-3528.111283678315	-3431.8895126428038	-96.2217710355114	-3431.8895126428038	57.859376084723884	311.19740740515255	3.313309767462189E-4	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.0609481060441529	2.2966384040196135	0.6424134899362341	0.7222778572704517	54.08493070765935	-92.23121543360479	1.0	
228	-3533.60835394552	-3431.8796201851496	-101.72873376037008	-3431.8796201851496	101.61854312419179	454.9463583242014	2.2510197436681776E-4	0.14317907021818624	2.277905507242641	0.5789154225391726	0.14317907021818624	2.277905507242641	0.5789154225391726	0.6448290588346599	72.83215593322119	-97.4405762003098	1.0	
229	-3521.100644847362	-3431.814371474689	-89.28627337267321	-3431.814371474689	61.92835948557806	272.48729616046217	4.2749919575424676E-4	0.0609481060441529	2.385627865628425	0.5534240283274229	0.0609481060441529	2.385627865628425	0.5534240283274229	0.7222778572704517	39.07347867611392	-85.62082943055638	1.0	
230	-3521.100644847362	-3431.814371474689	-89.28627337267321	-3431.814371474689	61.92835948557806	272.48729616046217	4.2749919575424676E-4	0.0609481060441529	2.385627865628425	0.5534240283274229	0.0609481060441529	2.385627865628425	0.5534240283274229	0.7222778572704517	39.07347867611392	-85.62082943055638	1.0	
231	-3521.100644847362	-3431.814371474689	-89.28627337267321	-3431.814371474689	61.92835948557806	272.48729616046217	4.2749919575424676E-4	0.0609481060441529	2.385627865628425	0.5534240283274229	0.0609481060441529	2.385627865628425	0.5534240283274229	0.7222778572704517	39.07347867611392	-85.62082943055638	1.0	
232	-3527.0785256788354	-3431.7081921247436	-95.37033355409193	-3431.7081921247436	73.49974659448037	347.10346980378193	2.5333012136524757E-4	0.16230063863856276	2.2505341607538285	0.5871652006076085	0.16230063863856276	2.2505341607538285	0.5871652006076085	0.7987561743727194	53.9418649022126	-91.38242666333669	1.0	
233	-3523.728913525453	-3431.6385934231953	-92.09032010225773	-3431.6385934231953	75.27105993613034	320.0573543410813	3.3763613117710823E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	45.178916312016085	-88.2796895775167	1.0	
234	-3523.728913525453	-3431.6385934231953	-92.09032010225773	-3431.6385934231953	75.27105993613034	320.0573543410813	3.3763613117710823E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	45.178916312016085	-88.2796895775167	1.0	
235	-3538.898400311082	-3431.5254575051367	-107.372942805945	-3431.5254575051367	120.12423329713715	581.5271877606109	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	96.43570965088956	-102.80406624085835	1.0	
236	-3538.898400311082	-3431.5254575051367	-107.372942805945	-3431.5254575051367	120.12423329713715	581.5271877606109	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	96.43570965088956	-102.80406624085835	1.0	
237	-3538.898400311082	-3431.5254575051367	-107.372942805945	-3431.5254575051367	120.12423329713715	581.5271877606109	1.718681031757617E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7804778409095139	96.43570965088956	-102.80406624085835	1.0	
238	-3538.966586889861	-3431.5109345797205	-107.4556523101406	-3431.5109345797205	140.99503926355789	600.6795924618425	1.9106475468987728E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	113.7248902275018	-102.72187002193009	1.0	
239	-3538.966586889861	-3431.5109345797205	-107.4556523101406	-3431.5109345797205	140.99503926355789	600.6795924618425	1.9106475468987728E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	113.7248902275018	-102.72187002193009	1.0	
240	-3538.966586889861	-3431.5109345797205	-107.4556523101406	-3431.5109345797205	140.99503926355789	600.6795924618425	1.9106475468987728E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	113.7248902275018	-102.72187002193009	1.0	
241	-3538.966586889861	-3431.5109345797205	-107.4556523101406	-3431.5109345797205	140.99503926355789	600.6795924618425	1.9106475468987728E-4	0.14506416533857983	2.41339633442613	0.4415395002352904	0.14506416533857983	2.41339633442613	0.4415395002352904	0.6448290588346599	113.7248902275018	-102.72187002193009	1.0	
242	-3531.304111077217	-3431.47392630514	-99.83018477207692	-3431.47392630514	64.25958593370424	360.4147458250379	2.8613842195446336E-4	0.1664301213140445	2.2847032945021892	0.548866584183767	0.1664301213140445	2.2847032945021892	0.548866584183767	0.8480267032096531	36.00592861013229	-96.24650116356489	1.0	
243	-3531.304111077217	-3431.47392630514	-99.83018477207692	-3431.47392630514	64.25958593370424	360.4147458250379	2.8613842195446336E-4	0.1664301213140445	2.2847032945021892	0.548866584183767	0.1664301213140445	2.2847032945021892	0.548866584183767	0.8480267032096531	36.00592861013229	-96.24650116356489	1.0	
244	-3538.519759765755	-3431.4697886799727	-107.04997108578277	-3431.4697886799727	88.03769989039273	479.81173947640224	1.8182128342147407E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7987561743727194	110.75904268079617	-102.34261403070266	1.0	
245	-3538.519759765755	-3431.4697886799727	-107.04997108578277	-3431.4697886799727	88.03769989039273	479.81173947640224	1.8182128342147407E-4	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.07156140138367398	2.2505341607538285	0.6779044378624972	0.7987561743727194	110.75904268079617	-102.34261403070266	1.0	
