Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	proportionInvariant	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	popSize	CoalescentConstant	
11	-3368.3847858034806	-3441.316281384226	72.93149558074559	-3441.316281384226	75.13097811848607	276.46105863297026	0.07541095913881726	2.2898349391420707	0.6347541017191113	0.07541095913881726	2.2898349391420707	0.6347541017191113	0.7450274492685461	0.004483233535429492	3.867598116036149E-4	2.793656836836513E-12	0.004314779964594267	3.870749211839681E-4	40.277931561980914	-83.06507657184247	
12	-3344.0781124541963	-3441.012503989234	96.93439153503778	-3441.012503989234	252.91444564774832	1373.5412300722446	0.29326398804504367	1.9694524113395973	0.7372836006153585	0.29326398804504367	1.9694524113395973	0.7372836006153585	0.7383085706013528	7.881320499638668E-4	7.587883675474478E-5	3.767439368302351E-15	8.091964284837787E-4	7.586221032837017E-5	271.87555658267013	-123.20438298602511	
13	-3324.229656110749	-3440.960643010434	116.73098689968504	-3440.960643010434	73.4110184358879	325.2672633848348	0.205806007549738	2.0805528640448308	0.7136411284054305	0.205806007549738	2.0805528640448308	0.7136411284054305	0.8100278878475645	0.0011182926959877463	3.311497430247269E-4	1.5455454785049682E-13	0.001187594362217876	3.310324602836922E-4	52.13511908072704	-89.41828494884429	
14	-3537.7495611644504	-3440.8436722474835	-96.90588891696679	-3440.8436722474835	88.7386487225808	348.264089901662	0.18020306244280657	2.176876267384491	0.6429206701727026	0.18020306244280657	2.176876267384491	0.6429206701727026	0.5811994964677462	0.3164951829349858	3.076188026398518E-4	1.19888449623391E-8	0.30646765760775546	3.4324782126773093E-4	43.262964781662085	-89.9141158242813	
15	-3414.671996075417	-3440.803343532107	26.131347456690015	-3440.803343532107	33.009571816649625	162.65048002510505	0.16295408694072916	2.2961878948948495	0.5408580181644206	0.16295408694072916	2.2961878948948495	0.5408580181644206	0.7324695937213953	0.017570152133701653	6.039896782460326E-4	9.468333119687284E-11	0.01623444145721443	5.962037335238816E-4	29.795794001005284	-77.244012000257	
16	-3572.384882753767	-3440.63693467324	-131.74794808052712	-3440.63693467324	190.2374625373364	906.1380666745489	0.40106930414924696	1.9422674003069365	0.6566632955438161	0.40106930414924696	1.9422674003069365	0.6566632955438161	0.7383085706013528	0.5058676618343111	1.0867054169284837E-4	2.685571787102803E-9	0.42559759245813333	1.1918372389467897E-4	113.74690829252516	-111.98236277155802	
17	-3512.1004724966174	-3440.5742673687714	-71.52620512784597	-3440.5742673687714	37.56393210005098	171.5511140223727	0.03988607282092658	2.41904875273638	0.5410651744426921	0.03988607282092658	2.41904875273638	0.5410651744426921	0.6747660695379623	0.21921645653023009	5.2496837448335E-4	1.7967380198951112E-8	0.25580855330387653	5.558448749516996E-4	13.48949473048827	-77.10994663961324	
18	-3376.1296596339107	-3440.137675654591	64.00801602068022	-3440.137675654591	75.45396916270077	329.6712143172129	0.16459637194230822	2.2126188702408554	0.6227847578168357	0.16459637194230822	2.2126188702408554	0.6227847578168357	0.8307082311641065	0.005031713805460509	2.959194732984995E-4	1.8158411511397464E-12	0.004552282357484661	2.958286516962983E-4	53.78017117739156	-89.78116007351281	
19	-3463.9298088336973	-3440.117822793131	-23.811986040566197	-3440.117822793131	169.6572980102958	819.1801703129	0.21106477357675765	2.004363664399561	0.7845715620236813	0.21106477357675765	2.004363664399561	0.7845715620236813	0.7975532907512652	0.026507121638399488	1.2071931828762256E-4	1.0350136086839874E-11	0.026767981330012573	1.2017816712411232E-4	134.15255998142928	-110.34810190478231	
20	-3463.8762510570355	-3440.0309287710384	-23.845322285997156	-3440.0309287710384	81.9509074228139	304.5749515020963	0.08172755350287397	2.3736385283133385	0.5446339181837864	0.08172755350287397	2.3736385283133385	0.5446339181837864	0.6747660695379623	0.05331103692932634	3.7742894460075034E-4	4.0947013197424044E-10	0.053304357497348666	3.7958333763638577E-4	26.991563907501966	-84.57760813884302	
21	-3450.6384163826037	-3439.9027926995336	-10.7356236830702	-3439.9027926995336	72.79053544876052	316.3904257017848	0.08172755350287397	2.4353865015784995	0.48288594491862524	0.08172755350287397	2.4353865015784995	0.48288594491862524	0.6747660695379623	0.034477435882178525	2.9856859430695394E-4	1.0827115748503177E-10	0.03493623044654046	2.984582592845498E-4	33.358220404241976	-87.51182438647982	
22	-3427.6920468498274	-3439.803774529454	12.111727679626929	-3439.803774529454	42.54563859467822	225.41967089124796	0.14761449844044972	2.3390298905076303	0.5133556110519191	0.14761449844044972	2.3390298905076303	0.5133556110519191	0.7324695937213953	0.020105540320087812	3.558522066235142E-4	4.3986242181765266E-11	0.018652002883121015	3.528982037665857E-4	29.640809406132725	-85.301374139307	
23	-3403.1500582762915	-3439.657344388203	36.5072861119114	-3439.657344388203	71.65128647339064	365.92268450130564	0.17765245702950455	2.354884653360022	0.46746288961047344	0.17765245702950455	2.354884653360022	0.46746288961047344	0.7586147834369655	0.008496064982475154	3.206300564959027E-4	8.000788417322704E-12	0.008850117510297432	3.192550246397507E-4	43.479252834479134	-92.23441479861876	
24	-3290.7653427733135	-3439.6039525374067	148.83860976409318	-3439.6039525374067	79.13130922121921	356.69274253134006	0.0770054401248095	2.2438293129284594	0.6791652469467304	0.0770054401248095	2.2438293129284594	0.6791652469467304	0.8307082311641065	4.93120661116675E-4	3.0905006657074783E-4	1.9820365155604948E-14	4.5551606760067315E-4	3.0905138897704314E-4	63.84737277597816	-93.5592796394982	
25	-3351.2647557382516	-3439.281028977238	88.01627323898613	-3439.281028977238	86.58211609024161	419.5137922330984	0.2015129419165273	2.2414009771357657	0.557086080947707	0.2015129419165273	2.2414009771357657	0.557086080947707	0.8275360021370965	0.0021042394035921856	2.0021491460435755E-4	1.7175583047781088E-13	0.0020686403217642048	2.0037919630026382E-4	50.00362367714893	-97.15087174039981	
26	-3531.2806773926213	-3439.246418210815	-92.03425918180633	-3439.246418210815	108.67243647834445	562.3502275036451	0.20285008941345756	2.0754214793681167	0.7217284312184254	0.20285008941345756	2.0754214793681167	0.7217284312184254	0.7975532907512652	0.16820805602158556	1.5866754868705044E-4	7.481419489792984E-10	0.18762479831708787	1.4305267688334057E-4	59.30874710204225	-102.97945393446582	
