Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
174	-3525.3725348686903	-3425.209544262921	-100.1629906057692	-3425.209544262921	73.1110615345283	436.4204003143784	0.1867934843075006	2.26367464717863	0.5495318685138696	0.1867934843075006	2.26367464717863	0.5495318685138696	0.20352597996937477	2.399338546973676E-4	2.8477024353591393E-9	0.2441955368718751	2.130569127528517E-4	-82.64393282124281	10.337203792830438	55.377878773975176	181.12037474825766	22.53024767578584	17.666980192167397	7.0	4.0	5.0	2.0	1.0	
175	-3505.177191799957	-3425.147139381805	-80.03005241815187	-3425.147139381805	117.26414351247824	578.389102650186	0.27675628160595844	2.252421221545231	0.47082249684881095	0.27675628160595844	2.252421221545231	0.47082249684881095	0.0842814664107151	1.908801690958045E-4	2.9900039047309513E-10	0.09130937188648978	1.9227433257250413E-4	-96.3365982509101	26.44698572002596	41.7922264155477	127.6699374542942	250.86102579708125	17.840751519810645	4.0	2.0	6.0	3.0	4.0	
176	-3505.177191799957	-3425.147139381805	-80.03005241815187	-3425.147139381805	117.26414351247824	578.389102650186	0.27675628160595844	2.252421221545231	0.47082249684881095	0.27675628160595844	2.252421221545231	0.47082249684881095	0.0842814664107151	1.908801690958045E-4	2.9900039047309513E-10	0.09130937188648978	1.9227433257250413E-4	-96.3365982509101	26.44698572002596	41.7922264155477	127.6699374542942	250.86102579708125	17.840751519810645	4.0	2.0	6.0	3.0	4.0	
177	-3334.4266508288015	-3425.1171308892945	90.69048006049303	-3425.1171308892945	78.99186337030363	355.3512140200962	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.0022756674564661473	2.062091848730284E-4	1.0989670717265013E-13	0.0016068879043747925	2.0644951517584316E-4	-79.30619959938183	2.920380397805584	7.558930028881737	38.52712594643105	83.86926313430365	78.4016796199803	2.0	5.0	2.0	5.0	5.0	
178	-3334.4266508288015	-3425.1171308892945	90.69048006049303	-3425.1171308892945	78.99186337030363	355.3512140200962	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.0022756674564661473	2.062091848730284E-4	1.0989670717265013E-13	0.0016068879043747925	2.0644951517584316E-4	-79.30619959938183	2.920380397805584	7.558930028881737	38.52712594643105	83.86926313430365	78.4016796199803	2.0	5.0	2.0	5.0	5.0	
179	-3396.1900200072077	-3425.114633076353	28.924613069145302	-3425.114633076353	63.589326210587075	284.103376100888	0.09369108183258373	2.26367464717863	0.6426342709887864	0.09369108183258373	2.26367464717863	0.6426342709887864	0.010079549000972793	3.2583626087395306E-4	1.237981203427505E-11	0.010850549463195181	3.23889826322265E-4	-73.42015777990436	7.39067019852093	18.494243248598302	50.893761365025156	20.573814606151238	59.21785059351946	8.0	1.0	6.0	3.0	1.0	
180	-3524.3727115962865	-3425.104794189404	-99.26791740688252	-3425.104794189404	36.66093366662938	204.54827201051438	0.25762978488264365	2.3149129401625106	0.4274572749548462	0.25762978488264365	2.3149129401625106	0.4274572749548462	0.3142721382123747	4.341818857930602E-4	2.0445624677806626E-8	0.3474907382330427	4.086627212430815E-4	-74.76150388425296	12.2393685951221	16.8572566644939	17.066749273537745	38.866226118696666	11.511257555485281	3.0	3.0	3.0	8.0	2.0	
181	-3507.8920341118683	-3425.0736630868137	-82.8183710250547	-3425.0736630868137	125.74416203807105	576.3669187411965	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.08835254209556681	2.0510832134497842E-4	2.5016125937385563E-10	0.07791411085085585	2.0355337708816176E-4	-103.07979327985457	57.00553972736897	115.10186801523733	148.90373793417257	293.87158501426626	129.64423040034373	1.0	5.0	2.0	1.0	10.0	
182	-3507.8920341118683	-3425.0736630868137	-82.8183710250547	-3425.0736630868137	125.74416203807105	576.3669187411965	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.08835254209556681	2.0510832134497842E-4	2.5016125937385563E-10	0.07791411085085585	2.0355337708816176E-4	-103.07979327985457	57.00553972736897	115.10186801523733	148.90373793417257	293.87158501426626	129.64423040034373	1.0	5.0	2.0	1.0	10.0	
183	-3535.745730032646	-3425.0517878666524	-110.6939421659938	-3425.0517878666524	50.23653284073946	308.7675815713335	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.3779081343034658	3.085559876985932E-4	8.800467634001518E-9	0.3355847947190807	2.749301011026117E-4	-85.46006449201322	6.792231821399395	6.231417618685458	11.59336527580405	39.76093070402254	20.09206331655251	2.0	3.0	1.0	10.0	3.0	
184	-3525.0758339988984	-3425.0369361688545	-100.0388978300439	-3425.0369361688545	37.89836402170831	211.37153627226456	0.08931199697179845	2.1917973358928124	0.7188906671353895	0.08931199697179845	2.1917973358928124	0.7188906671353895	0.3212694571462188	4.6830717598762026E-4	2.2957774863250707E-8	0.38144307401498245	3.4917322657001225E-4	-69.47137043584304	2.1901183911205857	4.908554330549319	12.600520375101542	48.14994539614941	7.972288184527232	2.0	3.0	2.0	8.0	4.0	
185	-3549.2810818096373	-3425.0073808779125	-124.27370093172459	-3425.0073808779125	49.049975862702574	301.8657103236186	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.5238059405067229	3.747612368440363E-4	3.811339781933882E-8	0.5923090458843934	3.112360904860749E-4	-80.98580666518109	6.857057869203453	10.949673425157403	41.73244230189076	45.140442251387825	11.083896849959347	3.0	4.0	2.0	6.0	4.0	
186	-3549.2810818096373	-3425.0073808779125	-124.27370093172459	-3425.0073808779125	49.049975862702574	301.8657103236186	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.5238059405067229	3.747612368440363E-4	3.811339781933882E-8	0.5923090458843934	3.112360904860749E-4	-80.98580666518109	6.857057869203453	10.949673425157403	41.73244230189076	45.140442251387825	11.083896849959347	3.0	4.0	2.0	6.0	4.0	
187	-3537.139507779832	-3425.000924025621	-112.13858375421123	-3425.000924025621	52.33186720524364	319.38073392954226	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.5199019224099342	2.7892744799316675E-4	1.3193360907402956E-8	0.45541122983866034	2.5814971891420475E-4	-74.24361645317147	3.0899982531975754	4.8064456498811	21.084197509592975	84.40708945321968	3.0547153755970657	5.0	1.0	2.0	7.0	4.0	
188	-3537.139507779832	-3425.000924025621	-112.13858375421123	-3425.000924025621	52.33186720524364	319.38073392954226	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.5199019224099342	2.7892744799316675E-4	1.3193360907402956E-8	0.45541122983866034	2.5814971891420475E-4	-74.24361645317147	3.0899982531975754	4.8064456498811	21.084197509592975	84.40708945321968	3.0547153755970657	5.0	1.0	2.0	7.0	4.0	
189	-3539.3286504790653	-3424.9876233981254	-114.34102708093984	-3424.9876233981254	44.445813052510516	266.2164940507219	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.44662226645475345	4.148984694394785E-4	4.803755405964126E-8	0.5604979756822257	3.756800193506096E-4	-73.06611833258329	12.859721243793647	21.011013598229262	57.44761438898882	140.42468278454598	3.0288886737810463	4.0	4.0	3.0	4.0	4.0	
190	-3518.9694702086226	-3424.983754979858	-93.98571522876439	-3424.983754979858	35.20642599619365	199.6745795825567	0.10940180708210116	2.21083164768987	0.6797665452280295	0.10940180708210116	2.21083164768987	0.6797665452280295	0.3166635381708087	4.5833407455293454E-4	2.5245291123702285E-8	0.3403567684155256	4.47915221619213E-4	-61.75894056647852	3.273771706832398	5.439423659268458	25.46200100683085	94.32197615573577	2.2567366302948333	6.0	2.0	1.0	6.0	4.0	
191	-3518.9694702086226	-3424.983754979858	-93.98571522876439	-3424.983754979858	35.20642599619365	199.6745795825567	0.10940180708210116	2.21083164768987	0.6797665452280295	0.10940180708210116	2.21083164768987	0.6797665452280295	0.3166635381708087	4.5833407455293454E-4	2.5245291123702285E-8	0.3403567684155256	4.47915221619213E-4	-61.75894056647852	3.273771706832398	5.439423659268458	25.46200100683085	94.32197615573577	2.2567366302948333	6.0	2.0	1.0	6.0	4.0	
192	-3505.590751889968	-3424.872836905199	-80.71791498476885	-3424.872836905199	40.07353541170232	219.45173757437874	0.13606509728815172	2.1955345495073555	0.6684003532044932	0.13606509728815172	2.1955345495073555	0.6684003532044932	0.21788923606876215	4.1651607239515315E-4	1.0555242423781686E-8	0.26699314241004496	3.600315058727044E-4	-65.10676652607722	2.9718116509795496	3.8996338994494746	18.812003299720484	55.45440288020725	5.524434066516132	4.0	4.0	1.0	6.0	4.0	
193	-3521.515652839641	-3424.865336128276	-96.6503167113652	-3424.865336128276	61.03204455717749	347.97137421216763	0.1867934843075006	2.26367464717863	0.5495318685138696	0.1867934843075006	2.26367464717863	0.5495318685138696	0.19034483962778617	3.229877853356959E-4	5.147658577424547E-9	0.2391559212435416	2.8935634089904836E-4	-80.59546487991761	20.276548529074763	38.52702578884668	89.61659797056777	16.857267948602455	7.779530874455512	7.0	4.0	4.0	2.0	2.0	
194	-3456.0789680783087	-3424.8518896356736	-31.227078442634916	-3424.8518896356736	69.00058947994675	297.2139247822411	0.20344134703782885	2.3837342332315874	0.412824419730584	0.20344134703782885	2.3837342332315874	0.412824419730584	0.05016296699792886	3.659683216825331E-4	3.3925444659927647E-10	0.0500996554796229	3.6766133853361057E-4	-76.4966827323013	7.698377665052469	2.1009747089808477	9.629014892329737	47.899441752831244	12.225968831658705	5.0	1.0	3.0	8.0	2.0	
195	-3456.0789680783087	-3424.8518896356736	-31.227078442634916	-3424.8518896356736	69.00058947994675	297.2139247822411	0.20344134703782885	2.3837342332315874	0.412824419730584	0.20344134703782885	2.3837342332315874	0.412824419730584	0.05016296699792886	3.659683216825331E-4	3.3925444659927647E-10	0.0500996554796229	3.6766133853361057E-4	-76.4966827323013	7.698377665052469	2.1009747089808477	9.629014892329737	47.899441752831244	12.225968831658705	5.0	1.0	3.0	8.0	2.0	
196	-3496.17244317633	-3424.8150574328797	-71.35738574345014	-3424.8150574328797	47.906237183269546	273.38417270346895	0.0721696328016286	2.285196096209585	0.6426342709887864	0.0721696328016286	2.285196096209585	0.6426342709887864	0.15312892922551433	3.538496067681946E-4	3.2254353226652903E-9	0.16714999702104638	3.3297429252072584E-4	-72.18852495928864	4.620374146340387	13.163764381874405	43.970459346623954	13.101747171619852	9.306865190944174	8.0	2.0	5.0	3.0	1.0	
197	-3490.8731029157025	-3424.7606014478547	-66.11250146784799	-3424.7606014478547	95.91385337610676	442.55663113840166	0.18891029715918076	2.203980366772302	0.6071093360685176	0.18891029715918076	2.203980366772302	0.6071093360685176	0.08370121400496361	2.2010925554826388E-4	3.8165261401980993E-10	0.09140027641257222	2.1574907718167934E-4	-88.69617769058199	7.564247790565987	12.93079815423326	14.511098728601347	49.23181483263367	76.27195547280796	2.0	1.0	1.0	6.0	9.0	
198	-3513.337694242177	-3424.7546932819064	-88.58300096027071	-3424.7546932819064	62.3593837166618	356.91401685079563	0.09901791828622596	2.2938727456452566	0.6071093360685176	0.09901791828622596	2.2938727456452566	0.6071093360685176	0.14956798979440053	3.2246539593809066E-4	3.59225325088925E-9	0.18903304370039262	3.0867419782142145E-4	-79.27588447236006	11.063755775143868	6.455691673192187	18.169332258493103	90.64813528349704	28.02381368268659	6.0	1.0	1.0	7.0	4.0	
199	-3529.7405480338257	-3424.666095344426	-105.07445268939952	-3424.666095344426	73.29677269848787	449.29546982074817	0.12308659396218184	2.26367464717863	0.6132387588591883	0.12308659396218184	2.26367464717863	0.6132387588591883	0.12871604273491186	2.257847064098032E-4	1.4354689755570504E-9	0.17056084014870437	2.2045186238173455E-4	-94.96536731578634	29.084364743070523	96.84443055762893	222.72011734386015	226.14119276502117	40.4730129657739	4.0	4.0	6.0	1.0	4.0	
200	-3529.7405480338257	-3424.666095344426	-105.07445268939952	-3424.666095344426	73.29677269848787	449.29546982074817	0.12308659396218184	2.26367464717863	0.6132387588591883	0.12308659396218184	2.26367464717863	0.6132387588591883	0.12871604273491186	2.257847064098032E-4	1.4354689755570504E-9	0.17056084014870437	2.2045186238173455E-4	-94.96536731578634	29.084364743070523	96.84443055762893	222.72011734386015	226.14119276502117	40.4730129657739	4.0	4.0	6.0	1.0	4.0	
201	-3555.7896152292	-3424.663945872463	-131.125669356737	-3424.663945872463	41.14270638137042	241.83525868082506	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.6224561747872847	3.561169952065451E-4	4.0282804720366285E-8	0.6255759226510859	3.155469651274478E-4	-84.56403147824116	46.50894128200618	21.30091669318208	36.42564588225911	77.23889475269443	36.71971374744661	1.0	8.0	2.0	6.0	2.0	
202	-3381.66091992086	-3424.6498460071784	42.98892608631839	-3424.6498460071784	72.81123578076651	347.55381111850323	0.10118301619765058	2.2351068471157456	0.6637101366866042	0.10118301619765058	2.2351068471157456	0.6637101366866042	0.0059450682803447955	2.785080806232927E-4	2.8034611832223636E-12	0.0060212717302595056	2.780649867951623E-4	-83.95429103012827	21.845963111162245	4.281971394354995	9.554259134528564	41.00419868198838	26.55203179451989	2.0	3.0	3.0	9.0	2.0	
203	-3517.207289767956	-3424.6464974223163	-92.56079234563947	-3424.6464974223163	39.24689118882015	234.27859286250293	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.31312451797948343	3.7483911939861916E-4	1.2958714777688316E-8	0.3308628553680783	3.323433615193436E-4	-69.71243953130246	1.6209211680770568	3.1548584141940252	13.111170304439232	41.89474511627481	9.10555957901554	4.0	2.0	1.0	8.0	4.0	
204	-3517.207289767956	-3424.6464974223163	-92.56079234563947	-3424.6464974223163	39.24689118882015	234.27859286250293	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.31312451797948343	3.7483911939861916E-4	1.2958714777688316E-8	0.3308628553680783	3.323433615193436E-4	-69.71243953130246	1.6209211680770568	3.1548584141940252	13.111170304439232	41.89474511627481	9.10555957901554	4.0	2.0	1.0	8.0	4.0	
205	-3517.207289767956	-3424.6464974223163	-92.56079234563947	-3424.6464974223163	39.24689118882015	234.27859286250293	0.25762978488264365	2.224483956332762	0.5178862587845947	0.25762978488264365	2.224483956332762	0.5178862587845947	0.31312451797948343	3.7483911939861916E-4	1.2958714777688316E-8	0.3308628553680783	3.323433615193436E-4	-69.71243953130246	1.6209211680770568	3.1548584141940252	13.111170304439232	41.89474511627481	9.10555957901554	4.0	2.0	1.0	8.0	4.0	
206	-3448.595641835522	-3424.6123922300408	-23.98324960548143	-3424.6123922300408	91.25434213945474	394.81841541130404	0.18891029715918076	2.2798758314827716	0.5312138713580479	0.18891029715918076	2.2798758314827716	0.5312138713580479	0.02789982095369563	2.446734847071827E-4	5.56933753366546E-11	0.030039407136370114	2.4750248670285036E-4	-88.43622903084574	23.997436199978267	11.874855411591748	17.370721798185727	44.457402106527226	46.81730767805392	1.0	2.0	1.0	2.0	13.0	
207	-3324.1301450367528	-3424.596389027307	100.46624399055399	-3424.596389027307	90.14201570389693	403.523310052214	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.0016141326566702972	2.535044393625702E-4	9.924587049223E-14	0.001243196527720067	2.534968708045655E-4	-83.0491089420301	1.9499905874083086	3.4464137641627954	14.346064663612385	79.94575158499097	44.13978079517268	2.0	5.0	1.0	5.0	6.0	
208	-3324.1301450367528	-3424.596389027307	100.46624399055399	-3424.596389027307	90.14201570389693	403.523310052214	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.0016141326566702972	2.535044393625702E-4	9.924587049223E-14	0.001243196527720067	2.534968708045655E-4	-83.0491089420301	1.9499905874083086	3.4464137641627954	14.346064663612385	79.94575158499097	44.13978079517268	2.0	5.0	1.0	5.0	6.0	
209	-3529.9639937576253	-3424.5723934782645	-105.39160027936065	-3424.5723934782645	48.6933156874706	301.4308124806647	0.26252968014750266	2.2457950134399947	0.4916753064125032	0.26252968014750266	2.2457950134399947	0.4916753064125032	0.3240648837036594	3.4688006798698343E-4	1.6056040261279573E-8	0.37915208394647615	3.3562919376647633E-4	-76.41717490234359	3.801129152845016	16.246291316539132	17.207880304387725	75.8332830846727	5.406386847255281	2.0	4.0	2.0	8.0	3.0	
210	-3529.9639937576253	-3424.5723934782645	-105.39160027936065	-3424.5723934782645	48.6933156874706	301.4308124806647	0.26252968014750266	2.2457950134399947	0.4916753064125032	0.26252968014750266	2.2457950134399947	0.4916753064125032	0.3240648837036594	3.4688006798698343E-4	1.6056040261279573E-8	0.37915208394647615	3.3562919376647633E-4	-76.41717490234359	3.801129152845016	16.246291316539132	17.207880304387725	75.8332830846727	5.406386847255281	2.0	4.0	2.0	8.0	3.0	
211	-3317.42481309574	-3424.5633195038167	107.13850640807684	-3424.5633195038167	56.449436505437575	263.1133228391974	0.25064043201394154	2.350781717933764	0.3985778500522944	0.25064043201394154	2.350781717933764	0.3985778500522944	0.001690297450357058	3.070555654901046E-4	1.406752077558517E-13	0.001221682407305839	3.0701478590231847E-4	-74.02632097962467	4.168249109709233	34.31906102680064	37.73095352432176	24.614346325221526	27.292961815416607	8.0	3.0	6.0	1.0	1.0	
212	-3317.42481309574	-3424.5633195038167	107.13850640807684	-3424.5633195038167	56.449436505437575	263.1133228391974	0.25064043201394154	2.350781717933764	0.3985778500522944	0.25064043201394154	2.350781717933764	0.3985778500522944	0.001690297450357058	3.070555654901046E-4	1.406752077558517E-13	0.001221682407305839	3.0701478590231847E-4	-74.02632097962467	4.168249109709233	34.31906102680064	37.73095352432176	24.614346325221526	27.292961815416607	8.0	3.0	6.0	1.0	1.0	
213	-3450.2643126947232	-3424.532554473362	-25.731758221361464	-3424.532554473362	119.40066067363797	541.28279257298	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.022705746190899084	1.9515765077970405E-4	1.8395062809810594E-11	0.022056091970991475	1.9410254667695577E-4	-98.3162933321755	47.102842109721315	65.69472794026429	49.44968372272532	108.14808958013913	82.20508824524654	3.0	2.0	1.0	3.0	10.0	
214	-3450.2643126947232	-3424.532554473362	-25.731758221361464	-3424.532554473362	119.40066067363797	541.28279257298	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.022705746190899084	1.9515765077970405E-4	1.8395062809810594E-11	0.022056091970991475	1.9410254667695577E-4	-98.3162933321755	47.102842109721315	65.69472794026429	49.44968372272532	108.14808958013913	82.20508824524654	3.0	2.0	1.0	3.0	10.0	
215	-3450.2643126947232	-3424.532554473362	-25.731758221361464	-3424.532554473362	119.40066067363797	541.28279257298	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.27488216719907876	2.2542953359521105	0.47082249684881095	0.022705746190899084	1.9515765077970405E-4	1.8395062809810594E-11	0.022056091970991475	1.9410254667695577E-4	-98.3162933321755	47.102842109721315	65.69472794026429	49.44968372272532	108.14808958013913	82.20508824524654	3.0	2.0	1.0	3.0	10.0	
216	-3346.974092104728	-3424.4480588420656	77.47396673733765	-3424.4480588420656	67.88473728690033	294.30388780103135	0.20344134703782885	2.31545258820573	0.48110606475644124	0.20344134703782885	2.31545258820573	0.48110606475644124	0.002873060285839735	3.2068360506398415E-4	8.31019252786076E-13	0.0028432946321662934	3.2081472025154514E-4	-74.70521181178572	3.32059537121492	8.434329912190119	50.993741294216754	78.45433719190011	45.98435659595355	6.0	2.0	4.0	4.0	3.0	
217	-3346.974092104728	-3424.4480588420656	77.47396673733765	-3424.4480588420656	67.88473728690033	294.30388780103135	0.20344134703782885	2.31545258820573	0.48110606475644124	0.20344134703782885	2.31545258820573	0.48110606475644124	0.002873060285839735	3.2068360506398415E-4	8.31019252786076E-13	0.0028432946321662934	3.2081472025154514E-4	-74.70521181178572	3.32059537121492	8.434329912190119	50.993741294216754	78.45433719190011	45.98435659595355	6.0	2.0	4.0	4.0	3.0	
218	-3521.640579055662	-3424.3575000581823	-97.28307899747976	-3424.3575000581823	71.76538460345421	433.44931019415696	0.11634539243549044	2.26367464717863	0.6199799603858798	0.11634539243549044	2.26367464717863	0.6199799603858798	0.1888980699204076	1.829342567043528E-4	1.492273318816799E-9	0.23214300721728495	1.5830047775401322E-4	-81.1015166678022	5.035419843074259	22.97361646209937	97.36102627005931	25.10909687151031	3.645605175326005	5.0	3.0	7.0	2.0	2.0	
219	-3527.277264380602	-3424.326049297661	-102.95121508294115	-3424.326049297661	74.11217978870296	438.81597164489915	0.12308659396218184	2.26367464717863	0.6132387588591883	0.12308659396218184	2.26367464717863	0.6132387588591883	0.16339436464268342	1.9578853131738705E-4	1.502231878629696E-9	0.20084715561317504	1.894480137661544E-4	-92.38873201427072	64.10808574652171	36.284892280060504	110.71212519078564	22.062749056309514	17.151835950014295	4.0	7.0	4.0	1.0	3.0	
220	-3334.5111744455726	-3424.304964059497	89.7937896139243	-3424.304964059497	56.20138812973077	282.89629779686635	0.1856148012950264	2.3459118648997745	0.4684733338051989	0.1856148012950264	2.3459118648997745	0.4684733338051989	0.0029597867723831035	3.806551115807675E-4	5.567688129678116E-13	0.001959556518285186	3.807829865187934E-4	-75.73133346094352	5.098402898860188	9.89435876774877	17.74695951784356	54.72159326984663	28.673408560441366	7.0	1.0	1.0	7.0	3.0	
221	-3526.118698763918	-3424.246002038522	-101.87269672539593	-3424.246002038522	40.509282603209826	256.175545748271	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.40559654132937933	3.6968903592256443E-4	2.8769516085396327E-8	0.48642159350306347	3.655119122687846E-4	-69.26913721785077	5.386673190519144	21.012645844204208	35.71918263986102	71.85577596072629	1.2957622507572888	5.0	2.0	1.0	7.0	4.0	
222	-3521.4144428667155	-3424.2407084632237	-97.17373440349202	-3424.2407084632237	31.2648236582669	197.08921826071878	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.34323390803836334	5.22696581958543E-4	2.575470951323318E-8	0.3297386930589259	4.988646181304805E-4	-72.19938194118609	50.73137778104672	22.93246520608454	9.788888678423941	33.78304642218232	1.0883362611500467	2.0	1.0	5.0	8.0	3.0	
223	-3521.4144428667155	-3424.2407084632237	-97.17373440349202	-3424.2407084632237	31.2648236582669	197.08921826071878	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.34323390803836334	5.22696581958543E-4	2.575470951323318E-8	0.3297386930589259	4.988646181304805E-4	-72.19938194118609	50.73137778104672	22.93246520608454	9.788888678423941	33.78304642218232	1.0883362611500467	2.0	1.0	5.0	8.0	3.0	
224	-3521.4144428667155	-3424.2407084632237	-97.17373440349202	-3424.2407084632237	31.2648236582669	197.08921826071878	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.10940180708210116	2.2272700465091373	0.6633281464087619	0.34323390803836334	5.22696581958543E-4	2.575470951323318E-8	0.3297386930589259	4.988646181304805E-4	-72.19938194118609	50.73137778104672	22.93246520608454	9.788888678423941	33.78304642218232	1.0883362611500467	2.0	1.0	5.0	8.0	3.0	
225	-3283.74453006007	-3424.1830326726	140.43850261253013	-3424.1830326726	59.43926584616058	291.17724070917006	0.06804340232450168	2.336165867151597	0.5957907305239013	0.06804340232450168	2.336165867151597	0.5957907305239013	6.713686572863226E-4	3.285605558346528E-4	2.764253310946422E-14	5.060061052670758E-4	3.2854191639397515E-4	-75.5517482547814	5.176743668776522	24.17145316968176	64.8513979662915	72.35896752881827	22.00226751175093	6.0	1.0	6.0	3.0	3.0	
226	-3347.3847174436596	-3424.1555460090594	76.77082856539974	-3424.1555460090594	73.11742585210946	357.5630706200313	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.19559882686851066	2.4107111942212827	0.39368997891020663	0.0025229956508010486	3.217104919339732E-4	5.34571078046788E-13	0.0022741326587770293	3.2177662159083877E-4	-83.78235666719287	2.582099724680716	13.95276443905577	15.456569683883089	54.981911754461294	36.15134593856584	3.0	2.0	1.0	6.0	7.0	
227	-3542.446301075683	-3424.1444788005915	-118.30182227509142	-3424.1444788005915	57.64433005699167	341.83778256457333	0.1867934843075006	2.30524651407522	0.5079600016172795	0.1867934843075006	2.30524651407522	0.5079600016172795	0.33074480252321536	3.386564639061938E-4	1.6302069326698167E-8	0.42567986308227046	2.8299563349623775E-4	-82.59102047828668	24.81853233922342	78.82070796740706	86.27793885613075	24.33066034000235	8.126064886250488	6.0	4.0	5.0	2.0	2.0	
228	-3516.499663365587	-3424.10306228007	-92.396601085517	-3424.10306228007	38.54430616531843	223.94957144675578	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.1973910593541852	2.2727575731181076	0.5298513675277075	0.26439216076880684	4.277500710539396E-4	1.3737629042351854E-8	0.3022424687512013	3.734934715030173E-4	-67.37376977003294	15.564469562600983	8.34436600249557	41.16235720824249	86.77357476809517	4.699559161335027	1.0	7.0	1.0	6.0	4.0	
229	-3534.031483191223	-3424.0982310474333	-109.93325214378966	-3424.0982310474333	49.638009595053504	310.0848177199281	0.1867934843075006	2.26367464717863	0.5495318685138696	0.1867934843075006	2.26367464717863	0.5495318685138696	0.23125817157059836	3.1149405070670955E-4	8.418818111570545E-9	0.2963907373569034	2.926853790101914E-4	-82.8251609472333	9.128289912993653	32.827487252527746	119.53347853044731	35.02802114263114	25.455712792989313	6.0	3.0	6.0	3.0	1.0	
230	-3534.031483191223	-3424.0982310474333	-109.93325214378966	-3424.0982310474333	49.638009595053504	310.0848177199281	0.1867934843075006	2.26367464717863	0.5495318685138696	0.1867934843075006	2.26367464717863	0.5495318685138696	0.23125817157059836	3.1149405070670955E-4	8.418818111570545E-9	0.2963907373569034	2.926853790101914E-4	-82.8251609472333	9.128289912993653	32.827487252527746	119.53347853044731	35.02802114263114	25.455712792989313	6.0	3.0	6.0	3.0	1.0	
231	-3529.715462090805	-3424.0848546689563	-105.63060742184885	-3424.0848546689563	45.237263933616724	273.1029235538256	0.25762978488264365	2.2669848029467135	0.47538541217064345	0.25762978488264365	2.2669848029467135	0.47538541217064345	0.38283710095722345	4.0209886595663234E-4	2.3699682266125756E-8	0.3971992391536674	3.9519699630521026E-4	-75.4514962183276	1.2174564760918996	1.7846368696253578	9.81653561693944	63.73264731138624	9.265805518744797	1.0	2.0	5.0	7.0	4.0	
232	-3529.715462090805	-3424.0848546689563	-105.63060742184885	-3424.0848546689563	45.237263933616724	273.1029235538256	0.25762978488264365	2.2669848029467135	0.47538541217064345	0.25762978488264365	2.2669848029467135	0.47538541217064345	0.38283710095722345	4.0209886595663234E-4	2.3699682266125756E-8	0.3971992391536674	3.9519699630521026E-4	-75.4514962183276	1.2174564760918996	1.7846368696253578	9.81653561693944	63.73264731138624	9.265805518744797	1.0	2.0	5.0	7.0	4.0	
