#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HRTV_M_BEAST" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HRTV_M_BEAST" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HRTV_M_BEAST" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HRTV_M_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HRTV_M_BEAST" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HRTV_M_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_M_2019=2019,HRTV-26_T_M_2019=2019,HRTV-056F_T_M_2023=2023,HRTV-404_T_M_2021=2021,HRTV-100_T_M_2022=2022,HRTV-187_T_M_2022=2022,HRTV-432R_T_M_2023=2023,HRTV-504_T_M_2019=2019,HRTV-642T_T_M_2023=2023,KJ740147_H_M_TN_2013=2013,OQ688997.1_H_M_KY_2017=2017,MZ440343_T_M_NY_2018=2018,MZ440346_T_M_NY_2018=2018,NC_024494_H_M_MO_2009=2009,OQ689000.1_H_M_MO_2017=2017,JX005845_H_M_MO_2009=2009,OQ688982.1_T_M_MO_2012=2012,OQ688988.1_T_M_MO_2012=2012,OQ688985.1_T_M_KS_2015=2015,OQ688992.1_H_M_OK_2017=2017">
#                        <taxa id="TaxonSet.HRTV_M_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HRTV_M_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:HRTV_M_BEAST" name="distribution">
#            <parameter id="clockRate.c:HRTV_M_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="10.0">0.0028166</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:HRTV_M_BEAST" name="distribution" x="@popSize.t:HRTV_M_BEAST">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:HRTV_M_BEAST" name="distribution">
#            <parameter id="proportionInvariant.s:HRTV_M_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:HRTV_M_BEAST" name="distribution">
#            <parameter id="gammaShape.s:HRTV_M_BEAST" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">0.269</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HRTV_M_BEAST" id="treeLikelihood.HRTV_M_BEAST" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HRTV_M_BEAST">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:HRTV_M_BEAST" proportionInvariant="@proportionInvariant.s:HRTV_M_BEAST" shape="@gammaShape.s:HRTV_M_BEAST" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:HRTV_M_BEAST" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="Standard_TPM2uf.s:HRTV_M_BEAST" spec="substmodels.nucleotide.TPM2uf">
#                    <parameter dimension="3" id="TPM2ufrates.s:HRTV_M_BEAST" lower="0.0" name="rates" spec="beast.base.inference.parameter.RealParameter">1.0 1.0 1.0</parameter>
#                    <frequencies id="TPM2ufFreqs.s:HRTV_M_BEAST" spec="beast.base.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="TPM2uffreqParameter.s:HRTV_M_BEAST" lower="0.0" name="frequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:HRTV_M_BEAST" id="StrictClock.c:HRTV_M_BEAST" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	TPM2uffreqParameter.1	TPM2uffreqParameter.2	TPM2uffreqParameter.3	TPM2uffreqParameter.4	RateAC-Standard_TPM2uf	RateAG-Standard_TPM2uf	RateAT-Standard_TPM2uf	RateCG-Standard_TPM2uf	RateCT-Standard_TPM2uf	RateGT-Standard_TPM2uf	proportionInvariant	mutationRate	popSize	CoalescentConstant	gammaShape
1569	-6823.948040647375	-6899.640607567416	-6823.948040647375	-75.69256692004082	-6823.948040647375	26.442268961905867	131.76683345177588	0.0023248248705316278	0.2535749659816825	0.2368277192579922	0.24418328724713423	0.2654140275131913	0.814323388293562	1.2401964697724912	0.814323388293562	0.9454801419339459	1.2401964697724912	0.9454801419339459	0.0	0.5901637027803291	19.73021106681656	-72.26227304813916	0.44814285416374433
1570	-6823.6389836424205	-6880.836062008386	-6823.6389836424205	-57.19707836596528	-6823.6389836424205	31.547338186125295	96.19909383419402	0.0037824207796551307	0.2548507934175954	0.2286786933921098	0.24587938436428383	0.2705911288260112	0.8538539727728083	1.1227306561188723	0.8538539727728083	1.0234153711083185	1.1227306561188723	1.0234153711083185	0.0	0.23586605724227103	7.377093234168782	-54.75055582148544	0.44814285416374433
1571	-6823.609272665417	-6877.202467362241	-6823.609272665416	-53.59319469682521	-6823.609272665416	24.078879963004837	77.38329266409882	9.467195572278766E-4	0.27968467862310964	0.228862269252008	0.21979745116295127	0.27165560096193125	0.9134562644253752	1.2174377307785356	0.9134562644253752	0.8691060047960886	1.2174377307785356	0.8691060047960886	0.0	1.2513849262278218	6.494968185740289	-51.46765463075303	0.2545123142310001
1572	-6822.925517030196	-6878.01335090985	-6822.925517030196	-55.08783387965357	-6822.925517030196	27.543949711324174	88.57944535523092	0.0017939276490592697	0.2705038616190271	0.2321056618495963	0.22897826816703382	0.26841220836434293	0.8528648582118747	1.1947822253050044	0.8528648582118747	0.95235291648312	1.1947822253050044	0.95235291648312	0.0	1.2513849262278218	6.563425815354983	-52.95180887082968	0.2545123142310001
1573	-6822.3324692729675	-6878.240545284786	-6822.3324692729675	-55.90807601181877	-6822.3324692729675	24.296279164848478	81.85915612756948	0.006697255521070913	0.2530790446996915	0.25544230698096665	0.24720157497378994	0.24427707334555201	0.5389978070290032	1.2391515717618369	0.5389978070290032	1.2218506212091593	1.2391515717618369	1.2218506212091593	0.0	0.38760780216323276	7.138618516692032	-53.83291545167271	0.10964128757235424
1574	-6822.115455636756	-6873.585232914722	-6822.115455636756	-51.469777277965875	-6822.115455636756	30.110104387754138	87.68642933573238	0.0012003691394432455	0.2602729729368456	0.22216710898534212	0.24221045192471916	0.2753494661530933	0.7621576862365201	1.1947822253050044	0.7621576862365201	1.0430600884584746	1.1947822253050044	1.0430600884584746	0.0	1.2513849262278218	4.731070254763118	-49.661113517320175	0.2545123142310001
1575	-6821.540245087588	-6870.471305624623	-6821.540245087587	-48.93106053703524	-6821.540245087587	36.79174961410524	92.4670690523908	0.0034242752968755563	0.2530790446996915	0.25544230698096665	0.2556411167041864	0.23583753161515558	0.6132266555620183	1.2391515717618369	0.6132266555620183	1.1476217726761444	1.2391515717618369	1.1476217726761444	0.0	0.23226690246790252	4.630440816493843	-47.288767177150845	0.10964128757235424
1576	-6821.152286632589	-6881.983415925464	-6821.152286632589	-60.83112929287598	-6821.152286632589	35.47690658330828	112.4311948186205	8.378919973764797E-4	0.2641954594478852	0.2366689969958175	0.2632671494195312	0.2358683941367662	0.665772431020373	1.1104288769662416	0.665772431020373	1.2237986920133852	1.1104288769662416	1.2237986920133852	0.0	1.202913581098543	6.198630753660704	-58.74163582759896	0.2651650437998408
1577	-6820.7074750905	-6868.720676610922	-6820.7074750905	-48.01320152042152	-6820.7074750905	24.938864901653343	68.99234174050478	6.984614742888379E-4	0.2665431974941894	0.2263897961526992	0.22152170715864272	0.28554529919446886	0.7103584206278891	1.1361600473794222	0.7103584206278891	1.1534815319926877	1.1361600473794222	1.1534815319926877	0.0	1.825531671829967	4.390775568966455	-46.04487475137475	0.4888208903729611
1578	-6819.657633863054	-6870.72357478219	-6819.657633863054	-51.06594091913587	-6819.657633863054	19.903486135901343	66.84057020507421	7.413606437475357E-4	0.2705038616190271	0.228862269252008	0.22897826816703382	0.27165560096193125	0.8528648582118747	1.2174377307785356	0.8528648582118747	0.929697411009589	1.2174377307785356	0.929697411009589	0.0	1.2513849262278218	5.780524706562002	-49.056934146658804	0.2545123142310001
1579	-6819.624760948691	-6879.559939634528	-6819.624760948691	-59.93517868583729	-6819.624760948691	26.78988210004467	88.76914849643846	6.843460938739879E-4	0.2626182086700437	0.228862269252008	0.2358088207255377	0.2727107013524108	0.7516940348429486	1.2844114389417731	0.7516940348429486	0.9638945262152776	1.2844114389417731	0.9638945262152776	0.0	1.2513849262278218	9.046452349462765	-57.344461053352774	0.38834495721118106
1580	-6819.622529311581	-6879.347954459212	-6819.622529311581	-59.72542514763035	-6819.622529311581	33.87209971854097	101.48509339274776	8.506550419151935E-4	0.2700674939752619	0.21477833438588917	0.2271613803943671	0.287992791244482	0.7100421557684109	1.234255832099373	0.7100421557684109	1.055702012132215	1.234255832099373	1.055702012132215	0.0	1.2967205259888965	9.224684402343682	-57.01472127904406	0.4888208903729611
1581	-6819.419968041911	-6888.68124553069	-6819.419968041911	-69.26127748877968	-6819.419968041911	28.90461344383303	120.96988424416827	0.004791254144938816	0.2576317358511111	0.2224706624374811	0.24877444712745814	0.2711231545839499	0.8379151864268459	1.1386694424648347	0.8379151864268459	1.0234153711083185	1.1386694424648347	1.0234153711083185	0.0	0.23586605724227103	10.391719670960473	-66.36943219792263	0.5508359873183011
1582	-6819.142549581847	-6875.357078521832	-6819.142549581847	-56.21452893998536	-6819.142549581847	23.107125834700735	79.59155433472885	6.62466076400848E-4	0.2700674939752619	0.22041800762161354	0.22152170715864272	0.287992791244482	0.7201845320748583	1.2241134557929256	0.7201845320748583	1.055702012132215	1.2241134557929256	1.055702012132215	0.0	1.2967205259888965	6.758144621412958	-53.81495966151776	0.4888208903729611
1583	-6819.1344320139615	-6894.923557373142	-6819.134432013961	-75.78912535918174	-6819.134432013961	41.9968446507408	159.2410891409665	0.0013546152601509403	0.2643477513037348	0.243949979383641	0.2474251959670723	0.24427707334555201	0.6640559080328277	1.0729805444075053	0.6640559080328277	1.2629635475596666	1.0729805444075053	1.2629635475596666	0.0	0.38760780216323276	14.86011820956677	-72.8852251098315	0.20521925520890813
1584	-6818.5625661674785	-6901.335769226337	-6818.5625661674785	-82.77320305885821	-6818.5625661674785	35.55394372545615	168.0050584206859	0.0018551926091792412	0.24730184632735766	0.2368277192579922	0.24418328724713423	0.27168714716751613	0.770123842245397	1.2401964697724912	0.770123842245397	0.9896796879821109	1.2401964697724912	0.9896796879821109	0.0	0.5901637027803291	13.993647794034699	-79.68645670704288	0.44814285416374433
1585	-6818.237390335016	-6884.104980653338	-6818.237390335016	-65.86759031832197	-6818.237390335016	30.843622306337217	113.64995884636573	0.0036535925722097112	0.2641403166201617	0.25096798924566244	0.24185252517209446	0.2430391689620815	0.5744649955174429	1.4156331084694729	0.5744649955174429	1.0099018960130837	1.4156331084694729	1.0099018960130837	0.0	0.38760780216323276	9.121611461696824	-63.45172457927412	0.20521925520890813
1586	-6818.079092485131	-6902.669754565875	-6818.079092485131	-84.59066208074427	-6818.079092485131	67.39182973489099	254.98887283047344	5.568061136077797E-4	0.262898768828078	0.2263897961526992	0.22371295627940785	0.2869984787398152	0.8166081254997901	1.186944131545627	0.8166081254997901	0.9964477429545819	1.186944131545627	0.9964477429545819	0.0	0.9403831644355801	29.807921868503428	-80.78643277479708	0.4094551132500357
1587	-6818.069613567714	-6877.415005627951	-6818.069613567714	-59.34539206023699	-6818.069613567714	35.38088297240664	108.37054663425681	0.001344833660630759	0.25814352783459626	0.2603146345081959	0.22540444895746123	0.2561373886997465	0.7153950721996335	0.9513988417881623	0.7153950721996335	1.3332060860122046	0.9513988417881623	1.3332060860122046	0.0	0.9265800351896828	6.10836265729488	-57.20361354907004	0.33211975142531575
1588	-6817.896458957989	-6872.483421746016	-6817.89645895799	-54.58696278802536	-6817.89645895799	32.64975442440702	94.04575282534428	0.0029621068755360945	0.26268120921252797	0.21561885924832613	0.24172846611678528	0.2799714654223606	0.9383128981627771	1.3419394132427913	0.9383128981627771	0.7197476885944306	1.3419394132427913	0.7197476885944306	0.0	0.6654070963624578	4.8064123198241955	-52.29333113031972	0.723680731348875
1589	-6817.614387908551	-6878.533476942759	-6817.614387908552	-60.91908903420707	-6817.614387908552	33.75861404088262	104.67879641901942	5.272705117204662E-4	0.25782988560802433	0.22154575417574168	0.2428597010679412	0.27776465914829307	0.7412372893358156	1.1300656326419936	0.7412372893358156	1.1286970780221899	1.1300656326419936	1.1286970780221899	0.0	1.825531671829967	8.375287019310074	-58.24579921128443	0.5480044748363455
1590	-6817.525110950769	-6865.834878764688	-6817.525110950769	-48.30976781391898	-6817.525110950769	26.11956578249516	72.4607418274164	5.823763793484802E-4	0.2633767043533161	0.2295536876416764	0.20614365906525697	0.3009259489397507	0.6727534906864885	1.096811108710868	0.6727534906864885	1.2304354006026426	1.096811108710868	1.2304354006026426	0.0	1.825531671829967	5.071162693674785	-46.39516815280554	0.2910295416610447
1591	-6817.447742973381	-6879.256345494056	-6817.447742973381	-61.8086025206756	-6817.447742973381	26.4232929031982	96.96940167495553	0.003830312589064139	0.2530790446996915	0.25521868598768427	0.24618047042410987	0.24552179888851444	0.4423926986019638	1.2391515717618369	0.4423926986019638	1.3184557296361987	1.2391515717618369	1.3184557296361987	0.0	0.38760780216323276	7.829351389353844	-59.623767621440535	0.12695522927219988
1592	-6817.291297625107	-6884.780220913943	-6817.291297625107	-67.48892328883584	-6817.291297625107	27.57454289071209	108.37328963777736	0.004408475647574934	0.2555933499595949	0.25096798924566244	0.24294346058661972	0.2504952002081231	0.5744649955174429	1.4156331084694729	0.5744649955174429	1.0099018960130837	1.4156331084694729	1.0099018960130837	0.0	0.38760780216323276	7.199224651943543	-65.30973070063368	0.20521925520890813
1593	-6817.139280892438	-6873.374763932161	-6817.139280892438	-56.23548303972243	-6817.139280892438	23.369015709864836	77.51123185379737	0.0010372782552319601	0.25634481830318623	0.25929753506431	0.22295452762120138	0.2614031190113023	0.7149201665146896	1.0303098818144854	0.7149201665146896	1.2547699516708253	1.0303098818144854	1.2547699516708253	0.0	0.9265800351896828	3.356629008036668	-54.680863479383504	0.34368236139511343
1594	-6816.955435158728	-6864.943905609994	-6816.955435158727	-47.988470451267325	-6816.955435158727	20.579962795849816	63.49247413600591	0.0014823308468210326	0.2705038616190271	0.228862269252008	0.22897826816703382	0.27165560096193125	0.8528648582118747	1.2174377307785356	0.8528648582118747	0.929697411009589	1.2174377307785356	0.929697411009589	0.0	1.2513849262278218	3.9526678007066725	-46.359567393514254	0.2545123142310001
1595	-6816.124381232971	-6878.869411622565	-6816.124381232971	-62.74503038959433	-6816.124381232971	42.957114275574085	126.64169756273735	0.003921747630549747	0.2530790446996915	0.25544230698096665	0.24720157497378994	0.24427707334555201	0.5082031720089124	1.2391515717618369	0.5082031720089124	1.25264525622925	1.2391515717618369	1.25264525622925	0.0	0.38760780216323276	11.330489179952757	-60.20789185227839	0.10964128757235424
1596	-6814.695119934934	-6891.551229151995	-6814.695119934935	-76.85610921705991	-6814.695119934935	85.77635251559896	244.51032921994744	3.7624957545340573E-4	0.2717924034486083	0.22658013360363707	0.22891676159534408	0.2727107013524108	0.8263416599102752	1.2761389389917197	0.8263416599102752	0.8975194010980042	1.2761389389917197	0.8975194010980042	0.0	0.9403831644355801	15.608380011738104	-73.48557174804859	0.6227295187458713
1597	-6814.514782454715	-6867.152403105248	-6814.514782454714	-52.637620650534004	-6814.514782454714	25.299108957365867	78.53713796290384	0.009812229792172906	0.2569660922584241	0.25267426317856734	0.2474251959670723	0.24293444859593633	0.5389978070290032	1.2391515717618369	0.5389978070290032	1.2218506212091593	1.2391515717618369	1.2218506212091593	0.0	0.19945128132783707	3.996092550943584	-51.06545386241609	0.18684976670301992
1598	-6814.397565200232	-6874.230796224409	-6814.397565200232	-59.83323102417664	-6814.397565200232	35.23946157766417	107.1179320816297	4.8082670752833264E-4	0.2637744550007188	0.2313972575457186	0.2165142457656233	0.2883140416879395	0.7201845320748583	1.126333935932453	0.7201845320748583	1.1534815319926877	1.126333935932453	1.1534815319926877	0.0	1.825531671829967	8.475220818526402	-57.148079841129864	0.5480044748363455
1599	-6813.9325616038095	-6876.037214797598	-6813.9325616038095	-62.10465319378778	-6813.9325616038095	39.94016739615256	118.41223339306111	0.001128707540574218	0.2641954594478852	0.2366689969958175	0.2632671494195312	0.2358683941367662	0.8049999523696658	0.9712013556169488	0.8049999523696658	1.2237986920133852	0.9712013556169488	1.2237986920133852	0.0	1.202913581098543	11.329803759009232	-59.471997184164756	0.20521925520890813
1600	-6813.75376614647	-6868.833249528664	-6813.75376614647	-55.079483382193494	-6813.75376614647	25.280068498160475	82.25306816111285	0.001091021066436357	0.2710845467130806	0.22733595946474147	0.23435953407578058	0.2672199597463976	0.7516940348429486	1.2844114389417731	0.7516940348429486	0.9638945262152776	1.2844114389417731	0.9638945262152776	0.0	1.2513849262278218	6.589617037120619	-52.80564319088479	0.38834495721118106
1601	-6813.0509919739025	-6864.645711043666	-6813.0509919739025	-51.594719069763464	-6813.0509919739025	27.710390483761465	82.03321178695	8.506550419151935E-4	0.2700674939752619	0.2186737104762976	0.22152170715864272	0.28973708838979795	0.7100421557684109	1.234255832099373	0.7100421557684109	1.055702012132215	1.234255832099373	1.055702012132215	0.0	1.2967205259888965	4.341580398459522	-49.63765975045317	0.4888208903729611
1602	-6812.852680133973	-6869.579503290506	-6812.852680133973	-56.72682315653291	-6812.852680133973	18.943069812105524	72.68849158783642	7.29217783966056E-4	0.25721939160598367	0.23673225338376946	0.2343575416527621	0.27169081335748496	0.8263416599102752	1.2097638138744464	0.8263416599102752	0.9638945262152776	1.2097638138744464	0.9638945262152776	0.0	1.2513849262278218	5.446919645871181	-54.64342795302621	0.38834495721118106
1603	-6812.815507045049	-6862.839089671727	-6812.815507045048	-50.023582626679044	-6812.815507045048	28.164386238455403	80.33556386167108	0.0010600150027550263	0.2626182086700437	0.228862269252008	0.2358088207255377	0.2727107013524108	0.7516940348429486	1.2844114389417731	0.7516940348429486	0.9638945262152776	1.2844114389417731	0.9638945262152776	0.0	1.2513849262278218	4.717409583865676	-48.08397783750317	0.38834495721118106
1604	-6812.36491542858	-6865.89000007101	-6812.36491542858	-53.52508464242934	-6812.36491542858	27.05796040054256	78.22907258923601	4.7751720565317716E-4	0.2665431974941894	0.21983831874374338	0.21269253482231668	0.3009259489397507	0.7431951162136294	1.025427726658346	0.7431951162136294	1.2313771571280234	1.025427726658346	1.2313771571280234	0.0	1.825531671829967	8.404315113765312	-50.90751847408817	0.4888208903729611
1605	-6812.342606301037	-6867.996092317071	-6812.342606301037	-55.65348601603337	-6812.342606301037	23.272949740744245	80.0589571331836	0.002003161279193202	0.2641954594478852	0.2411721907967829	0.2642407477269143	0.23039160202841769	0.6820324735264433	1.1138401186027718	0.6820324735264433	1.2041274078707849	1.1138401186027718	1.2041274078707849	0.0	0.7302383048767054	6.117560994345652	-53.63710327407022	0.20521925520890813
1606	-6811.836106542783	-6860.138765339586	-6811.836106542783	-48.30265879680237	-6811.836106542783	26.224532854628986	72.32489421953895	0.0011519643294616016	0.27076313720637046	0.228862269252008	0.22871899257969044	0.27165560096193125	0.8528648582118747	1.2174377307785356	0.8528648582118747	0.929697411009589	1.2174377307785356	0.929697411009589	0.0	1.2513849262278218	4.845161827051971	-46.470165836950116	0.2545123142310001
1607	-6811.498168511497	-6879.7082312284565	-6811.498168511499	-68.21006271695721	-6811.498168511499	33.987486232164315	101.67198766461797	0.0018815379858255984	0.25634481830318623	0.25929753506431	0.22295452762120138	0.2614031190113023	0.7149201665146896	1.0303098818144854	0.7149201665146896	1.2547699516708253	1.0303098818144854	1.2547699516708253	0.0	0.9265800351896828	22.44204228682569	-64.8939073742357	0.20521925520890813
1608	-6810.370502319167	-6867.558121898628	-6810.370502319169	-57.187619579459174	-6810.370502319169	28.166742004833427	93.01616208460403	0.0011285188697220437	0.2641954594478852	0.2366689969958175	0.2687439415278797	0.23039160202841769	0.8049999523696658	1.0472511422109032	0.8049999523696658	1.147748905419431	1.0472511422109032	1.147748905419431	0.0	0.7302383048767054	6.927414605272332	-55.04691365348971	0.20521925520890813
1609	-6809.966985150731	-6883.709381000657	-6809.966985150731	-73.74239584992702	-6809.966985150731	50.28480659156641	169.52793901462857	0.0010076519601561718	0.26119857438909	0.24896449238744747	0.25429282958914035	0.23554410363432232	0.6308394377297972	1.3288955445859743	0.6308394377297972	1.040265017684228	1.3288955445859743	1.040265017684228	0.0	1.0803224648280345	21.305564532526716	-70.47820831046292	0.20521925520890813
1610	-6809.69406952631	-6863.206855169276	-6809.69406952631	-53.51278564296604	-6809.69406952631	23.505916628235	75.50661576827845	0.001379621361070997	0.25161192090494844	0.24468979300997132	0.2343575416527621	0.26934074443231837	0.7081949166615539	1.3279105571231677	0.7081949166615539	0.9638945262152776	1.3279105571231677	0.9638945262152776	0.0	1.2513849262278218	4.111666633164897	-51.710612232589625	0.38834495721118106
1611	-6808.220772124891	-6869.940379778457	-6808.220772124891	-61.71960765356657	-6808.220772124891	29.72653980549179	95.91797511710288	0.003917164994879218	0.24772602016860196	0.2334900040706007	0.24819284693478644	0.2705911288260112	0.8379151864268459	1.1386694424648347	0.8379151864268459	1.0234153711083185	1.1386694424648347	1.0234153711083185	0.0	0.23586605724227103	11.313024335890479	-58.4116449264136	0.8820080690670927
1612	-6807.371383826017	-6864.891931942818	-6807.371383826017	-57.52054811680084	-6807.371383826017	37.172976613724444	107.18949959706158	6.115180775234623E-4	0.2700674939752619	0.2229933076351076	0.21894640714514865	0.287992791244482	0.7100421557684109	1.234255832099373	0.7100421557684109	1.055702012132215	1.234255832099373	1.055702012132215	0.0	1.2967205259888965	7.251303553361096	-55.24458368878283	0.2947831748499918
1613	-6806.947177731667	-6861.248616345526	-6806.947177731667	-54.30143861385971	-6806.947177731667	22.669078412766133	75.39552408258837	7.66568253932475E-4	0.2679470378442421	0.21737317133221837	0.23146294748453597	0.2832168433390038	0.7412372893358156	1.1300656326419936	0.7412372893358156	1.1286970780221899	1.1300656326419936	1.1286970780221899	0.0	1.825531671829967	6.146830905686454	-51.93749748990593	0.5480044748363455
1614	-6806.657658859056	-6889.401123110246	-6806.657658859057	-82.7434642511886	-6806.657658859057	48.0936472578196	202.98656559775202	7.661428303583577E-4	0.2638416270338717	0.2263897961526992	0.22371295627940785	0.2860556205340215	0.8211793221733492	1.186944131545627	0.8211793221733492	0.9918765462810228	1.186944131545627	0.9918765462810228	0.0	0.9403831644355801	16.927639856363147	-79.42569558039187	0.4888208903729611
1615	-6806.290434946158	-6856.350083294217	-6806.290434946158	-50.059648348059156	-6806.290434946158	19.534945769088043	64.0147397446108	0.003499861239376898	0.2530790446996915	0.25521868598768427	0.2474251959670723	0.24427707334555201	0.5389978070290032	1.2391515717618369	0.5389978070290032	1.2218506212091593	1.2391515717618369	1.2218506212091593	0.0	0.38760780216323276	5.825721876368736	-48.11051566230912	0.18684976670301992
1616	-6805.6927366245745	-6866.7057333178955	-6805.692736624574	-61.012996693321845	-6805.692736624574	28.424232039187515	99.23669624433288	0.005053665983996824	0.2530790446996915	0.2557030914849304	0.24618047042410987	0.24503739339126826	0.39578988868486387	1.2857543816789367	0.39578988868486387	1.3184557296361987	1.2857543816789367	1.3184557296361987	0.0	0.38760780216323276	6.979740021367704	-58.94302979419142	0.12695522927219988
1617	-6805.5499331633255	-6868.462704112292	-6805.5499331633255	-62.91277094896683	-6805.5499331633255	34.20378339096155	116.65392334718246	9.529590203502152E-4	0.26119857438909	0.24896449238744747	0.25429282958914035	0.23554410363432232	0.6308394377297972	1.2550166433151109	0.6308394377297972	1.1141439189550915	1.2550166433151109	1.1141439189550915	0.0	1.0803224648280345	6.4621674496443795	-60.84158691371636	0.20521925520890813
1618	-6805.129924113591	-6881.867597376389	-6805.129924113591	-76.73767326279818	-6805.129924113591	53.91620193603913	183.18779454845912	6.531757079733406E-4	0.2626182086700437	0.23575432838220162	0.22891676159534408	0.2727107013524108	0.8263416599102752	1.2302974818001953	0.8263416599102752	0.9433608582895286	1.2302974818001953	0.9433608582895286	0.0	0.9403831644355801	20.29228975174975	-73.33908730687206	0.38834495721118106
1619	-6804.240493907455	-6860.115756714497	-6804.240493907455	-55.875262807042205	-6804.240493907455	18.398795713214707	70.0867614931512	0.004551667749932471	0.2530790446996915	0.2625951931771448	0.24004868877761176	0.24427707334555201	0.5483443861824043	1.2391515717618369	0.5483443861824043	1.2125040420557582	1.2391515717618369	1.2125040420557582	0.0	0.38760780216323276	5.535446963574166	-54.037135262643105	0.12695522927219988
1620	-6804.004151732536	-6860.731996970498	-6804.004151732536	-56.72784523796151	-6804.004151732536	25.673712241004772	86.68235262116131	5.980902087393597E-4	0.2626182086700437	0.22138761026618747	0.23887581418663495	0.2771183668771341	0.7661032683882557	1.2882639852917022	0.7661032683882557	0.9456327463200416	1.2882639852917022	0.9456327463200416	0.0	1.2513849262278218	7.842080694494532	-54.27999608689302	0.38834495721118106
1621	-6803.584168267272	-6852.341813537808	-6803.584168267272	-48.7576452705363	-6803.584168267272	22.684082316000083	69.53803048339707	0.003908595575220363	0.25166428545671854	0.2557030914849304	0.2551516295044844	0.2374809935538667	0.40331599386268996	1.1997571204646704	0.40331599386268996	1.396926885672639	1.1997571204646704	1.396926885672639	0.0	0.38760780216323276	4.374216990147484	-47.1549625111528	0.12695522927219988
1622	-6802.543055046785	-6859.637294756217	-6802.543055046785	-57.094239709431136	-6802.543055046785	37.39519069663427	107.56743804837922	4.990939281400255E-4	0.27321232921736194	0.2338171914217061	0.23084438558931675	0.26212609377161544	0.7720918252208013	1.3671284469774319	0.7720918252208013	0.8607797278017664	1.3671284469774319	0.8607797278017664	0.0	1.2513849262278218	7.092086019022915	-54.880747878039884	0.2545123142310001
1623	-6802.178553631671	-6879.476026414467	-6802.178553631671	-77.29747278279582	-6802.178553631671	60.01384217844873	201.09729426904576	6.057367222125428E-4	0.2619079190641474	0.23646461798809792	0.22891676159534408	0.2727107013524108	0.8263416599102752	1.334202722248083	0.8263416599102752	0.8394556178416408	1.334202722248083	0.8394556178416408	0.0	0.9403831644355801	17.782352807754286	-73.79653671382383	0.6227295187458713
1624	-6802.1394331299325	-6853.96291979167	-6802.1394331299325	-51.823486661737476	-6802.1394331299325	19.058401306372875	66.39791446491866	0.0030856934206735078	0.2570352192996149	0.20224880886168287	0.2586286785798585	0.2820872932588437	0.8940405724596485	1.3902115865294318	0.8940405724596485	0.7157478410109185	1.3902115865294318	0.7157478410109185	0.0	0.6654070963624578	4.5598905159177265	-49.582507316817704	0.723680731348875
