Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	proportionInvariant	gammaShape	TPM2uffreqParameter.1	TPM2uffreqParameter.2	TPM2uffreqParameter.3	TPM2uffreqParameter.4	RateAC-Standard_TPM2uf	RateAG-Standard_TPM2uf	RateAT-Standard_TPM2uf	RateCG-Standard_TPM2uf	RateCT-Standard_TPM2uf	RateGT-Standard_TPM2uf	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
20	-6358.037735895185	-6333.186584309112	-24.851151586072557	-6333.186584309112	204.25400265372852	818.5954179777688	0.0	0.7070092244049985	0.25303160074313674	0.21417157766569409	0.28386350176562997	0.24893331982553946	0.3864410503558891	2.4798432143733846	0.3864410503558891	0.1337157352707263	2.4798432143733846	0.1337157352707263	0.0226977395390993	1.244315229871873E-4	5.813601716449215E-12	0.019509869963259232	1.2365416244555539E-4	-96.54972084386588	9.999166567331777	48.944843579591506	156.69573224796434	348.1034187719208	74.35299775521733	6.0	1.0	6.0	3.0	3.0	
21	-6271.220022792212	-6333.17880566603	61.95878287381804	-6333.17880566603	220.85572943815632	835.5985015345727	0.0	0.31500850964822613	0.27138096050913335	0.20853768488267432	0.2670852642089885	0.25299609039920407	0.3864157769743262	2.3946677011817648	0.3864157769743262	0.21891652184390875	2.3946677011817648	0.21891652184390875	0.0026388883574161135	1.3547831047787306E-4	8.979138226639452E-14	0.002210642373479734	1.3554874480732135E-4	-97.38957929837122	18.359051566850177	27.491293850805896	51.23325069875299	174.25724391315822	193.46881910195472	5.0	2.0	3.0	7.0	2.0	
22	-6458.167762584168	-6333.166666168589	-125.00109641557937	-6333.166666168589	253.43037788896166	1018.0302740157689	0.0	0.21659271773705485	0.25097107193056867	0.21030957404237152	0.2814773109309982	0.25724204309606186	0.4852853413639466	2.353648227660904	0.4852853413639466	0.16106643097514867	2.353648227660904	0.16106643097514867	0.19226905514289952	8.357069794848643E-5	4.421179941714354E-10	0.23084893966568118	9.067595568152558E-5	-103.06816604011678	215.34781511794182	33.45775320074443	110.51760002171673	134.4702649943341	159.39990444882332	1.0	8.0	4.0	1.0	5.0	
23	-6471.058342575427	-6332.968525320075	-138.08981725535125	-6332.968525320075	496.03138625473446	2012.7721930459159	0.0	0.21659271773705485	0.25097107193056867	0.21030957404237152	0.2917949440484444	0.24692440997861567	0.4658556667242235	2.374057104945435	0.4658556667242235	0.1600872283303409	2.374057104945435	0.1600872283303409	0.22403237040747873	4.830719900436355E-5	1.4061966821566167E-10	0.24147517704510837	4.839600294586851E-5	-114.74756284764852	36.598131918092975	124.0874784654049	341.2911077795722	401.1829699442556	371.2132609646287	6.0	5.0	1.0	2.0	5.0	
24	-6417.604081431402	-6332.959699537581	-84.64438189382066	-6332.959699537581	225.83405584626155	917.6113845573193	0.0	0.46799765635837703	0.2568009042051708	0.213863597621549	0.2790187197973098	0.2503167783759706	0.4575303691907822	2.4014504565844774	0.4575303691907822	0.14101917422474017	2.4014504565844774	0.14101917422474017	0.10454161235877346	1.2343288975094648E-4	1.4991477716635674E-10	0.10137350090807208	1.2377789298502026E-4	-97.98927291212182	14.327617879416552	12.322749975353842	33.96566827305939	114.55772961907743	285.1112824547845	2.0	4.0	1.0	5.0	7.0	
25	-6417.604081431402	-6332.959699537581	-84.64438189382066	-6332.959699537581	225.83405584626155	917.6113845573193	0.0	0.46799765635837703	0.2568009042051708	0.213863597621549	0.2790187197973098	0.2503167783759706	0.4575303691907822	2.4014504565844774	0.4575303691907822	0.14101917422474017	2.4014504565844774	0.14101917422474017	0.10454161235877346	1.2343288975094648E-4	1.4991477716635674E-10	0.10137350090807208	1.2377789298502026E-4	-97.98927291212182	14.327617879416552	12.322749975353842	33.96566827305939	114.55772961907743	285.1112824547845	2.0	4.0	1.0	5.0	7.0	
26	-6413.519501481673	-6332.952145667964	-80.56735581370873	-6332.952145667964	191.02093019459284	739.3737194275246	0.0	0.6630012947549199	0.2617537535292275	0.20444695851245823	0.28593326174046835	0.24786602621784615	0.5819923528890528	2.3021707544205086	0.5819923528890528	0.11583689269043845	2.3021707544205086	0.11583689269043845	0.09041782099923676	1.2698105095177405E-4	1.4775621689787504E-10	0.09258502289746941	1.2849845271746172E-4	-96.28367761216145	30.673101487820936	8.603741443072	22.40683607121738	44.94939905220944	131.45858446538136	1.0	3.0	2.0	7.0	6.0	
27	-6337.490412538046	-6332.439063786173	-5.05134875187261	-6332.439063786173	147.92594185282871	606.2122457800878	0.0	0.6630012947549199	0.2507149724499347	0.2119169116395888	0.28642066953394985	0.2509474463765269	0.5072352120381758	2.3632053729108935	0.5072352120381758	0.12955941505093047	2.3632053729108935	0.12955941505093047	0.011466620774272995	1.4441797771654397E-4	3.4552479205064175E-12	0.01282646037096681	1.4480587466188328E-4	-98.60408897625169	32.31148932142595	46.21557822278152	109.13224160659529	76.80197706492169	30.88813292031829	2.0	2.0	3.0	9.0	3.0	
28	-6337.490412538046	-6332.439063786173	-5.05134875187261	-6332.439063786173	147.92594185282871	606.2122457800878	0.0	0.6630012947549199	0.2507149724499347	0.2119169116395888	0.28642066953394985	0.2509474463765269	0.5072352120381758	2.3632053729108935	0.5072352120381758	0.12955941505093047	2.3632053729108935	0.12955941505093047	0.011466620774272995	1.4441797771654397E-4	3.4552479205064175E-12	0.01282646037096681	1.4480587466188328E-4	-98.60408897625169	32.31148932142595	46.21557822278152	109.13224160659529	76.80197706492169	30.88813292031829	2.0	2.0	3.0	9.0	3.0	
29	-6322.474325984249	-6332.339215849672	9.864889865422782	-6332.339215849672	370.6716660256943	1456.8760281202335	0.0	0.2550585973974639	0.2551704200915881	0.21345455825015355	0.2812468228131816	0.25012819884507703	0.5436041259150604	2.3384400230371876	0.5436041259150604	0.11795585104775197	2.3384400230371876	0.11795585104775197	0.004809805085325254	7.648397090262667E-5	1.8494470036503066E-13	0.0056114631348594705	7.665166715887207E-5	-112.20130745937252	75.44059995498803	65.03073062418285	217.03052707143337	149.49295178963098	90.30440002533899	4.0	2.0	11.0	1.0	1.0	
30	-6322.474325984249	-6332.339215849672	9.864889865422782	-6332.339215849672	370.6716660256943	1456.8760281202335	0.0	0.2550585973974639	0.2551704200915881	0.21345455825015355	0.2812468228131816	0.25012819884507703	0.5436041259150604	2.3384400230371876	0.5436041259150604	0.11795585104775197	2.3384400230371876	0.11795585104775197	0.004809805085325254	7.648397090262667E-5	1.8494470036503066E-13	0.0056114631348594705	7.665166715887207E-5	-112.20130745937252	75.44059995498803	65.03073062418285	217.03052707143337	149.49295178963098	90.30440002533899	4.0	2.0	11.0	1.0	1.0	
31	-6356.810981433236	-6332.277069793049	-24.53391164018683	-6332.277069793049	259.63033163971625	985.2120969296849	0.0	0.31500850964822613	0.27138096050913335	0.20853768488267432	0.2727246546723601	0.24735669993583242	0.3548543710213726	2.4060610481918667	0.3548543710213726	0.2390845807867605	2.4060610481918667	0.2390845807867605	0.02371595884996448	9.602266226648836E-5	4.923948583350346E-12	0.022919798282755036	9.685389094119134E-5	-96.3847284849172	12.734413406736676	18.287880998131953	66.27228919285905	131.16445310706422	117.6390533078622	5.0	1.0	2.0	9.0	2.0	
32	-6356.810981433236	-6332.277069793049	-24.53391164018683	-6332.277069793049	259.63033163971625	985.2120969296849	0.0	0.31500850964822613	0.27138096050913335	0.20853768488267432	0.2727246546723601	0.24735669993583242	0.3548543710213726	2.4060610481918667	0.3548543710213726	0.2390845807867605	2.4060610481918667	0.2390845807867605	0.02371595884996448	9.602266226648836E-5	4.923948583350346E-12	0.022919798282755036	9.685389094119134E-5	-96.3847284849172	12.734413406736676	18.287880998131953	66.27228919285905	131.16445310706422	117.6390533078622	5.0	1.0	2.0	9.0	2.0	
33	-6412.617605939836	-6332.259735216737	-80.35787072309891	-6332.259735216737	510.7208966518849	2013.0850514707959	0.0	0.5276311457540007	0.2711011531108707	0.21084454558691273	0.2894240278417897	0.22863027346042705	0.44196391059663215	2.445145377910455	0.44196391059663215	0.11289071149291219	2.445145377910455	0.11289071149291219	0.06274462213419962	5.1821449164043094E-5	7.580808343999373E-12	0.05269899660830676	5.1887150077623404E-5	-116.84611218659093	6.759095393065574	18.426214198558537	32.76099118239816	133.30228451337467	445.3192665025492	1.0	4.0	1.0	1.0	12.0	
34	-6473.970162516121	-6332.230461664658	-141.73970085146243	-6332.230461664658	700.260938646154	2552.960679039201	0.0	0.5276311457540007	0.25499024530326997	0.20864294007003217	0.2959737501579016	0.24039306446879644	0.4339097896481533	2.380656168942	0.4339097896481533	0.1854340414098462	2.380656168942	0.1854340414098462	0.239684166349855	3.928005655326576E-5	9.721215363511583E-11	0.26382412225216395	3.7097243345041025E-5	-115.69192138380495	36.71658518762239	39.658546010288426	98.83382223307582	371.66200153007827	502.6575410906104	1.0	4.0	1.0	4.0	9.0	
35	-6473.970162516121	-6332.230461664658	-141.73970085146243	-6332.230461664658	700.260938646154	2552.960679039201	0.0	0.5276311457540007	0.25499024530326997	0.20864294007003217	0.2959737501579016	0.24039306446879644	0.4339097896481533	2.380656168942	0.4339097896481533	0.1854340414098462	2.380656168942	0.1854340414098462	0.239684166349855	3.928005655326576E-5	9.721215363511583E-11	0.26382412225216395	3.7097243345041025E-5	-115.69192138380495	36.71658518762239	39.658546010288426	98.83382223307582	371.66200153007827	502.6575410906104	1.0	4.0	1.0	4.0	9.0	
36	-6473.970162516121	-6332.230461664658	-141.73970085146243	-6332.230461664658	700.260938646154	2552.960679039201	0.0	0.5276311457540007	0.25499024530326997	0.20864294007003217	0.2959737501579016	0.24039306446879644	0.4339097896481533	2.380656168942	0.4339097896481533	0.1854340414098462	2.380656168942	0.1854340414098462	0.239684166349855	3.928005655326576E-5	9.721215363511583E-11	0.26382412225216395	3.7097243345041025E-5	-115.69192138380495	36.71658518762239	39.658546010288426	98.83382223307582	371.66200153007827	502.6575410906104	1.0	4.0	1.0	4.0	9.0	
37	-6395.912306362252	-6331.973323072915	-63.93898328933652	-6331.973323072915	378.1822312616386	1372.8689404361592	0.0	0.5276311457540007	0.2711011531108707	0.21084454558691273	0.2894240278417897	0.22863027346042705	0.5142294549283142	2.3833962259539256	0.5142294549283142	0.10237431911775956	2.3833962259539256	0.10237431911775956	0.05542048430305755	7.29432186047022E-5	1.7642103811750594E-11	0.05654697163702305	7.53246519517192E-5	-99.50456889329989	5.238076190439085	11.700733540412712	10.337992375714336	25.626673768681435	223.61180580116562	2.0	2.0	1.0	2.0	12.0	
38	-6395.912306362252	-6331.973323072915	-63.93898328933652	-6331.973323072915	378.1822312616386	1372.8689404361592	0.0	0.5276311457540007	0.2711011531108707	0.21084454558691273	0.2894240278417897	0.22863027346042705	0.5142294549283142	2.3833962259539256	0.5142294549283142	0.10237431911775956	2.3833962259539256	0.10237431911775956	0.05542048430305755	7.29432186047022E-5	1.7642103811750594E-11	0.05654697163702305	7.53246519517192E-5	-99.50456889329989	5.238076190439085	11.700733540412712	10.337992375714336	25.626673768681435	223.61180580116562	2.0	2.0	1.0	2.0	12.0	
39	-6395.912306362252	-6331.973323072915	-63.93898328933652	-6331.973323072915	378.1822312616386	1372.8689404361592	0.0	0.5276311457540007	0.2711011531108707	0.21084454558691273	0.2894240278417897	0.22863027346042705	0.5142294549283142	2.3833962259539256	0.5142294549283142	0.10237431911775956	2.3833962259539256	0.10237431911775956	0.05542048430305755	7.29432186047022E-5	1.7642103811750594E-11	0.05654697163702305	7.53246519517192E-5	-99.50456889329989	5.238076190439085	11.700733540412712	10.337992375714336	25.626673768681435	223.61180580116562	2.0	2.0	1.0	2.0	12.0	
40	-6387.3918133092775	-6331.947613162089	-55.44420014718873	-6331.947613162089	347.1323129763851	1418.39061626917	0.0	0.5276311457540007	0.2711011531108707	0.2084521712224095	0.29181640220629296	0.22863027346042705	0.5142294549283142	2.3833962259539256	0.5142294549283142	0.10237431911775956	2.3833962259539256	0.10237431911775956	0.03459757604171446	6.948655788833341E-5	5.639706418796971E-12	0.03409804849934732	7.00469308430099E-5	-107.88684501602722	16.92855506376915	32.92205310943268	89.9896368110449	289.2983447081416	488.9524959943363	1.0	6.0	1.0	3.0	8.0	
41	-6467.49036372731	-6331.9199812241495	-135.5703825031607	-6331.9199812241495	184.3709291245497	885.50364503347	0.0	0.21659271773705485	0.24466342527215296	0.21030957404237152	0.2877849575894139	0.25724204309606186	0.46962965915581606	2.353648227660904	0.46962965915581606	0.17672211318327918	2.353648227660904	0.17672211318327918	0.40681912978838825	1.1025886092643827E-4	2.075606523291814E-9	0.4312423460262943	1.1284856244862255E-4	-95.85814650103504	16.875855689877092	44.094332597780934	110.64910359602536	353.67570714358976	218.989401316039	6.0	2.0	4.0	1.0	6.0	
42	-6299.906098933934	-6331.813506954236	31.907408020301894	-6331.813506954236	232.64632872279307	945.6897887309524	0.0	0.46799765635837703	0.2568009042051708	0.21520654790481747	0.2854234360880601	0.24256911180195184	0.3599054171882497	2.4317497438825226	0.3599054171882497	0.2083448389292277	2.4317497438825226	0.2083448389292277	0.0037766536487783995	9.837702901660736E-5	1.5446363330132349E-13	0.003993827376255623	9.849301541141895E-5	-101.99858452156248	21.481804113644582	101.43694181122837	185.78390956123158	181.2888963933825	81.59353752986131	4.0	3.0	1.0	9.0	2.0	
43	-6299.906098933934	-6331.813506954236	31.907408020301894	-6331.813506954236	232.64632872279307	945.6897887309524	0.0	0.46799765635837703	0.2568009042051708	0.21520654790481747	0.2854234360880601	0.24256911180195184	0.3599054171882497	2.4317497438825226	0.3599054171882497	0.2083448389292277	2.4317497438825226	0.2083448389292277	0.0037766536487783995	9.837702901660736E-5	1.5446363330132349E-13	0.003993827376255623	9.849301541141895E-5	-101.99858452156248	21.481804113644582	101.43694181122837	185.78390956123158	181.2888963933825	81.59353752986131	4.0	3.0	1.0	9.0	2.0	
44	-6316.652724149083	-6331.713962067572	15.061237918488462	-6331.713962067572	197.799858289038	822.9857575528324	0.0	0.23155356032525282	0.2568009042051708	0.21520654790481747	0.2854234360880601	0.24256911180195184	0.3599054171882497	2.5252394616489586	0.3599054171882497	0.11485512116279167	2.5252394616489586	0.11485512116279167	0.0073054825637001875	1.1344545974588555E-4	9.458966373836488E-13	0.008561584939261927	1.1362933988253511E-4	-95.17432792147235	9.431767479362504	8.065544646316344	31.867669069446592	119.2922076076191	56.71810688509291	1.0	3.0	4.0	9.0	2.0	
45	-6413.336943056637	-6331.636684993016	-81.70025806362047	-6331.636684993016	469.3534552918246	1709.8741377672468	0.0	0.2550585973974639	0.2574877330666096	0.21345455825015355	0.27892950983816006	0.25012819884507703	0.5436041259150604	2.3384400230371876	0.5436041259150604	0.11795585104775197	2.3384400230371876	0.11795585104775197	0.0521475352421241	5.906659493047973E-5	1.1830545897076974E-11	0.058989241568118744	5.85424151432943E-5	-114.49238964242258	33.56226620803157	117.02079058293849	205.08989435241486	134.67136817023678	77.79075981283553	4.0	1.0	10.0	3.0	1.0	
