Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	proportionInvariant	gammaShape	TPM2uffreqParameter.1	TPM2uffreqParameter.2	TPM2uffreqParameter.3	TPM2uffreqParameter.4	RateAC-Standard_TPM2uf	RateAG-Standard_TPM2uf	RateAT-Standard_TPM2uf	RateCG-Standard_TPM2uf	RateCT-Standard_TPM2uf	RateGT-Standard_TPM2uf	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
135	-6412.177607941586	-6327.966081945956	-84.21152599562987	-6327.966081945956	324.9221943162355	1280.2081544686448	0.0	0.2550585973974639	0.2574877330666096	0.21345455825015355	0.27892950983816006	0.25012819884507703	0.5436041259150604	2.3384400230371876	0.5436041259150604	0.11795585104775197	2.3384400230371876	0.11795585104775197	0.0637538601848673	7.06748724042642E-5	2.8852739508131218E-11	0.07895099653908069	6.936316384517383E-5	-103.72533805052028	30.84178450863941	62.50758828240105	271.59094941819205	68.07594790961441	46.47997576560309	6.0	1.0	9.0	1.0	2.0	
136	-6372.697860142321	-6327.909826424782	-44.788033717538276	-6327.909826424782	286.1247490868911	1109.4592795878616	0.0	0.2550585973974639	0.26211313318138607	0.21345455825015355	0.2743041097233836	0.25012819884507703	0.5436041259150604	2.3384400230371876	0.5436041259150604	0.11795585104775197	2.3384400230371876	0.11795585104775197	0.02989638835061755	9.026314414269457E-5	9.081510641979066E-12	0.033328528274969384	9.044029375181253E-5	-100.8508400934837	11.061585592366349	13.990993512557338	35.178006656744174	145.06371245068303	411.96336492248014	2.0	4.0	1.0	3.0	9.0	
137	-6409.946619611288	-6327.891745816327	-82.05487379496098	-6327.891745816327	317.3350916349249	1197.976463812425	0.0	0.3002809918941282	0.27769778870300865	0.18883272403058005	0.2801787850016984	0.2532907022647132	0.3296026696590172	2.5278901625280707	0.3296026696590172	0.14250716781291137	2.5278901625280707	0.14250716781291137	0.065695565718557	7.770988398216988E-5	2.964622145233399E-11	0.06989950025246515	7.861114918657376E-5	-106.58689182083943	43.056520194534265	67.87793763248393	143.8761533248716	311.7300153765113	269.57928371378557	3.0	4.0	3.0	8.0	1.0	
138	-6409.946619611288	-6327.891745816327	-82.05487379496098	-6327.891745816327	317.3350916349249	1197.976463812425	0.0	0.3002809918941282	0.27769778870300865	0.18883272403058005	0.2801787850016984	0.2532907022647132	0.3296026696590172	2.5278901625280707	0.3296026696590172	0.14250716781291137	2.5278901625280707	0.14250716781291137	0.065695565718557	7.770988398216988E-5	2.964622145233399E-11	0.06989950025246515	7.861114918657376E-5	-106.58689182083943	43.056520194534265	67.87793763248393	143.8761533248716	311.7300153765113	269.57928371378557	3.0	4.0	3.0	8.0	1.0	
139	-6422.424115210931	-6327.871168055842	-94.55294715508937	-6327.871168055842	519.8016277502545	1850.0171838877081	0.0	0.18251615228489118	0.2497142749046957	0.21569377113208912	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.3895257641473613	0.4720395479627557	0.13843468788988292	2.3895257641473613	0.13843468788988292	0.08780339327757773	5.3195463649695556E-5	2.111374479811685E-11	0.08599726793855239	5.326697825764477E-5	-111.94447834104271	37.02500592514116	71.84459413443251	103.57061148009399	251.20334037688724	482.9960607450286	5.0	1.0	2.0	1.0	10.0	
140	-6422.424115210931	-6327.871168055842	-94.55294715508937	-6327.871168055842	519.8016277502545	1850.0171838877081	0.0	0.18251615228489118	0.2497142749046957	0.21569377113208912	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.3895257641473613	0.4720395479627557	0.13843468788988292	2.3895257641473613	0.13843468788988292	0.08780339327757773	5.3195463649695556E-5	2.111374479811685E-11	0.08599726793855239	5.326697825764477E-5	-111.94447834104271	37.02500592514116	71.84459413443251	103.57061148009399	251.20334037688724	482.9960607450286	5.0	1.0	2.0	1.0	10.0	
141	-6422.424115210931	-6327.871168055842	-94.55294715508937	-6327.871168055842	519.8016277502545	1850.0171838877081	0.0	0.18251615228489118	0.2497142749046957	0.21569377113208912	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.3895257641473613	0.4720395479627557	0.13843468788988292	2.3895257641473613	0.13843468788988292	0.08780339327757773	5.3195463649695556E-5	2.111374479811685E-11	0.08599726793855239	5.326697825764477E-5	-111.94447834104271	37.02500592514116	71.84459413443251	103.57061148009399	251.20334037688724	482.9960607450286	5.0	1.0	2.0	1.0	10.0	
142	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
143	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
144	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
145	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
146	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
147	-6383.568125111794	-6327.839465000768	-55.72866011102662	-6327.839465000768	242.54289760164852	958.8467157971434	0.0	0.21659271773705485	0.25888068300281536	0.21030957404237152	0.28837783935376077	0.24243190360105257	0.35460472338150484	2.543154252579215	0.35460472338150484	0.1022410240392798	2.543154252579215	0.1022410240392798	0.041395368835776575	9.29942930361098E-5	1.653522255708623E-11	0.04345929495453303	9.303324847613699E-5	-99.59319247053442	38.149773443484285	19.200859999113483	86.20520399690855	182.39205610988566	279.75283272973246	1.0	5.0	5.0	7.0	1.0	
148	-6447.197065379159	-6327.821212320995	-119.3758530581639	-6327.821212320995	678.6710306773003	2474.527415381208	0.0	0.6056885089155295	0.26299056258579007	0.19765649367953972	0.2900472685403746	0.24930567519429578	0.39643739076743706	2.4181285678227162	0.39643739076743706	0.1854340414098462	2.4181285678227162	0.1854340414098462	0.13288989993415604	3.457696501056575E-5	2.1945020784295198E-11	0.13688726195360215	3.41620758795083E-5	-118.28293030152149	61.91237797069324	87.20260929274093	138.5644800170341	381.38708611089675	444.0945775018604	5.0	1.0	1.0	11.0	1.0	
149	-6427.728068022485	-6327.663246005534	-100.06482201695012	-6327.663246005534	419.16341058950815	1723.6975870933106	0.0	0.6852329408851227	0.26826365882119996	0.1941574334401313	0.2882862647278795	0.24929264301078954	0.47017983187085505	2.411770562543283	0.47017983187085505	0.11804960558586183	2.411770562543283	0.11804960558586183	0.06413190716039065	5.9610273553042096E-5	2.7087724060202465E-11	0.08775571743147594	5.863166523139731E-5	-111.63293278952746	34.4753997388956	93.15496306501369	152.8997637255638	346.3396137649792	458.4058076714964	7.0	1.0	5.0	5.0	1.0	
150	-6410.148012525644	-6327.629970381925	-82.51804214371916	-6327.629970381925	365.69949943936376	1460.6144484396202	0.0	0.6852329408851227	0.27422425203970163	0.1926003651734686	0.28105633368472277	0.2521190491021073	0.490189555386154	2.411770562543283	0.490189555386154	0.09803988207056287	2.411770562543283	0.09803988207056287	0.059286807098219436	6.18236679634507E-5	1.343894435297197E-11	0.059488577535062974	6.229163823423876E-5	-111.36593203405161	33.107533769075104	151.48893197268836	205.1637550368358	326.317749717556	48.31631537976151	5.0	4.0	5.0	2.0	3.0	
151	-6410.148012525644	-6327.629970381925	-82.51804214371916	-6327.629970381925	365.69949943936376	1460.6144484396202	0.0	0.6852329408851227	0.27422425203970163	0.1926003651734686	0.28105633368472277	0.2521190491021073	0.490189555386154	2.411770562543283	0.490189555386154	0.09803988207056287	2.411770562543283	0.09803988207056287	0.059286807098219436	6.18236679634507E-5	1.343894435297197E-11	0.059488577535062974	6.229163823423876E-5	-111.36593203405161	33.107533769075104	151.48893197268836	205.1637550368358	326.317749717556	48.31631537976151	5.0	4.0	5.0	2.0	3.0	
152	-6410.148012525644	-6327.629970381925	-82.51804214371916	-6327.629970381925	365.69949943936376	1460.6144484396202	0.0	0.6852329408851227	0.27422425203970163	0.1926003651734686	0.28105633368472277	0.2521190491021073	0.490189555386154	2.411770562543283	0.490189555386154	0.09803988207056287	2.411770562543283	0.09803988207056287	0.059286807098219436	6.18236679634507E-5	1.343894435297197E-11	0.059488577535062974	6.229163823423876E-5	-111.36593203405161	33.107533769075104	151.48893197268836	205.1637550368358	326.317749717556	48.31631537976151	5.0	4.0	5.0	2.0	3.0	
153	-6377.193332048788	-6327.626638387404	-49.56669366138401	-6327.626638387404	388.2613496816083	1347.9842654613724	0.0	0.157824708205556	0.27769778870300865	0.18883272403058005	0.2801787850016984	0.2532907022647132	0.3296026696590172	2.5278901625280707	0.3296026696590172	0.14250716781291137	2.5278901625280707	0.14250716781291137	0.035746676169691925	6.243723152525468E-5	4.405667259296837E-12	0.033944234039489034	6.153389493197837E-5	-102.86848832897803	14.306563377419252	41.94917036175231	175.66752463516923	186.820616383755	95.28780525570377	7.0	2.0	3.0	3.0	4.0	
154	-6397.773306024019	-6327.594401018215	-70.17890500580437	-6327.594401018215	201.86119916883746	780.5957702475229	0.0	0.35120556456571206	0.24671054450032684	0.21030957404237152	0.28573783836124006	0.25724204309606186	0.46794644297074994	2.4256982239821423	0.46794644297074994	0.10635533304710725	2.4256982239821423	0.10635533304710725	0.06137465908464522	1.20663202728183E-4	6.142171413641821E-11	0.0645943479335195	1.2100645163816654E-4	-96.43078454801028	5.2571607350852965	19.517909593950197	18.169700808607868	186.35941741600433	187.54850612411659	3.0	1.0	3.0	4.0	8.0	
155	-6220.6228028666665	-6327.552910031481	106.93010716481399	-6327.552910031481	317.15590377407386	1245.7307840488197	0.0	0.6852329408851227	0.2698819190968547	0.20196360121846568	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.5721043319423633	0.32805019857998424	0.09984546947765194	2.5721043319423633	0.09984546947765194	5.902652966844906E-4	8.502570194395987E-5	2.2345094307637304E-15	5.558655777343802E-4	8.503252396747079E-5	-105.75700700021517	40.38536890059567	39.08316463477354	60.907155667974166	189.77694116241508	104.44699172761727	4.0	2.0	2.0	10.0	1.0	
156	-6220.6228028666665	-6327.552910031481	106.93010716481399	-6327.552910031481	317.15590377407386	1245.7307840488197	0.0	0.6852329408851227	0.2698819190968547	0.20196360121846568	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.5721043319423633	0.32805019857998424	0.09984546947765194	2.5721043319423633	0.09984546947765194	5.902652966844906E-4	8.502570194395987E-5	2.2345094307637304E-15	5.558655777343802E-4	8.503252396747079E-5	-105.75700700021517	40.38536890059567	39.08316463477354	60.907155667974166	189.77694116241508	104.44699172761727	4.0	2.0	2.0	10.0	1.0	
157	-6456.132705543415	-6327.543887378562	-128.58881816485265	-6327.543887378562	393.43799578883466	1606.458613917419	0.0	0.6852329408851227	0.26760986088676914	0.20423565942855124	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.4715753090088937	0.32805019857998424	0.2003744924111217	2.4715753090088937	0.2003744924111217	0.22418858843905592	5.8553929770684726E-5	2.1555210674506118E-10	0.23638349604282638	6.411477086517869E-5	-107.3879113643997	27.271564928906574	56.917912652803075	227.20499987665863	585.165951769312	106.80966884208262	4.0	4.0	5.0	2.0	4.0	
158	-6456.132705543415	-6327.543887378562	-128.58881816485265	-6327.543887378562	393.43799578883466	1606.458613917419	0.0	0.6852329408851227	0.26760986088676914	0.20423565942855124	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.4715753090088937	0.32805019857998424	0.2003744924111217	2.4715753090088937	0.2003744924111217	0.22418858843905592	5.8553929770684726E-5	2.1555210674506118E-10	0.23638349604282638	6.411477086517869E-5	-107.3879113643997	27.271564928906574	56.917912652803075	227.20499987665863	585.165951769312	106.80966884208262	4.0	4.0	5.0	2.0	4.0	
159	-6422.339140916961	-6327.531807465489	-94.8073334514724	-6327.531807465489	424.2707367824434	1635.387975240336	0.0	0.6852329408851227	0.26881809313513105	0.1926003651734686	0.28646249258929335	0.2521190491021073	0.47017983187085505	2.411770562543283	0.47017983187085505	0.11804960558586183	2.411770562543283	0.11804960558586183	0.05536429137341891	5.9915439089267446E-5	2.0159085363993697E-11	0.07343154398613341	6.0798390198389465E-5	-112.81826246460002	65.96232763290851	182.8389891040533	449.3264253968234	138.21478751907517	280.90717862216394	6.0	3.0	6.0	3.0	1.0	
160	-6322.172513069524	-6327.381496008361	5.2089829388365185	-6327.381496008361	379.34562464868645	1524.743614247658	0.0	0.6852329408851227	0.2698819190968547	0.20196360121846568	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.4715753090088937	0.32805019857998424	0.2003744924111217	2.4715753090088937	0.2003744924111217	0.0057401764184239175	6.478367739018471E-5	1.763429137142997E-13	0.006471974769236491	6.48107553903947E-5	-110.01080559433717	43.00662691794908	45.868515617258616	110.08510329005391	343.5628308162741	269.2772780823253	1.0	7.0	2.0	7.0	2.0	
161	-6398.097369675223	-6327.315391349404	-70.78197832581837	-6327.315391349404	343.95394963406994	1486.7934742118705	0.0	0.46653642339611817	0.2698819190968547	0.20196360121846568	0.2770185477835941	0.2511359319010858	0.32805019857998424	2.5578113546797043	0.32805019857998424	0.11413844674031107	2.5578113546797043	0.11413844674031107	0.061425833091978826	5.877209668854139E-5	9.882392765844967E-12	0.05435000060891428	5.7541823053784486E-5	-105.40732075836463	9.527509453826804	25.394217165978752	68.57590185865102	299.6784912944631	189.37252551713405	1.0	6.0	2.0	7.0	3.0	
162	-6333.243165195138	-6327.311379430899	-5.931785764238799	-6327.311379430899	499.49794503516125	1825.353757392112	0.0	0.2550585973974639	0.2574877330666096	0.21345455825015355	0.28048743646042035	0.24857027222281677	0.550309575260459	2.3317345736917887	0.550309575260459	0.11795585104775197	2.3317345736917887	0.11795585104775197	0.007281376934659718	5.083792050640504E-5	1.8497491797423962E-13	0.008441260962354227	5.0977768681336786E-5	-109.91929833044314	42.11050701659466	119.92415178588041	324.9858716471805	431.52145030532745	132.78993922398033	8.0	1.0	6.0	1.0	3.0	
163	-6333.243165195138	-6327.311379430899	-5.931785764238799	-6327.311379430899	499.49794503516125	1825.353757392112	0.0	0.2550585973974639	0.2574877330666096	0.21345455825015355	0.28048743646042035	0.24857027222281677	0.550309575260459	2.3317345736917887	0.550309575260459	0.11795585104775197	2.3317345736917887	0.11795585104775197	0.007281376934659718	5.083792050640504E-5	1.8497491797423962E-13	0.008441260962354227	5.0977768681336786E-5	-109.91929833044314	42.11050701659466	119.92415178588041	324.9858716471805	431.52145030532745	132.78993922398033	8.0	1.0	6.0	1.0	3.0	
164	-6368.476034794037	-6327.272529648477	-41.203505145560236	-6327.272529648477	516.339075010204	2276.3996723322557	0.0	0.22557269611093392	0.2701392503930927	0.20357774390144193	0.27615480686038857	0.25012819884507703	0.5180061048328233	2.3384400230371876	0.5180061048328233	0.143553872129989	2.3384400230371876	0.143553872129989	0.019872805960488838	4.737199043992575E-5	5.51248495690909E-13	0.01554771859368511	4.7554473423288527E-5	-116.22673139850103	31.713437824152493	100.43056582245431	468.30588161710415	552.5954693366019	723.262253763709	6.0	2.0	5.0	3.0	3.0	
165	-6368.476034794037	-6327.272529648477	-41.203505145560236	-6327.272529648477	516.339075010204	2276.3996723322557	0.0	0.22557269611093392	0.2701392503930927	0.20357774390144193	0.27615480686038857	0.25012819884507703	0.5180061048328233	2.3384400230371876	0.5180061048328233	0.143553872129989	2.3384400230371876	0.143553872129989	0.019872805960488838	4.737199043992575E-5	5.51248495690909E-13	0.01554771859368511	4.7554473423288527E-5	-116.22673139850103	31.713437824152493	100.43056582245431	468.30588161710415	552.5954693366019	723.262253763709	6.0	2.0	5.0	3.0	3.0	
166	-6368.476034794037	-6327.272529648477	-41.203505145560236	-6327.272529648477	516.339075010204	2276.3996723322557	0.0	0.22557269611093392	0.2701392503930927	0.20357774390144193	0.27615480686038857	0.25012819884507703	0.5180061048328233	2.3384400230371876	0.5180061048328233	0.143553872129989	2.3384400230371876	0.143553872129989	0.019872805960488838	4.737199043992575E-5	5.51248495690909E-13	0.01554771859368511	4.7554473423288527E-5	-116.22673139850103	31.713437824152493	100.43056582245431	468.30588161710415	552.5954693366019	723.262253763709	6.0	2.0	5.0	3.0	3.0	
167	-6448.794166592881	-6327.20337865269	-121.59078794019135	-6327.20337865269	556.1248271146437	2242.2775884254547	0.0	0.3002809918941282	0.2693251121814816	0.19058701597237784	0.28452909967220896	0.25555877217393186	0.3929390350566446	2.540279157794186	0.3929390350566446	0.06678180714916847	2.540279157794186	0.06678180714916847	0.1265935942839229	4.7968902330718166E-5	4.475959431731944E-11	0.13283664359361463	5.1760529650085915E-5	-119.30185973659361	66.18973759793599	189.3124038379384	457.9997221496398	1344.972204285593	226.61545908682075	6.0	2.0	3.0	6.0	2.0	
168	-6342.690989910672	-6327.183580022231	-15.507409888441552	-6327.183580022231	311.47848077065936	1205.5697305115177	0.0	0.15363459587477388	0.27050693508607854	0.19096343844396016	0.2801787850016984	0.25835084146826315	0.34086333954351783	2.6084010578846044	0.34086333954351783	0.05073560257187703	2.6084010578846044	0.05073560257187703	0.011425335957137241	9.591661287809985E-5	1.5253694182396427E-12	0.01288495851586229	9.570057383292287E-5	-107.86803004634973	20.869509425224248	41.745365642434116	84.57747662932555	164.97056332720592	82.1939263396699	2.0	2.0	4.0	9.0	2.0	
169	-6342.690989910672	-6327.183580022231	-15.507409888441552	-6327.183580022231	311.47848077065936	1205.5697305115177	0.0	0.15363459587477388	0.27050693508607854	0.19096343844396016	0.2801787850016984	0.25835084146826315	0.34086333954351783	2.6084010578846044	0.34086333954351783	0.05073560257187703	2.6084010578846044	0.05073560257187703	0.011425335957137241	9.591661287809985E-5	1.5253694182396427E-12	0.01288495851586229	9.570057383292287E-5	-107.86803004634973	20.869509425224248	41.745365642434116	84.57747662932555	164.97056332720592	82.1939263396699	2.0	2.0	4.0	9.0	2.0	
170	-6468.3005265071915	-6327.153593544322	-141.14693296287007	-6327.153593544322	763.0893893444766	2783.0053344869298	0.0	0.7298082239851736	0.26171031926731836	0.20295846063943704	0.2847453015804773	0.2505859185127675	0.46463432190506776	2.380656168942	0.46463432190506776	0.15470950915293175	2.380656168942	0.15470950915293175	0.25366453384333776	3.602672163189039E-5	7.700064724764759E-11	0.2500506649382169	3.484819286154334E-5	-117.03945673187721	57.51013517670102	93.10310143276244	319.69512922289783	484.6844784467278	315.62667592511457	4.0	4.0	1.0	9.0	1.0	
171	-6468.3005265071915	-6327.153593544322	-141.14693296287007	-6327.153593544322	763.0893893444766	2783.0053344869298	0.0	0.7298082239851736	0.26171031926731836	0.20295846063943704	0.2847453015804773	0.2505859185127675	0.46463432190506776	2.380656168942	0.46463432190506776	0.15470950915293175	2.380656168942	0.15470950915293175	0.25366453384333776	3.602672163189039E-5	7.700064724764759E-11	0.2500506649382169	3.484819286154334E-5	-117.03945673187721	57.51013517670102	93.10310143276244	319.69512922289783	484.6844784467278	315.62667592511457	4.0	4.0	1.0	9.0	1.0	
172	-6468.3005265071915	-6327.153593544322	-141.14693296287007	-6327.153593544322	763.0893893444766	2783.0053344869298	0.0	0.7298082239851736	0.26171031926731836	0.20295846063943704	0.2847453015804773	0.2505859185127675	0.46463432190506776	2.380656168942	0.46463432190506776	0.15470950915293175	2.380656168942	0.15470950915293175	0.25366453384333776	3.602672163189039E-5	7.700064724764759E-11	0.2500506649382169	3.484819286154334E-5	-117.03945673187721	57.51013517670102	93.10310143276244	319.69512922289783	484.6844784467278	315.62667592511457	4.0	4.0	1.0	9.0	1.0	
173	-6452.919745297862	-6327.122895067757	-125.7968502301051	-6327.122895067757	398.4531113564736	1547.3813665161815	0.0	0.18251615228489118	0.2497142749046957	0.21569377113208912	0.2840173852476319	0.25057456871558353	0.4720395479627557	2.389064652283361	0.4720395479627557	0.1388957997538832	2.389064652283361	0.1388957997538832	0.22145335312977532	6.026006598954281E-5	1.1375406239880591E-10	0.17651887190170754	5.940747171855553E-5	-112.15396217304907	39.02177487291702	81.18169816590567	262.9042233770514	329.49357940535924	307.35361769568743	4.0	1.0	1.0	6.0	7.0	
174	-6427.771355676803	-6327.096161849306	-100.67519382749722	-6327.096161849306	343.3318161101768	1207.4743543583754	0.0	0.3002809918941282	0.27769778870300865	0.19058701597237784	0.2801787850016984	0.25153641032291535	0.34086333954351783	2.6084010578846044	0.34086333954351783	0.05073560257187703	2.6084010578846044	0.05073560257187703	0.11866194282594371	7.725174159123334E-5	1.1285508893234907E-10	0.12613973894383348	8.413613796534326E-5	-101.48398816795012	12.093383517597713	31.25655160960869	106.00898020459866	225.2325419612958	237.16088696045378	3.0	4.0	3.0	8.0	1.0	
175	-6465.441982125201	-6327.0888174728425	-138.35316465235894	-6327.0888174728425	545.9658152925857	1892.3968727327128	0.0	0.18251615228489118	0.2484115784954507	0.21699646754133411	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.389064652283361	0.4720395479627557	0.1388957997538832	2.389064652283361	0.1388957997538832	0.2686712444187591	5.083967962369704E-5	1.9636614885479667E-10	0.26312101108178465	5.191463681844408E-5	-114.14970565923062	17.106031716323642	26.850582975512697	90.84390401829103	163.2858353431217	150.41457944978868	1.0	3.0	5.0	3.0	7.0	
176	-6465.441982125201	-6327.0888174728425	-138.35316465235894	-6327.0888174728425	545.9658152925857	1892.3968727327128	0.0	0.18251615228489118	0.2484115784954507	0.21699646754133411	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.389064652283361	0.4720395479627557	0.1388957997538832	2.389064652283361	0.1388957997538832	0.2686712444187591	5.083967962369704E-5	1.9636614885479667E-10	0.26312101108178465	5.191463681844408E-5	-114.14970565923062	17.106031716323642	26.850582975512697	90.84390401829103	163.2858353431217	150.41457944978868	1.0	3.0	5.0	3.0	7.0	
177	-6377.444897989891	-6327.050129689619	-50.394768300272055	-6327.050129689619	339.8133615681651	1265.8153748215582	0.0	0.3002809918941282	0.27769778870300865	0.1923712556728019	0.2801787850016984	0.24975217062249133	0.3296026696590172	2.5278901625280707	0.3296026696590172	0.14250716781291137	2.5278901625280707	0.14250716781291137	0.030988072390614036	7.281459394436035E-5	6.740959858713193E-12	0.03559590529700559	7.342718358455851E-5	-102.77051279377521	10.752215182082256	25.417909756759723	97.57121452118473	177.28950902614102	147.50944699132876	4.0	2.0	1.0	9.0	3.0	
178	-6377.444897989891	-6327.050129689619	-50.394768300272055	-6327.050129689619	339.8133615681651	1265.8153748215582	0.0	0.3002809918941282	0.27769778870300865	0.1923712556728019	0.2801787850016984	0.24975217062249133	0.3296026696590172	2.5278901625280707	0.3296026696590172	0.14250716781291137	2.5278901625280707	0.14250716781291137	0.030988072390614036	7.281459394436035E-5	6.740959858713193E-12	0.03559590529700559	7.342718358455851E-5	-102.77051279377521	10.752215182082256	25.417909756759723	97.57121452118473	177.28950902614102	147.50944699132876	4.0	2.0	1.0	9.0	3.0	
179	-6416.221949160597	-6327.006549325496	-89.21539983510183	-6327.006549325496	423.63513981850593	1696.9447272714206	0.0	0.18251615228489118	0.2497142749046957	0.21569377113208912	0.2766902969562245	0.25790165700699097	0.4720395479627557	2.389064652283361	0.4720395479627557	0.1388957997538832	2.389064652283361	0.1388957997538832	0.0758399473057807	6.137652392534635E-5	2.2024147657865932E-11	0.0773221179601104	6.081842657475966E-5	-109.9628246711577	21.729578340052164	87.20508031165542	147.1605626299891	361.9569507729068	185.5658602500941	5.0	2.0	1.0	5.0	6.0	
180	-6396.115807419233	-6326.83337805316	-69.28242936607246	-6326.83337805316	428.5977371953478	1757.2855062847843	0.0	0.5276311457540007	0.2662723378105226	0.19990838687452903	0.2907550968477975	0.2430641784671511	0.3662644847157175	2.506120342840838	0.3662644847157175	0.12761517244344395	2.506120342840838	0.12761517244344395	0.044648311131698586	5.9930365630026876E-5	5.5632459823158505E-12	0.039695332664635166	5.983577460888333E-5	-110.8491692271178	36.92610606649506	229.742462770652	365.84523381824016	381.61425831340995	127.89699216355552	8.0	2.0	5.0	3.0	1.0	
181	-6396.115807419233	-6326.83337805316	-69.28242936607246	-6326.83337805316	428.5977371953478	1757.2855062847843	0.0	0.5276311457540007	0.2662723378105226	0.19990838687452903	0.2907550968477975	0.2430641784671511	0.3662644847157175	2.506120342840838	0.3662644847157175	0.12761517244344395	2.506120342840838	0.12761517244344395	0.044648311131698586	5.9930365630026876E-5	5.5632459823158505E-12	0.039695332664635166	5.983577460888333E-5	-110.8491692271178	36.92610606649506	229.742462770652	365.84523381824016	381.61425831340995	127.89699216355552	8.0	2.0	5.0	3.0	1.0	
182	-6320.698009154472	-6326.716609297184	6.018600142711692	-6326.716609297184	401.5741365503771	1443.728049474621	0.0	0.3002809918941282	0.27769778870300865	0.19058701597237784	0.2801787850016984	0.25153641032291535	0.34086333954351783	2.6084010578846044	0.34086333954351783	0.05073560257187703	2.6084010578846044	0.05073560257187703	0.007240553300084539	6.947690770221859E-5	1.8251913898662238E-13	0.006157126357866793	6.947639642351403E-5	-106.73713428071545	25.1246711216745	87.95977080955582	476.4927118701221	498.29904635095505	105.48178441724127	5.0	3.0	1.0	7.0	3.0	
183	-6428.096297319207	-6326.694181289298	-101.40211602990871	-6326.694181289298	469.85564734795446	1872.4203001776236	0.0	0.6852329408851227	0.27815904507230527	0.18702497282758854	0.28171428593594605	0.2531016961641605	0.47017983187085505	2.411770562543283	0.47017983187085505	0.11804960558586183	2.411770562543283	0.11804960558586183	0.09127438183183945	5.263819273444226E-5	2.2819076108688354E-11	0.09291498271031838	5.233895952543891E-5	-111.7213519397654	52.312803608970505	130.29344189258305	127.68723058279252	561.807045465701	389.8852806689642	6.0	1.0	3.0	4.0	5.0	
