Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	
28	5310.0	469.0	2.2488894673994793	2.359236884133601	3.250997760182301	4.237232009974484	5.476014527816595	6.282533282106762	9.476252183751853	12.644646495715925	13.698683167068111	14.082202674618365	20.89822394391276	21.664489559899124	24.985224891315553	1602.0	51.56021620011973	62.162258235970945	842.0	64.32487990273206	
29	5311.0	470.0	2.4689389317312873	609.0	3.2301306812123727	478.0	5.52973208431564	6.286003048744533	10.442132694332429	11.619962219584153	11.918498970961053	14.059039072080978	22.50197092215788	23.719546286383093	281.0	65.83007048863955	68.59446776228711	77.26346434777714	78.00138524206979	1119.0	
30	5311.0	470.0	2.4689389317312873	609.0	3.2301306812123727	478.0	5.52973208431564	6.286003048744533	10.442132694332429	11.619962219584153	11.918498970961053	14.059039072080978	22.50197092215788	23.719546286383093	281.0	65.83007048863955	68.59446776228711	77.26346434777714	78.00138524206979	1119.0	
31	5314.0	1.801212626787347	2.5560005339600167	611.0	3.4325885931969964	479.0	384.0	7.5890162074578456	10.543375049069411	11.503237198912032	14.534549084229965	18.100908716796795	18.453846152425427	22.50676018402701	26.131240392244436	68.52037081262905	1028.0	1205.0	85.71903090143293	85.93466852277693	
32	5315.0	5.02073969202273	5.080741932741475	5.295560919491308	610.0	5.584062245232232	5.616894408043279	6.703991685905962	9.015125258314654	13.27019572257855	14.263584968471534	15.500763891696707	22.053482637517554	23.525054785219595	24.58715817803275	1604.0	70.02028243071643	1206.0	79.74791824751416	80.42246195040302	
33	5316.0	1.9772488800836356	2.130023152494914	2.450400284060578	4.845491845498088	5.884247892297267	6.8089496683863615	7.763373931484551	13.631893229421621	13.95187919339309	15.407888065239419	17.60874370283902	18.861800181944403	22.756715740283987	23.304962138824948	61.918598637638155	1029.0	1207.0	71.68905509658518	74.04814990322774	
34	5316.0	1.9772488800836356	2.130023152494914	2.450400284060578	4.845491845498088	5.884247892297267	6.8089496683863615	7.763373931484551	13.631893229421621	13.95187919339309	15.407888065239419	17.60874370283902	18.861800181944403	22.756715740283987	23.304962138824948	61.918598637638155	1029.0	1207.0	71.68905509658518	74.04814990322774	
35	5319.0	473.0	2.646609465648126	2.760661800448915	3.098133601525376	5.234528418424844	5.929396065603939	409.0	10.015862676696983	11.522843731855644	13.097679528391595	14.585258717476364	23.271180869004368	26.838480118868574	282.0	66.68659395878862	68.44099377322794	73.32620407635875	74.69480888333686	1120.0	
36	5324.0	1.0364995359207967	2.316233127614481	3.4292777179811367	5.3329603523629885	7.445665693367744	9.295099649968591	9.504053938956162	13.68157673947303	14.0382785359607	14.140869124302952	19.894200182735304	20.465250969568913	24.41826079505386	25.479471182195482	68.77614607301658	1031.0	1209.0	78.4909237263936	78.67086977708246	
37	5325.0	1.6519536189881165	2.0524288755653544	3.406206778098891	4.594576381660588	5.444515315927418	6.221633485047349	6.50356033770295	11.468867119610593	14.034981796850957	14.835078131601975	16.411175826492787	16.707875950866338	18.160184140754865	22.5787324100586	1609.0	63.325059605877016	68.78946559856968	847.0	71.5482186230016	
