Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	popSize	CoalescentConstant	proportionInvariant	
819	-11412.521379088288	-11469.354529232449	56.833150144161486	-11469.354529232449	0.20937870311539722	1.3956610838029018	0.31593044492542816	0.20224139579090764	0.23936246539314016	0.24246569389052425	0.052487800276522986	2.1576858856064454	0.33438192812171497	0.052487800276522986	3.0685746575970794	0.33438192812171497	0.07763560413820392	0.047646175913922076	1.1086840875726178E-5	0.06935881085648626	0.048572186675737636	0.239273099989311	6.67611351482255	0.775746132501352	
820	-11412.521379088288	-11469.354529232449	56.833150144161486	-11469.354529232449	0.20937870311539722	1.3956610838029018	0.31593044492542816	0.20224139579090764	0.23936246539314016	0.24246569389052425	0.052487800276522986	2.1576858856064454	0.33438192812171497	0.052487800276522986	3.0685746575970794	0.33438192812171497	0.07763560413820392	0.047646175913922076	1.1086840875726178E-5	0.06935881085648626	0.048572186675737636	0.239273099989311	6.67611351482255	0.775746132501352	
821	-11459.549569817833	-11469.348208508538	9.798638690705086	-11469.348208508538	0.16270016815950292	1.0114746991896912	0.3036090125371669	0.20099323658939788	0.24384302952990472	0.25155472134353063	0.05763849940193323	2.1896458838888706	0.29577688984536527	0.05763849940193323	3.103523337616533	0.29577688984536527	0.2506675789665546	0.06700478958716966	2.637074390810978E-4	0.24125901940535913	0.06349178623356509	0.19820796935331653	12.537371669427804	0.8542419459436689	
822	-11474.741565722175	-11469.34724643589	-5.39431928628592	-11469.34724643589	0.19199791160009555	1.244685291318321	0.3036090125371669	0.20099323658939788	0.24384302952990472	0.25155472134353063	0.11680609743246335	2.1290808587273107	0.2795850479808421	0.11680609743246335	3.078136850446079	0.2795850479808421	0.2625212542159401	0.05917089847735836	3.6581370430961767E-4	0.34363818197287066	0.054387852217901315	0.17861035970557226	7.1475217840578225	0.8542419459436689	
823	-11474.741565722175	-11469.34724643589	-5.39431928628592	-11469.34724643589	0.19199791160009555	1.244685291318321	0.3036090125371669	0.20099323658939788	0.24384302952990472	0.25155472134353063	0.11680609743246335	2.1290808587273107	0.2795850479808421	0.11680609743246335	3.078136850446079	0.2795850479808421	0.2625212542159401	0.05917089847735836	3.6581370430961767E-4	0.34363818197287066	0.054387852217901315	0.17861035970557226	7.1475217840578225	0.8542419459436689	
824	-11460.182416284697	-11469.323187093401	9.140770808703579	-11469.323187093401	0.8937314341654121	5.246296807210675	0.32452232430159444	0.1921453135582385	0.2366060416837568	0.2467263204564105	0.12141935096670353	1.9967922414989052	0.2575048298646253	0.12141935096670353	3.245359396838438	0.2575048298646253	0.12319987787146021	0.01297904725665548	2.5952469788352415E-6	0.12560791296931956	0.013139829054154931	1.309646759500611	-18.327294593503755	0.7892451875389698	
825	-11429.576537734962	-11469.317082173618	39.74054443865629	-11469.317082173618	0.29531650989175406	2.0054275935241117	0.3080307768550093	0.2115125698058179	0.24410791348631505	0.23634873985285793	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.10744312403114108	0.03224863014280312	7.234071125230592E-6	0.08505019440723031	0.03200193575770596	0.3613542331247093	0.14698903418402198	0.775746132501352	
826	-11429.576537734962	-11469.317082173618	39.74054443865629	-11469.317082173618	0.29531650989175406	2.0054275935241117	0.3080307768550093	0.2115125698058179	0.24410791348631505	0.23634873985285793	0.06602666894698817	2.0189968847439275	0.30917709569775487	0.06602666894698817	3.2305955859665874	0.30917709569775487	0.10744312403114108	0.03224863014280312	7.234071125230592E-6	0.08505019440723031	0.03200193575770596	0.3613542331247093	0.14698903418402198	0.775746132501352	
827	-11360.790387893963	-11469.315609334544	108.52522144058108	-11469.315609334544	0.26110630015131875	1.7565142710985007	0.3064053493245831	0.20273326038511558	0.24774940776810825	0.24311198252219324	0.09816438628578077	2.1085941101211754	0.2795850479808421	0.09816438628578077	3.1359070213455795	0.2795850479808421	0.017995187805317715	0.039089269098209714	3.840349172256674E-7	0.015842279903120093	0.03913728858857612	0.3967462988314693	2.148546173266037	0.7334658189498809	
828	-11360.790387893963	-11469.315609334544	108.52522144058108	-11469.315609334544	0.26110630015131875	1.7565142710985007	0.3064053493245831	0.20273326038511558	0.24774940776810825	0.24311198252219324	0.09816438628578077	2.1085941101211754	0.2795850479808421	0.09816438628578077	3.1359070213455795	0.2795850479808421	0.017995187805317715	0.039089269098209714	3.840349172256674E-7	0.015842279903120093	0.03913728858857612	0.3967462988314693	2.148546173266037	0.7334658189498809	
829	-11360.790387893963	-11469.315609334544	108.52522144058108	-11469.315609334544	0.26110630015131875	1.7565142710985007	0.3064053493245831	0.20273326038511558	0.24774940776810825	0.24311198252219324	0.09816438628578077	2.1085941101211754	0.2795850479808421	0.09816438628578077	3.1359070213455795	0.2795850479808421	0.017995187805317715	0.039089269098209714	3.840349172256674E-7	0.015842279903120093	0.03913728858857612	0.3967462988314693	2.148546173266037	0.7334658189498809	
