Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	proportionInvariant	mutationRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
10	-3525.6402583379545	-3436.171322770304	-89.46893556765052	-3436.171322770304	53.788511902433015	245.36072521545003	8.269698485154246E-4	0.2717266895277707	2.133732290362229	0.5945410201100001	0.2717266895277707	2.133732290362229	0.5945410201100001	0.7080927004716042	0.484162893949463	-72.15842503125839	5.246623796665466	6.814066452388781	12.016319187169145	36.56865211930282	22.3350050291414	7.0	2.0	1.0	6.0	3.0	
11	-3515.505274707715	-3436.0240975168654	-79.48117719084992	-3436.0240975168654	41.17008552851288	172.94004597129134	9.461896042241189E-4	0.25465876699967727	2.3427270589882028	0.40261417401211985	0.25465876699967727	2.3427270589882028	0.40261417401211985	0.7080927004716042	0.5758376861013201	-66.94320383149504	1.6542761313626433	3.319910581552914	2.9003640317629937	7.958845330964549	16.869087538982537	3.0	1.0	2.0	3.0	10.0	
12	-3517.2421775171374	-3435.8814793371967	-81.36069817994097	-3435.8814793371967	37.82315341053054	204.954918502148	9.782329126942798E-4	0.1415144624639458	2.4619527891575084	0.39653274837854524	0.1415144624639458	2.4619527891575084	0.39653274837854524	0.7080927004716042	0.484162893949463	-65.03370840557109	2.918888527313802	2.3359111112338113	8.64694158516857	33.26557422575635	1.685865802415519	1.0	2.0	6.0	8.0	2.0	
13	-3519.8496311897597	-3435.8686346122217	-83.98099657753808	-3435.8686346122217	55.05691655432727	236.82578095890196	9.160874854824611E-4	0.2006033237602014	2.3322116544084337	0.46718502183136473	0.2006033237602014	2.3322116544084337	0.46718502183136473	0.7080927004716042	0.3884259900995224	-65.46406178738036	1.503520223865301	3.86698889608964	7.599817588667453	39.425945753209106	73.6055846686908	7.0	1.0	1.0	2.0	8.0	
14	-3547.751479219265	-3435.2554337158654	-112.49604550339988	-3435.2554337158654	73.55926343632262	391.08769438905534	2.58545660688165E-4	0.08795863728311624	2.3503843346464253	0.5616570280704584	0.08795863728311624	2.3503843346464253	0.5616570280704584	0.7080927004716042	0.9608664085348095	-88.22567291539751	13.25244579619458	8.691409127849262	46.98512348111397	81.38985265504928	76.2218297824525	5.0	2.0	7.0	3.0	2.0	
15	-3549.6113335946793	-3435.06079184527	-114.55054174940912	-3435.06079184527	84.69182987434414	366.0348906422182	3.924582699831588E-4	0.05992724195348903	2.1225888579971692	0.8174839000493418	0.05992724195348903	2.1225888579971692	0.8174839000493418	0.7080927004716042	0.6626480965975832	-88.96866637021286	22.984750181702758	46.32746225475221	155.6736196288614	87.2193672161824	37.99877683586033	4.0	6.0	2.0	5.0	2.0	
16	-3549.6113335946793	-3435.06079184527	-114.55054174940912	-3435.06079184527	84.69182987434414	366.0348906422182	3.924582699831588E-4	0.05992724195348903	2.1225888579971692	0.8174839000493418	0.05992724195348903	2.1225888579971692	0.8174839000493418	0.7080927004716042	0.6626480965975832	-88.96866637021286	22.984750181702758	46.32746225475221	155.6736196288614	87.2193672161824	37.99877683586033	4.0	6.0	2.0	5.0	2.0	
17	-3517.1733228029557	-3434.9083762093487	-82.26494659360698	-3434.9083762093487	46.36358744962726	196.94019466601543	0.0010873904526151757	0.08743123451809026	2.548717319562724	0.3638514459191861	0.08743123451809026	2.548717319562724	0.3638514459191861	0.7080927004716042	0.484162893949463	-64.97631607778378	2.7364582411643017	3.124680178986701	9.115243461813144	34.75819471374459	42.77687592702448	4.0	4.0	1.0	4.0	6.0	
18	-3545.1016477732323	-3434.8272318821564	-110.27441589107609	-3434.8272318821564	51.74492409909871	303.3581893717464	4.0571483973195893E-4	0.10284515613006703	2.3808126323041967	0.5163422115657361	0.10284515613006703	2.3808126323041967	0.5163422115657361	0.7080927004716042	0.9608664085348095	-87.18596747513844	24.69234027107617	55.62701012449576	49.936768146239054	16.561626202749242	41.3494767724235	6.0	2.0	9.0	1.0	1.0	
19	-3545.1016477732323	-3434.8272318821564	-110.27441589107609	-3434.8272318821564	51.74492409909871	303.3581893717464	4.0571483973195893E-4	0.10284515613006703	2.3808126323041967	0.5163422115657361	0.10284515613006703	2.3808126323041967	0.5163422115657361	0.7080927004716042	0.9608664085348095	-87.18596747513844	24.69234027107617	55.62701012449576	49.936768146239054	16.561626202749242	41.3494767724235	6.0	2.0	9.0	1.0	1.0	
20	-3543.1597303332965	-3434.658285182103	-108.50144515119318	-3434.658285182103	62.62072517646316	306.31221660171366	2.58545660688165E-4	0.08799165362984822	2.387075800333894	0.524932546036257	0.08799165362984822	2.387075800333894	0.524932546036257	0.7080927004716042	0.9608664085348095	-84.04976168904037	13.803870267861408	31.739506855787432	100.58440865538266	84.11243360300635	36.70452746963923	3.0	9.0	2.0	2.0	3.0	
21	-3532.5239305746377	-3434.6389824667485	-97.88494810788906	-3434.6389824667485	58.5215357151249	267.5228699218959	3.5035972973489416E-4	0.3314326706814506	2.2408982052282753	0.4276691240902737	0.3314326706814506	2.2408982052282753	0.4276691240902737	0.7080927004716042	0.9608664085348095	-73.01291457892945	4.8582004926284235	35.9149064300411	58.437536415049415	28.81280022699264	35.37886385899856	8.0	4.0	3.0	2.0	2.0	
22	-3525.6115755416654	-3434.617598773776	-90.99397676788952	-3434.617598773776	80.31468191800056	370.8849081457217	4.7157751767350393E-4	0.26310274385552823	2.290739061837148	0.4461581943073233	0.26310274385552823	2.290739061837148	0.4461581943073233	0.7080927004716042	0.5758376861013201	-74.10015793619101	1.1514652257923874	2.8228699461840367	7.595513000710995	18.345040498169624	66.62015708194487	4.0	3.0	1.0	1.0	10.0	
23	-3548.3240458472237	-3434.4349160058246	-113.88912984139918	-3434.4349160058246	79.0433358088536	418.6705822967152	3.870509170476801E-4	0.06549334455396032	2.176058559969825	0.7584480954762143	0.06549334455396032	2.176058559969825	0.7584480954762143	0.7080927004716042	0.6626480965975832	-88.2699729422737	8.068427019493514	44.320719606127746	57.842129198118336	66.71909436319098	123.65950172894024	6.0	3.0	2.0	3.0	5.0	
24	-3525.254882124	-3434.3897967683015	-90.86508535569851	-3434.3897967683015	39.067313615414804	200.08681885834872	9.368843372011687E-4	0.17331678357106767	2.124593460007482	0.7020897564214496	0.17331678357106767	2.124593460007482	0.7020897564214496	0.7080927004716042	0.484162893949463	-70.33484972768822	6.43263300934204	9.257758070688267	47.691377022527	44.56045761022043	5.378513192942896	1.0	6.0	8.0	1.0	3.0	
25	-3537.0484711064864	-3434.2888699310224	-102.75960117546414	-3434.2888699310224	62.379366965963435	284.6828543648576	3.6086667698508485E-4	0.04054647908437077	2.1786366380589213	0.780816882856707	0.04054647908437077	2.1786366380589213	0.780816882856707	0.7080927004716042	0.9723712225855506	-79.11525027516035	12.996723720761992	9.733552471415292	44.99628498079634	97.277886522496	34.00918696789472	1.0	6.0	7.0	4.0	1.0	
