Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	proportionInvariant	mutationRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	
291	-3524.1759979094118	-3427.6035271494316	-96.57247075998002	-3427.6035271494316	56.947078773967576	279.41717383391136	3.4505431346563086E-4	0.04505021864501196	2.4471794154723443	0.5077703658826439	0.04505021864501196	2.4471794154723443	0.5077703658826439	0.7080927004716042	0.9723712225855506	-76.36290866593754	9.680520242764393	7.6564905550419695	6.836725993153752	16.03355531715068	79.13750998704425	3.0	2.0	3.0	1.0	10.0	
292	-3515.247961777168	-3427.5703098013933	-87.67765197577475	-3427.5703098013933	55.13566503850255	220.9736673846922	7.784934383013567E-4	0.0637699332559768	2.5895888639511386	0.3466412027928846	0.0637699332559768	2.5895888639511386	0.3466412027928846	0.7997341857733092	0.5625173698406402	-70.87620629607953	4.649811021442259	7.324930476183915	10.088888476029938	7.408774476211984	31.937292172563822	2.0	2.0	3.0	2.0	10.0	
293	-3533.671058584511	-3427.5529350649517	-106.11812351955902	-3427.5529350649517	66.32700332350404	333.28035062837984	3.3893113359746626E-4	0.1449999264086109	2.1667005825304497	0.6882994910609394	0.1449999264086109	2.1667005825304497	0.6882994910609394	0.7080927004716042	0.9608664085348095	-82.62836217830679	13.151640586939763	25.800703403300176	55.24202732321037	117.80995050059359	12.945399762357857	3.0	4.0	7.0	1.0	4.0	
294	-3533.671058584511	-3427.5529350649517	-106.11812351955902	-3427.5529350649517	66.32700332350404	333.28035062837984	3.3893113359746626E-4	0.1449999264086109	2.1667005825304497	0.6882994910609394	0.1449999264086109	2.1667005825304497	0.6882994910609394	0.7080927004716042	0.9608664085348095	-82.62836217830679	13.151640586939763	25.800703403300176	55.24202732321037	117.80995050059359	12.945399762357857	3.0	4.0	7.0	1.0	4.0	
295	-3527.5891573604476	-3427.5523262927773	-100.03683106767053	-3427.5523262927773	54.20462910968296	280.1475904748328	4.1715166573250796E-4	0.06937287866508145	2.32675959437966	0.6038675269552585	0.06937287866508145	2.32675959437966	0.6038675269552585	0.7080927004716042	0.9723712225855506	-77.25834258110038	7.653848809133478	16.389971466184384	77.05692663530498	50.47739503959531	8.854353922595017	7.0	1.0	6.0	3.0	2.0	
296	-3527.5891573604476	-3427.5523262927773	-100.03683106767053	-3427.5523262927773	54.20462910968296	280.1475904748328	4.1715166573250796E-4	0.06937287866508145	2.32675959437966	0.6038675269552585	0.06937287866508145	2.32675959437966	0.6038675269552585	0.7080927004716042	0.9723712225855506	-77.25834258110038	7.653848809133478	16.389971466184384	77.05692663530498	50.47739503959531	8.854353922595017	7.0	1.0	6.0	3.0	2.0	
297	-3521.355601666308	-3427.535882652358	-93.81971901394984	-3427.535882652358	55.05208925158447	267.9289455194281	6.348313453546601E-4	0.09146198162153904	2.3899884612468307	0.5185495571316294	0.09146198162153904	2.3899884612468307	0.5185495571316294	0.7080927004716042	0.5259590614470614	-73.35571467683307	4.9219896105705185	11.863890401805845	38.27538441611346	66.95256480260755	14.126536786358763	5.0	4.0	1.0	7.0	2.0	
298	-3532.74858788004	-3427.520114343662	-105.22847353637788	-3427.520114343662	55.20605492859944	289.5674747162618	0.0014125064918494	0.12436458918192864	2.2088919803218765	0.6667434304961942	0.12436458918192864	2.2088919803218765	0.6667434304961942	0.7080927004716042	0.2525073020840185	-80.58950934150336	18.035411895688586	83.70514156065583	60.37511982527011	85.37764222579462	40.903176999745334	8.0	1.0	5.0	1.0	4.0	
299	-3532.74858788004	-3427.520114343662	-105.22847353637788	-3427.520114343662	55.20605492859944	289.5674747162618	0.0014125064918494	0.12436458918192864	2.2088919803218765	0.6667434304961942	0.12436458918192864	2.2088919803218765	0.6667434304961942	0.7080927004716042	0.2525073020840185	-80.58950934150336	18.035411895688586	83.70514156065583	60.37511982527011	85.37764222579462	40.903176999745334	8.0	1.0	5.0	1.0	4.0	
300	-3540.918890740809	-3427.5194256180966	-113.399465122712	-3427.5194256180966	72.5294792508257	349.720497997828	2.510933610125992E-4	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.7080927004716042	1.3195728300654277	-89.77242710833643	15.504055216498916	38.19200942469021	27.994295123209653	67.25164115323464	73.02048917048717	4.0	1.0	3.0	10.0	1.0	
301	-3540.918890740809	-3427.5194256180966	-113.399465122712	-3427.5194256180966	72.5294792508257	349.720497997828	2.510933610125992E-4	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.7080927004716042	1.3195728300654277	-89.77242710833643	15.504055216498916	38.19200942469021	27.994295123209653	67.25164115323464	73.02048917048717	4.0	1.0	3.0	10.0	1.0	
302	-3540.918890740809	-3427.5194256180966	-113.399465122712	-3427.5194256180966	72.5294792508257	349.720497997828	2.510933610125992E-4	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.7080927004716042	1.3195728300654277	-89.77242710833643	15.504055216498916	38.19200942469021	27.994295123209653	67.25164115323464	73.02048917048717	4.0	1.0	3.0	10.0	1.0	
303	-3540.918890740809	-3427.5194256180966	-113.399465122712	-3427.5194256180966	72.5294792508257	349.720497997828	2.510933610125992E-4	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.7080927004716042	1.3195728300654277	-89.77242710833643	15.504055216498916	38.19200942469021	27.994295123209653	67.25164115323464	73.02048917048717	4.0	1.0	3.0	10.0	1.0	
304	-3555.0014309541184	-3427.488171880714	-127.51325907340401	-3427.488171880714	146.80317104185133	601.8559695466225	2.192203495602572E-4	0.10847153476896713	2.369241722980842	0.5222867422501907	0.10847153476896713	2.369241722980842	0.5222867422501907	0.7080927004716042	0.6626480965975832	-98.29291680480713	74.04906741002725	145.29173560971475	108.29204667297368	291.0800388726447	84.37360526149477	7.0	6.0	1.0	1.0	4.0	
305	-3526.7894257572325	-3427.47487614479	-99.3145496124423	-3427.47487614479	56.42671995757729	252.50466963300772	7.464261455392173E-4	0.09146198162153904	2.3899884612468307	0.5185495571316294	0.09146198162153904	2.3899884612468307	0.5185495571316294	0.7080927004716042	0.5259590614470614	-75.44658710528724	7.927282035530793	34.020404044300335	68.53039844067402	97.03732880446205	30.91750785412126	7.0	4.0	1.0	3.0	4.0	
306	-3546.6359130536466	-3427.474413338847	-119.16149971479946	-3427.474413338847	65.02425041706614	345.15965255369997	3.694147159179137E-4	0.1683797151145382	2.264239309179938	0.5673809757055237	0.1683797151145382	2.264239309179938	0.5673809757055237	0.7717058604232105	0.6626480965975832	-91.88189273092713	39.87731610356744	64.80426867651063	18.5778749981782	90.54012295450167	175.19998312236308	9.0	6.0	2.0	1.0	1.0	
307	-3546.6359130536466	-3427.474413338847	-119.16149971479946	-3427.474413338847	65.02425041706614	345.15965255369997	3.694147159179137E-4	0.1683797151145382	2.264239309179938	0.5673809757055237	0.1683797151145382	2.264239309179938	0.5673809757055237	0.7717058604232105	0.6626480965975832	-91.88189273092713	39.87731610356744	64.80426867651063	18.5778749981782	90.54012295450167	175.19998312236308	9.0	6.0	2.0	1.0	1.0	
308	-3535.0473911662025	-3427.453186936457	-107.59420422974556	-3427.453186936457	80.09772508065018	406.8480037398177	2.4077384459785694E-4	0.14315337103288744	2.4508676929757613	0.40597893599135115	0.14315337103288744	2.4508676929757613	0.40597893599135115	0.7080927004716042	0.9723712225855506	-84.61750299464035	4.18693195344626	9.799413748612123	52.168717224200094	52.00338977108237	67.17298822818242	3.0	4.0	1.0	2.0	9.0	
309	-3535.0473911662025	-3427.453186936457	-107.59420422974556	-3427.453186936457	80.09772508065018	406.8480037398177	2.4077384459785694E-4	0.14315337103288744	2.4508676929757613	0.40597893599135115	0.14315337103288744	2.4508676929757613	0.40597893599135115	0.7080927004716042	0.9723712225855506	-84.61750299464035	4.18693195344626	9.799413748612123	52.168717224200094	52.00338977108237	67.17298822818242	3.0	4.0	1.0	2.0	9.0	
310	-3542.2722840164956	-3427.436664326246	-114.8356196902495	-3427.436664326246	117.95213113637885	589.1826642975822	2.520069788843213E-4	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.7080927004716042	0.6626480965975832	-89.25014673919394	7.144997996502499	15.898519599329235	83.35765878407426	154.2269118852263	79.88193971307808	6.0	1.0	1.0	8.0	3.0	
311	-3542.2722840164956	-3427.436664326246	-114.8356196902495	-3427.436664326246	117.95213113637885	589.1826642975822	2.520069788843213E-4	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.7080927004716042	0.6626480965975832	-89.25014673919394	7.144997996502499	15.898519599329235	83.35765878407426	154.2269118852263	79.88193971307808	6.0	1.0	1.0	8.0	3.0	
312	-3542.2722840164956	-3427.436664326246	-114.8356196902495	-3427.436664326246	117.95213113637885	589.1826642975822	2.520069788843213E-4	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.1683797151145382	2.1802386024562965	0.6513816824291654	0.7080927004716042	0.6626480965975832	-89.25014673919394	7.144997996502499	15.898519599329235	83.35765878407426	154.2269118852263	79.88193971307808	6.0	1.0	1.0	8.0	3.0	
313	-3526.1627315700607	-3427.4151525593184	-98.74757901074253	-3427.4151525593184	61.27486451453909	295.1565207091579	2.58545660688165E-4	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.12315712174118554	2.4916694187587938	0.3851734595000207	0.7080927004716042	1.3195728300654277	-79.334825941412	3.478953454996177	7.082985710311004	21.779722125744318	51.94715478706637	8.159668719331824	1.0	5.0	2.0	9.0	2.0	
