#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	NSlikelihood	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
1442	-3640.1667939563076	0:9.976592602136117	1.6327541298890154	2.489597821469072	3.122175761508185	4.160031383068869	4.477327289494685	4.611923543459483	5.619314075617467	7.035285057036155	8.186083077997987	8.282282866183971	10.153156584154974	11.227134861589365	11.45240354162595	12.159988889053972	14.084680386257746	15.925460657178874	16.03534057317141	18.38367180780725	23.83215336456766
1443	-3640.1024622874056	0:8.323263852097456	2.1347943580723445	2.9338003491674947	3.1199722082643717	4.091958762634313	4.564278102227032	4.717406536880386	4.998961315697002	5.208973297014037	5.33584644139032	9.158076974658291	10.648538978221042	11.32582552444468	11.468604056881084	13.986783825648985	14.356756262082726	14.491268484279026	17.213498130750143	17.512008474594438	21.716944624592333
1444	-3639.931089458999	0:21.82576682104516	2.838273521598694	3.016794494380161	3.1063537685251674	4.038248814204643	4.3371390643622725	4.411822142874561	4.4551176024618755:0.2631159458798303	7.199038813952653:42.81620362420599	7.564203254379109	12.557896411881757:48.7151051766754	13.791529346412482	13.809681797636488:1.6089361302503244	13.840833721192663	13.993465684744887:12.094500926111248	14.340175818719656	14.448338255040873:10.403636858607205	15.80588417484595	16.959474499559473	19.260747001834236
1445	-3639.8100427766067	0:1.9426157978520815	1.8021571110303753	2.885127764247546	3.3767345156959436	4.65989529327679	5.079258643215219	5.470574883754505	5.7350068838175545	5.774815700685366	5.98683345831202	9.13590609900595	10.774438633290398	12.332217920036587	14.16231118356493	15.177268892877546	15.493636215419386	16.027769471958166	24.48673718830398	26.111580564772986:46.34285590822132	26.8305336014555
1446	-3639.516087619161	0:11.831854060702552	1.002547430100499	2.018568013442639	2.315938364162239	2.8711365072328157	3.6867984493063624	4.329701166262719	4.48342864167984	5.195538915890339	5.234490027439907	8.27343613719843	9.993666733027208	10.440562440665811	11.88430462803854	12.358109872705223	12.788892455867725	16.40168238041033	16.506143039009814	21.231308331526687	24.04517504219331
1447	-3639.500850999441	0:5.6852817243859635	0.907353735436665	1.6677544541081701	1.6763662584215524	2.4244548175870406	4.8628325260815615	4.906663369254089	5.2524123723171385	5.375938133731189	5.412055833905086	8.36503128609338	10.250677496490317	10.60270543893437	11.065863050150519	11.657041033342734	12.090821420687105	13.04525533808799	14.402799665635579	16.459800489512943	17.91836062295774
1448	-3639.354252760494	0:31.258009789888945	0.3220061076111165	2.777170136103404	2.8626322228642103	3.846760016759335	4.122875787319288	4.215389296627304	4.269326102769204:0.024789746174676	4.6754877869040286:30.319088992741932	5.827569286439175	8.522004289703919	9.22758102631635	10.937776515707972	11.941645983062445	12.542032609839797	14.11081820278115	14.335386018618207	14.529214464018262	18.042354428700847	18.63711520500945:0.5048904311063412
1449	-3638.838960321329	0:47.27222019720807	1.1207985020369335	2.3401913886275807	4.177072355847127	4.183316936051144:0.13724674916828086	4.230572871243897	4.240862317528389	4.247983544731365	4.379451633463583	5.3500253819541665	9.263378245451127:25.42927257747045	10.34286685388997	11.20307655415181	12.774446446380226	13.728918190949027	14.277336748052386	14.576029827343703	15.217239883760048	17.019609204578323	17.8845952457662:5.637520828424301
1450	-3638.5866785211592	0:26.146452137954785	1.839557168329442	2.1850019515655923:0.8962766495394945	2.3015441435877158	2.4282078230431985	2.88916004180318:0.5734003687048167	4.18005348218432	4.281099025642806	4.772531771986845	5.94600289845102	8.170084447225985	8.397413741349613	12.53348690856179:13.921471349077498	13.578727509441899	13.741800722133448	14.842562048569391	20.10591166059892	21.30102785820259	22.732766030367745	27.47387207587887
1451	-3638.3934306935957	0:3.9947328438930274	0.9436547703532305	1.3367060223237068	1.5847701681601478	1.808270230019641	2.0696388749644896	4.015292249720208:0.06922364144350246	4.027945145112032	4.590833756944509	5.407253729800868	7.490286613137901	9.566674114866137	12.248318250460926	13.444105770879462	14.515879390167907:17.300979817554456	14.681401704943248	16.04485622818566	17.445074134209378	17.64890261082361	18.36230779230715:0.3281497588575261
1452	-3638.3749844247077	0:9.406927973820697	2.2638582508844856	3.334706754659223	3.8970914442113376	4.3606389778394785	4.416781705169559	4.566304061264173	5.63529276090409	5.715290867203116	5.734376643453086	9.18427351194578	10.026681667561224	10.826271485138717	11.864232404466708	13.134947109971607	13.653603482868675	13.864443827114489	15.763673406504411	16.183118796988396	22.15174069368518
1453	-3637.8927649697735	0:5.980168219064217	2.2956877379454816	3.18751775368402	3.229140513013423	4.4353302924185485:5.710043688359934	4.582644068386628	4.800669998428798	4.963748463324185	5.644547235205032	7.313802686171201	9.165549829405638	11.76747280014326	11.916614106101717	12.507629313952489	14.448205353635762:18.621418538907974	14.537570237699464	16.435115099289025	17.901376848724844	19.752519608441325	20.018002478233193:0.27519328543451604
1454	-3637.8320177331807	0:13.765328249349361	1.3515646847495937	1.3913809822434615	3.916009781548823	5.403257949530108	5.683754796485616	5.90337939060726	5.910106244626757	6.125256726830674	6.767485444678218	10.185610917136508	10.79088147231441	11.50666381494337	11.684364760577722	12.40739346811113	13.859341709773084	16.78104330582367	17.466558034953117	17.682033478269446	19.102492595427755
1455	-3637.7590672700617	0:7.1728746707593665	0.4954353800595648	1.0420475232057242:2.0891577232602323	4.216819385681685	4.367486503964635	4.7234330826969995	5.087178149734115	5.3106705556607565	5.646250134429895	6.814455637263208	10.432998805297908	10.502917850324131	11.942249933538772	12.755247899484992	15.225903649906499:19.39071150851684	15.228477616344417	15.59689136047821	17.70947261132298	19.458384233695767	24.468140615592105
1456	-3636.880126525458	0:64.39937202508261	1.6518670210145139	1.8327291037874502:6.3782099902227305	2.7866954387202494	4.289474507536582	4.326040632026171:0.8827802937402498	4.372971127654495	4.417493528001417	6.151281767842779	6.841520415929505	11.098222742584511:45.69845267135272	11.265692832944513	11.880223690257312	14.402467210065454	15.13174165653922	15.898035879692705	16.52173706143582	16.770338109127394	17.250327674886087:3.9396653119513503	17.858882554502735
1457	-3636.4038790862	0:82.55562092251294	1.3960467809951922:10.119049026508543	2.496754446333778	3.2234226990177532	4.197495644198732:1.0396678079183008	4.1980129754596085	4.217447824272156	4.384102185750667	4.782415412232545	6.613470425190894	10.798035143620796:94.03716703786576	12.648997270720695	13.611654870601008	14.135647228674001	14.601036267048173:7.163142662591007	15.262067549391165	15.50302945334079:2.404571534160726	16.363673980832697	17.554629809620558	21.204873772583483
1458	-3636.3533312000213	0:3.405920078426602	0.22462397487594998	1.2123187803470081	1.8830382491565985	3.461007345215961	3.8122637913520165:0.3609172125395507	4.016030973155825	4.184090104508794	4.203128142766349	5.196992265161388	7.873776365438827	10.405330897410876	10.586519910824745	13.194641310326931	13.321613380082194:30.196042089874332	14.06960043120333	16.60856656521367	18.15858244514752	19.90065771062072:0.43855272200392414	20.26077706154935
1459	-3636.081624755528	0:6.198330252585718	1.4814979306391436	1.5559835439470007	1.6017218989815163	3.9477531299949042	4.188216341955716	4.203526988392554	5.149777447610624	5.157002627241177	6.003396992109154	9.043784034502965	10.342917786176475	11.26716344493188	11.349042943694922	11.40629189089447	13.731743579202972	14.646800204981579	15.02556689085722	19.913135233487516	20.482077641109157
1460	-3636.075922663746	0:46.04461735373076	2.92527533321849	3.752432440943963	4.283638113826822	4.505435350606142	4.668847486883038	4.863364617804862:1.8189602088185997	5.006642831900411:16.39985284472214	5.521265124118372	6.8216251601643485	9.643222241356234	11.352151988073626	13.074382692414481	14.552582420164981	14.862743608355906	14.880020552790427	15.283848301570139	17.2595383727942	18.466121677036227	31.685746507313908
1461	-3636.070510724133	0:6.491010253697052	1.0185370893093157	1.4760272237081011	3.11685226682685	4.063508524375965	4.223279206833325	4.724292897346508	5.434422648189546	6.209470179883972	7.372171783426744	8.818680732844758	10.380914258849442	11.192229739565466	11.3648824016437	11.861561633731846	14.760123333094205	15.138945859654807	15.297066796940616	17.70930048909942	18.248584983075965
1462	-3635.96749248633	0:4.176800069000982	0.9517599300107022	1.1648790481558535	1.5543470289220664	2.410429007418582	4.201152051011412	4.203251194771138:0.9651915286634307	4.930669961890327	4.954611155908005	5.727872763799532	10.094300270806265:37.704265191419275	11.721578906427366	12.910860558719593	12.988570843457513	13.303943932207616:17.118539271847254	14.155465866836412	17.026762694846393	19.205117467677624	20.78662688725512	26.238418543038563
1463	-3635.718661101273	0:10.089155943815253	1.7808060636364544	1.806070618197218	3.793968113684226	4.44952848104084	4.5748080119235155	5.014884495506916	5.753003786190934	5.956018449234865	5.96562074330172	7.828096652112642	10.25914866752441	10.857181887551185	12.689148655823915	13.63494292072123	15.372697799252517	16.566881691740136	16.86441944157113	17.047041512786944	21.291517295472207
1464	-3635.3535684084404	0:2.842016972305221	2.5711017306213186	2.608848593035326:11.157819812340776	4.070865793587327	4.1151579883351275	4.3193686792476065	5.097482904957225	5.278244714335393	6.296753385059837	6.552165959662119	10.377140418871274	10.413231338911311	10.550633934439757	14.772113168156087	14.965637474977111	14.966074228119268	15.162046430390822	15.72595833834503	16.640808440809476	20.72936219772673
1465	-3635.3197266149946	0:5.700296529954491	1.3638928285248841	1.7356706782751825	3.2565046249761522	4.865716668004438	4.91811620605694	5.0603024411708155	5.281965620739696	6.133179517348047	6.508798532875947	8.166208310601322	10.541567569214505	11.007230336492821	11.128129390701423	12.431141286339427	12.732481321829015	14.179655900480402	14.395636434403393	15.519805883620483	16.485656538003806
1466	-3635.1459762565887	0:4.728167555580435	1.0612061257263647	1.986645937437844	2.6908441169471544	3.220721207525898	4.014706536723422:1.2333195244305424	4.070699791908623	4.2563465221099115	5.14574481979378	5.584779368747947	10.874896830037798:16.96342188431956	11.26192108916941	11.557572662700457	11.648436968209282	13.507397604747823	14.408803602254201	14.444145938419446	15.749131681969438	17.049752109360035:0.23045650067115112	17.230953961815764
1467	-3634.786813039437	0:59.58331306330137	1.3425633446481129:1.8228482221754616	1.9922557337350586	2.407390134021762	3.2269521457944617:10.792759359795342	4.320707014564842:0.16459512381525934	4.322880659483898	4.3470094772408245	6.11185113454442	6.404522443278951	9.976537643522597:38.75261053368129	10.414584977397631	10.799941283905868	14.36847640677235	15.286620024981168:1.1672681409745342	15.408434315451064	15.584641816657205	15.757345446124738	16.856180318526775	17.880566535204668
1468	-3634.7443087053407	0:1.4096171169844158	0.14837172345905358	0.24707219545459225	1.759871743829148:1.017329676548007	1.8657493641677583	4.022340595572704:0.215701880298955	4.0257263501957645	4.254200464676204	4.900618324602716	5.118265241536886	6.981725383092574	9.141808659863358	11.129920703655676	11.791355133024691	14.119426166280238:19.240429138789775	14.246762645850168	15.38490249511988	17.33644833409422	17.747873245821083:1.4130938775485369	19.11217780593836
1469	-3633.717027374017	0:26.044061537260486	1.7442979542788422	1.7623707414273468	3.0300892191903355	4.046775473403683:1.1363246673415675	4.0605778979330065	4.125861335726011	4.159358115745535	4.552158198245088	5.482548837266503	13.832258875898706:60.19918594437679	15.960946903618897	15.995974575474623	16.603723742552873	16.750187737452286	17.165449508541563	17.187239730929413:1.4352424696417232	17.70056966117624	17.898737300577558	17.911005674573694
1470	-3633.576236084039	0:0.9812901962097076	0.2070309942309443	1.2923211000872818	1.3883485719706705	2.3583066455987804	4.1058425344296055	4.341896190371553	4.686221446702447	4.936101526442737	5.823793794664706	7.740031020682416:7.593951938667627	8.864622166033316	10.060116930916239	11.064438956361409	13.922280467892989:17.944758561397233	14.710136124238177	14.778099673653063	18.72453869403089	20.27649461868952	22.25358087600127:0.3739916428923962
1471	-3633.5680290758373	0:12.036920798361432	1.3801151260747417	2.6674055496029467	4.053670841440701	4.453705935243674	4.64051170693849	4.986867930809019	5.144876087371074	6.2784082103264165	6.398440620537576	8.241730168080306:8.310405821775829	10.694713300035247	11.10241709196206	11.725993641901145	12.574925323337036	12.58483516586895	14.423411342130311	14.565552924893224	15.118426821034562	18.910197588928177
1472	-3633.556792021865	0:51.09638606571975	2.941297878799986	3.3110633359058	4.205874441929421	4.284173072089239	4.453951067685804	5.395769748386293	5.596875054206151	5.698568128064846	6.232062859053205	11.160783664243358	11.793554480355798	14.086465360100103	14.436771288770682	15.628053885308644	15.689583679943581	15.885261206017987	17.077411308226033	18.605753543738896:1.324167924591525	19.687239053730124
1473	-3633.4435259529573	0:31.23976899203337	1.735455881639016	3.783941585193098	4.341987339143831	4.526647536706378	4.8078883448543195	5.022283247221566:6.024409246110104	5.186850001788066:13.799781440329346	6.028472701023546	7.81422894765495	8.866167267489644	10.342710971342918	11.652927272931423	11.875798149480953	14.365217341821863	14.444469616835095	15.013123811292234	18.92096542423094	19.859367891774955	27.135751515240997
1474	-3633.2332503925854	0:2.327884153825322	0.048682852871269944	2.0016407169309858	2.1163977369471887	3.488723170510738	3.9206310823237622	4.247658138017815:4.014987326092017	4.732824520343506	4.764952073077401	5.228430411141527	7.554110064680316	9.43166691689045	11.034003410829067:22.87402123670124	12.454642993785038	14.212355368297565	14.549279887825099	17.726246908230998	18.304223114504225:1.3568975324125625	18.38619484745495	18.592368062336373
1475	-3633.1378908640763	0:7.707739027768166	1.1512811504246834	1.394996448243944	1.72922622460014	3.2243551653707456	4.529128728836966	4.705290917474635	4.7731281199359294	5.50623492798527	7.078349837971846	9.274363234968227	10.003086396499658	11.173349475045294	12.273157774976825	13.218796982573615	14.134615022861436	16.199540718444307	18.105917720295274	18.217435584416766	20.903032957286214
1476	-3633.1032665303255	0:1.6159095611190544	0.6865292714935407	1.2973435540818876	1.7121969454569985	3.7099661408763147	3.830549853718445:2.576025308835626	4.127090066676349	4.326046716119446	4.661223197749663	5.822739713656993:14.487447655340823	8.976915593246947	9.568399616197997	12.146954721383473	12.907856743274039	14.38865811105681	14.73422529316791	15.935061797311342	17.609437335007858	24.17529211608835	27.753181711625917
1477	-3633.0435797931045	0:35.55626251358935	3.005063894649968	3.4715647014050965	3.4990462130198807	4.318569215091191	4.520027288175605:6.771602215462645	5.270735798612476	5.428588450809492	5.647016734715569	5.687321819076658	8.834329216402812	10.367166746378764	11.372592751853908	13.245310248206769	13.436458650699265	14.206607794281883	14.286086286095804	14.343619543809652	17.060874203442502	18.689346083977057
1478	-3632.8544535244278	0:17.577765930848827	0.47942472830904137	1.1049394607580219	2.529271537670013	3.735729297122063	5.129499010848853	5.66350122101505	6.905599870996085	7.381625549226452	7.632683411278784	13.731313323689804	14.3082821334203	16.085477637147783	16.29952889535035	17.14487350350442	18.00236040758264	18.38381862003955	19.249739913239956	22.413508467565784	26.144393303138923
1479	-3632.7544128111754	0:7.953325053819666	1.7398545402890946	1.9152021526444756	2.1389209633519	3.8367219131681303	4.693210603590103	4.7906493929355705	5.174682023025124	7.025390712763214	7.314150101517342	9.11749308886894	10.339487404736207	11.133661883661143	12.16819070932113	12.312868412613119	13.233910451870752	14.174545446066682	14.275856302439665	14.379942568293064	22.65648436387302:7.119282784864369
1480	-3632.6016284744087	0:2.183010375098763	0.1328456597952723	0.5554571079538384	1.352038474938766	2.4148503212204098	4.012923662670811	4.061562196678423	5.348767850313585	5.519827649693877	6.001989725198836	9.685823078382793	11.117431729233639	11.829819302146102	12.650325608631062	13.547514455384155	13.801383947180044	15.610479045508379	16.88381843625562	17.801139213873093:15.954674630928464	21.780167833495437
1481	-3632.3063257679396	0:4.6603703451539324	2.0222761130735556	2.0391634054164065	2.3253515533312985	2.8033472740555148	4.014637114735784	4.1378588592105	4.577934697058623	4.6881291785023045	5.0253312634200356	8.547344661534929	10.521580837934016	10.96486979323491	11.030623142454216	11.55945999684308	12.282195039587986	13.463103446038977	14.38502972360759	15.957488770817621	23.348583747804174
1482	-3632.249517779283	0:41.77193931150922	1.7991716611340856	2.4959164947876076	2.7135878450397612:0.5780212584401995	3.6693743013336046	4.183809451983208	4.510296679362192	4.827102854680982	5.467372092757287	6.604661474718441	10.28421723868312	10.889964909275168	11.330732340797379:14.918475044421708	11.611604534323245	11.681094448174917	12.896381472069168	14.595172730267752	16.40740153817314:3.860028457079055	17.520371546774303	19.81195846275621
1483	-3631.501945535182	0:11.911861980570878	1.1533550922704414	1.2083716232708568	1.72024759967681	2.8621376433276424	3.834662662927389	4.059159682018535	4.311750182068796	5.478908000623228	5.748778295868199:8.246649942173343	8.176116511896062	8.73207257052217	10.891237679298454	12.4441839348486	14.339730211713901	14.655325347543043	19.52785455728715	21.621517967847264	21.753055446266227	25.07962068209485
1484	-3631.3773612509326	0:11.128798340713386	2.068533231493646	2.3283810288898366	3.787588194930194	4.0327230323254994	4.366947122824625	4.526698182950113	5.3265865196681546	5.459154192641961	5.911948425686823	8.607040560071939	10.074026856996177	11.633046654692487	11.999624450470293	12.371083394847496	12.51670223866313	13.043819069350043	14.450474627128365	14.747855274017121	20.26564389881313
1485	-3631.0834681061356	0:5.085390819491973	2.1650750474229525	2.817509225192218	2.944102271488511	4.143539105620384	4.1612579585003004	4.88920815103338:9.064103904680971	5.155961453082449	6.455778014369486	7.477531792302742	9.16050971456271	11.888017230074766	11.96400232079456	11.979723159738203	13.225674272230025	14.103204170714166	14.266796622517884	14.96286136464661	16.4309332360444	18.860084008194967
1486	-3630.8593263047205	0:10.278369636772238	0.7469034720220478	1.2727895375075633	2.236123766009314	3.6107696443210955	4.124125852728419	5.371366404549086	5.513035037558197	6.195217213256704	7.405949897424154	10.43630792182611	10.58766348760722	12.174198100784967	13.933667287414538	14.1049381746072	15.441777545185198	16.724260126866557	17.888218090429348	20.082155746963956	25.987356090637874
1487	-3630.8244407989837	0:20.915321541606588	1.7236811316325031	2.5267223235616285	3.4299640978930768	3.9386800150606263	4.0058130898579485	4.04185693664706	4.188713723907263:0.007083143791824405	4.190577431041575	5.110308813087645:8.321087886736402	8.25796394629258	8.325271627881323:20.339781542395865	11.84982444010648	12.319887207585362	12.401538777630568	12.701911522026599:8.89460259166223	14.713998548444605	14.854219137829226	18.570094162120185	19.280649965963907
1488	-3630.617003981347	0:1.3462110962846618	1.3090473221385466	1.3169717209312601	1.3889060965435007	3.033847419735636	4.192516466279461	4.834238533331813	4.8743807387954	5.021265677891469	6.341946546072407	9.256532964842961:7.395664930252071	9.461566516493388	10.186167729570565	10.851841777786802	11.197930173148345	11.450437885835285	14.302322211017472	16.047251238107574	17.421959320330966	19.53296383112632
1489	-3630.317468265496	0:9.122312610441655	1.4188177672003945	1.6895588444238783	4.17962665493673:2.0652384637927175	4.258818063743398:0.44020736584022535	4.2613156064625315	4.270226771307598	4.285829880634786	4.986565443234355	5.489867628370945	10.506121169797668:30.745437337984676	10.544755368508504	12.177586999745458	14.63677552175526	15.30968456515769:11.266656465862225	15.493227356749571	15.637405075803885	16.09336328036097	16.92486027890015	21.344877613643746
1490	-3630.096055885675	0:15.172827861611609	1.3259532381106638	1.7381053448090853	2.6916035926539266	4.315304266086962	4.373805251781661	4.441529310230003:2.053296281769755	4.587998201800858	4.609817141569586	5.297051090294488	6.611723221886507	10.295161797154151	11.792236026484556	15.2503044533469	16.297896951186697:38.08113039490851	18.112779266771458	19.36103029632458	26.209743427240905	33.21735700417541	39.71992347047931
1491	-3628.932157022222	0:1.2933339435545885	1.330997191947226	2.4854819052420964	3.0831637101333165	4.042334900180215	4.702040621038918	5.456167641512696	5.498132993785777:18.465952658203623	6.094727185822208	6.102165830142308	8.771645842871893	12.128120787201057	12.815611964247289	13.586871957682394	14.267106067102635	15.565437228413181	17.981058837190947	18.91405311213332	22.880682927235885	24.649120266849305
1492	-3628.318884805981	0:15.966739171402086	1.4129823739608334:0.565999894837922	1.4725816964965475	2.144788149530079	2.4124404825662644	3.4066218086313533	4.347952369192107	5.1615845969601	5.330896918192554	6.2854470474006945	8.104076897875329	9.699989021409666	11.209729521904181	12.414439432346061	12.68465578043596	14.785330222372583:16.74977140733661	15.980035551423791	16.366589952259766	20.58136233761858	21.032092378738433:3.926848951319118
1493	-3628.0980009487166	0:11.729073645449885	0.05350636108295248	1.166089821471843	3.7824198627343755	3.9486242409433565	5.359028548188416	5.815340845840584	5.8275764460267645	5.924805392920355	6.707189675148474	10.343791849146934	12.101665363475899	15.3321962457666	16.723799138701754	16.81115855108191	17.441593605388622	19.05119283496915	20.331552386051552	23.771366966808287	24.78850648810825
1494	-3628.0254402347528	0:8.064670186683507	1.5138393814618212	3.510286882146932	4.029793138103777	4.320898571097278	4.638243479717286	4.701353910884546	4.907982774660372	5.409264498363736	5.446756880256675	10.5814721571458	10.932990366332113	11.665901497000192	11.697725624585809	12.834901603970055	12.96754123669816	14.360810253203105	15.93723464676977	16.623917795160597	23.36494924986958
1495	-3627.8632748639648	0:5.047802647886827	1.1948657738021922	2.3375253579089588	3.049528985483949	4.210461619043553	4.340807705066531	4.994244043658696	5.104189072168536	5.810672595808612	5.837198084273108	10.995262708898133	11.036426313641687	11.272292947241988	11.646609861833777	12.519602110401639	12.566914729668568	13.698298535630741	15.941432929202731	16.015005304540807	18.92558398053001
1496	-3627.5326700168034	0:5.4757025199435265	0.7158465047571951	1.989356023361875	3.458229491083941	4.21164794815347	4.265058512879008	4.716262884725005	4.9791077396630605	5.275405166134163	5.30620322071508	8.777171339777336	10.31558001969941	12.158940565277474:14.114575604505866	12.59381435607952	14.289228856655932	14.486188408187969	18.405307339280267	19.377801386489484	19.948523565997483	25.586858139777817
1497	-3627.3804203066784	0:9.510081163199757	2.2452353665504603	2.4931166367838706	2.6802157855806144	4.243360169603719	4.555419230195135	5.433322006396324	6.021892723215139	6.60036931563581	7.679153329396382	8.284490489978339	11.048319305040952	11.516764273872598	12.2981552064585	14.024489165450564	15.66821798430572	15.88188705104411	16.264052736274074	17.65755499482404	26.98020323365251
1498	-3627.3734929507373	0:4.513449060414718	0.8232266578066181	1.124985612020268	1.369252714770198	1.3875596081336319:0.05238043277854767	2.0003114070415737	4.0446590095014034	4.650179545531875	5.118468711571984	5.223304406388056	7.381295934553744	8.407267440902675	12.047875577854786	12.930467195483605	13.31172813816703:8.047324741100965	14.450710861709073	14.786495771743697	15.47654666447085	16.25495269881899	16.43531044993749:0.07353136011068596
1499	-3627.1957398238114	0:3.0682864463651387	0.8452778355218626	1.1513633615093752	1.3449976128274699	1.3704540182200962:0.051014853576797824	2.0506064496084555	4.0029075540041745	4.0503008531732405	4.5632457991028375	5.210546765019831:0.3688917901776464	6.96989362393639	8.879408326890005	10.4004215719428	11.186424984844177	11.9522198137237:23.507228252376418	14.941954342751686	15.502458209836409	16.63430216935176	16.914137429304667	16.924799797669426:0.004937758659059708
1500	-3627.1273412627907	0:3.5185741668069888	0.6942651133674644	1.2408468485320139	1.3379893108883785	3.7387561338456656	4.045604981995211:3.456436754250969	4.500726513814151	4.50421929098137	4.523488241332849	5.017608493623257:0.02840657728131005	6.88033315577988	10.153182638974895	10.886941934243854	11.233397415858098	12.192131651434183:23.986134383206206	14.355061824702817	14.709694242457864	16.399651855375346	16.865521053155124	16.878004012520215:1.7381871368073163E-4
1501	-3627.0343082982104	0:14.712104997617596	1.1126229709947744	1.7895442433373958	2.2649489160146636	3.6774092410078865	4.0534425725006145	4.38210924254345	5.551384760453772	6.0734114386261275	7.549339913562168	8.48713894237283	10.707607423558933	11.189214288952677	13.616472512400913	14.08968013798125	15.310966012400746	15.837397425710957	16.223921302675777	17.106095902237037	28.886593466949144
1502	-3626.7441038642883	0:25.278034314191334	0.5515885300133334	1.4855449731932069	2.409549570899202	4.39600238979682	5.43206281838215	5.538325612260344	5.740699583340849	7.9175903512359085	8.431153732975545	10.125390486734286	12.718599267723171	14.231316708299484	16.637082089961606	17.047214978777887	18.172675758473936	18.476118720728643	22.15542508833277	23.00627257919949	36.01557601987162
1503	-3626.4500189080554	0:9.049432049155687	1.1456395447868566	1.3585452658031407	1.4015339601912569	1.4584471917264779:0.17917230722672445	2.0734192113628467	4.031623296681836:0.28242825063774635	4.07306844418614	4.384727183957585	5.118947019052449	5.896033736703679	8.879064978371021	10.960881506531512	11.292546587820212	14.909883720667295:16.651224323545847	15.017981714405849	15.316824026274354	15.986745995571201	17.088014264281743	17.09181459180966:0.011880711473863284
1504	-3626.2867757940267	0:4.615730802475242	1.1801977050731196	1.362942364693172:0.8489428625502458	1.3893943626099166	1.7047806534150034	2.52087876641175	4.070838577191658	4.104058286264467	4.493175553964752	5.019525615716558:0.08939737031572735	6.64589909459511	8.895221059183486	10.290023294274803	11.703640116673903	12.455917679871401:22.436079784722807	14.142047746377438	14.915792088432823	15.696875977146833	16.19353329081985	16.23346500058229:0.026457514585448393
1505	-3626.10497673335	0:4.318803471665529	1.4064109297265261	1.4295755661913994	1.9922216595154012	2.075852373383384	4.227314144182191	4.969130175124523	5.031942577058942	5.136657260534577	5.406457217241385	10.314197906783123	10.70124870288024	10.736836999812601	10.989814264422893	11.830237911896504	11.957201844435385	12.869838941370025	14.764096869967007	15.84723443524058	24.46535086232527
1506	-3625.576232436939	0:2.996651208728045	0.18202011691236564	1.2713698539323488	1.3631898406409881	2.005882674449282	4.05317404213632:0.15677377506477314	4.054689642518817	4.234700310308899	4.261982344040192	5.137483411440584	7.496103270700569	10.228642055908933	11.109288946914207	12.727136637381639	13.209257039125314:33.27169631298751	14.059905960314705	15.268074020611932	15.520264869228718	19.383435145485056:0.7058462383950929	20.52285176173612
1507	-3625.3653620488694	0:11.366745111929328	1.583216426902613	2.170023146763395	3.4768536183758805	4.12660106077562	4.129027821070125	4.682186512741666	4.687233875611486:0.7790443135104055	5.165038430076564	5.8379034185261816:1.534835809908223	8.518097657357462	10.494336813618151:28.90950089765223	12.041767750232967	12.586364191905165	12.61562568474011	14.697512507674205	18.254219219627863	21.636762056092657	22.16779538439713	24.052022692205096
